Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Bellis Acquisition Co PLC,3.233.290,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,3233290
BellRing Brands Inc,3.525.609,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3525609
Belron UK Finance PLC,31.848.826,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,31848826
Benteler International AG,3.107.214,Oostenrijk,Diversified,Bedrijfsobligaties,3107214
Bentley Systems Inc,1.546.985,Verenigde Staten,Technology,Aandelen,1546985
Bertelsmann SE & Co KGaA,1.118.783,Duitsland,Communications,Bedrijfsobligaties,1118783
Best Buy Co Inc,2.839.386,Verenigde Staten,"Consumer, cyclical",Aandelen,2839386
Bharat Electronics Ltd,10.476.813,India,Industrial,Aandelen,10476813
Bharti Airtel Ltd,33.989.622,India,Communications,Aandelen,33989622
Bidvest Group Ltd,2.687.078,Zuid-Africa,"Consumer, non-cyclical",Aandelen,2687078
BIM Birlesik Magazalar AS,3.621.460,Turkije,"Consumer, non-cyclical",Aandelen,3621460
BioMerieux,612.927,Frankrijk,"Consumer, non-cyclical",Aandelen,612927
BKW AG,518.687,Zwitserland,Utilities,Aandelen,518687
Blackrock Inc,32.780.295,Verenigde Staten,Financial,Aandelen,32780295
Blackrock Inc,10.719.447,Verenigde Staten,Financial,Bedrijfsobligaties,10719447
Blackstone Mortgage Trust Inc,2.069.408,Verenigde Staten,Financial,Bedrijfsobligaties,2069408
BMW Finance NV,13.782.693,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,13782693
BMW International Investment BV,27.128.613,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,27128613
BMW US Capital LLC,8.610.097,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,8610097
BNG Bank NV,226.900,Nederland,Financial,Bedrijfsobligaties,226900
BNP Paribas SA,10.488.036,Frankrijk,Financial,Aandelen,10488036
BNP Paribas SA,10.488.036,Frankrijk,Financial,Aandelen,10488036
BOC Hong Kong Holdings Ltd,4.326.685,China,Financial,Aandelen,4326685
Boliden AB,1.289.981,Zweden,Basic materials,Aandelen,1289981
Bollore SE,444.849,Frankrijk,Energy,Aandelen,444849
Bombardier Inc,5.472.374,Canada,Industrial,Bedrijfsobligaties,5472374
Boots Group Finco LP,5.722.179,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5722179
Booz Allen Hamilton Holding Corp,2.377.024,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2377024
BorgWarner Inc,11.918.678,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,11918678
Bosch Ltd,1.797.437,India,"Consumer, cyclical",Aandelen,1797437
Boston Scientific Corp,51.982.200,Verenigde Staten,"Consumer, non-cyclical",Aandelen,51982200
Boubyan Bank KSCP,1.921.151,Koeweit,Financial,Aandelen,1921151
Bouygues SA,960.644,Frankrijk,Industrial,Aandelen,960644
Bouygues SA,17.466.406,Frankrijk,Industrial,Bedrijfsobligaties,17466406
BPCE SA,24.898.993,Frankrijk,Financial,Bedrijfsobligaties,24898993
BPER Banca SPA,1.248.317,Italië,Financial,Aandelen,1248317
Brambles Finance PLC,34.735.131,Australië,Industrial,Bedrijfsobligaties,34735131
Brambles Ltd,5.378.395,Australië,"Consumer, non-cyclical",Aandelen,5378395
Brambles USA Inc,1.751.514,Australië,Industrial,Bedrijfsobligaties,1751514
Brenntag SE,821.730,Duitsland,Basic materials,Aandelen,821730
Bridgestone Corp,6.310.124,Japan,"Consumer, cyclical",Aandelen,6310124
Brink's Co/The,4.938.368,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4938368
Bristol-Myers Squibb Co,17.521.139,Verenigde Staten,"Consumer, non-cyclical",Aandelen,17521139
Britannia Industries Ltd,4.753.783,India,"Consumer, non-cyclical",Aandelen,4753783
British Telecommunications PLC,29.074.894,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,29074894
Broadcom Inc,348.854.415,Verenigde Staten,Technology,Aandelen,348854415
Broadridge Financial Solutions Inc,5.407.168,Verenigde Staten,Technology,Aandelen,5407168
Brookfield Renewable Corp,9.373.354,Canada,Utilities,Aandelen,9373354
Brown & Brown Inc,4.274.270,Verenigde Staten,Financial,Aandelen,4274270
Brown-Forman Corp,923.025,Verenigde Staten,"Consumer, non-cyclical",Aandelen,923025
Brundage-Bone Concrete Pumping Holdings Inc,7.087.097,Verenigde Staten,Industrial,Bedrijfsobligaties,7087097
BT Group PLC,1.724.873,Verenigd Koninkrijk,Communications,Aandelen,1724873
Builders FirstSource Inc,12.109.762,Verenigde Staten,Industrial,Bedrijfsobligaties,12109762
Bumrungrad Hospital PCL,2.080.218,Thailand,"Consumer, non-cyclical",Aandelen,2080218
Bunge Finance Europe BV,6.365.644,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6365644
Bunzl Finance PLC,7.059.345,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,7059345
Bupa Arabia for Cooperative Insurance Co,1.921.619,Saoedi-Arabië,Financial,Aandelen,1921619
BUPA Finance PLC,18.789.108,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,18789108
Bureau Veritas SA,12.762.585,Frankrijk,"Consumer, non-cyclical",Aandelen,12762585
BYD Co Ltd,30.956.979,China,"Consumer, cyclical",Aandelen,30956979
Cable One Inc,3.485.754,Verenigde Staten,Communications,Bedrijfsobligaties,3485754
Cablevision Lightpath LLC,3.993.276,Verenigde Staten,Communications,Bedrijfsobligaties,3993276
CACI International Inc,4.030.646,Verenigde Staten,Technology,Bedrijfsobligaties,4030646
Cadence Design Systems Inc,30.018.829,Verenigde Staten,Technology,Aandelen,30018829
Cadent Finance PLC,9.843.372,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,9843372
CAE Inc,1.714.617,Canada,Industrial,Aandelen,1714617
CaixaBank SA,4.702.483,Spanje,Financial,Aandelen,4702483
CaixaBank SA,8.691.440,Spanje,Financial,Bedrijfsobligaties,8691440
California Buyer Ltd / Atlantica Sustainable Infrastructure PLC,3.741.450,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,3741450
Camelot Finance SA,169.941,Verenigde Staten,Technology,Bedrijfsobligaties,169941
Canadian Imperial Bank of Commerce,14.344.315,Canada,Financial,Aandelen,14344315
Canadian Imperial Bank of Commerce,14.344.315,Canada,Financial,Aandelen,14344315
Canadian National Railway Co,9.619.638,Canada,Industrial,Aandelen,9619638
Canadian Pacific Kansas City Ltd,26.885.416,Canada,Industrial,Aandelen,26885416
Canadian Utilities Ltd,678.328,Canada,Utilities,Aandelen,678328
Canara Bank,1.600.319,India,Financial,Aandelen,1600319
Canon Inc,6.530.622,Japan,Technology,Aandelen,6530622
Capcom Co Ltd,2.234.872,Japan,Technology,Aandelen,2234872
Capgemini SE,25.638.198,Frankrijk,Technology,Bedrijfsobligaties,25638198
Capgemini SE,2.653.730,Frankrijk,Technology,Aandelen,2653730
Capital One Financial Corp,25.950.319,Verenigde Staten,Financial,Aandelen,25950319
Capitec Bank Holdings Ltd,9.841.203,Zuid-Africa,Financial,Aandelen,9841203
Capstone Borrower Inc,6.301.009,Verenigde Staten,Technology,Bedrijfsobligaties,6301009
CAR Group Ltd,2.223.043,Australië,Communications,Aandelen,2223043
Cardinal Health Inc,7.234.053,Verenigde Staten,"Consumer, non-cyclical",Aandelen,7234053
Cargill Inc,5.898.048,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5898048
Carl Zeiss Meditec AG,4.355.212,Duitsland,"Consumer, non-cyclical",Aandelen,4355212
Carlsberg AS,1.243.318,Denemarken,"Consumer, non-cyclical",Aandelen,1243318
Carlsberg Breweries A/S,56.050.558,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,56050558
Carnival Corp,9.906.265,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9906265
Carnival PLC,18.766.017,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,18766017
Carrefour SA,924.713,Frankrijk,"Consumer, non-cyclical",Aandelen,924713
Carrefour SA,25.017.660,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,25017660
Carriage Services Inc,819.856,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,819856
Carrier Global Corp,6.467.733,Verenigde Staten,Industrial,Bedrijfsobligaties,6467733
Cars.com Inc,3.262.756,Verenigde Staten,Communications,Bedrijfsobligaties,3262756
Carvana Co,8.695.783,Verenigde Staten,"Consumer, cyclical",Aandelen,8695783
Cascades Inc/Cascades USA Inc,3.629.062,Canada,Industrial,Bedrijfsobligaties,3629062
Catcher Technology Co Ltd,1.860.079,Taiwan,Industrial,Aandelen,1860079
Cathay Financial Holding Co Ltd,11.514.618,Taiwan,Financial,Aandelen,11514618
Cboe Global Markets Inc,4.892.268,Verenigde Staten,Financial,Aandelen,4892268
CBRE Open-Ended Funds SCA SICAV-SIF,15.968.065,Luxemburg,Financial,Bedrijfsobligaties,15968065
CCEP Finance Ireland DAC,4.120.135,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4120135
CCL Industries Inc,1.544.811,Canada,Industrial,Aandelen,1544811
CCO Holdings LLC / CCO Holdings Capital Corp,43.962.090,Verenigde Staten,Communications,Bedrijfsobligaties,43962090
CD Projekt SA,2.905.936,Polen,Technology,Aandelen,2905936
Celanese US Holdings LLC,38.641.972,Verenigde Staten,Basic materials,Bedrijfsobligaties,38641972
CELCOMDIGI BHD,1.951.181,Maleisië,Communications,Aandelen,1951181
Celestica Inc,5.340.136,Canada,Industrial,Aandelen,5340136
Cellnex Finance Co SA,33.698.074,Spanje,Industrial,Bedrijfsobligaties,33698074
Cellnex Telecom SA,1.928.764,Spanje,Industrial,Aandelen,1928764
Cencora Inc,10.604.256,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10604256
Cencora Inc,11.004.248,Verenigde Staten,"Consumer, non-cyclical",Aandelen,11004248
Cencosud SA,2.320.787,Chili,"Consumer, non-cyclical",Aandelen,2320787
Centene Corp,3.312.349,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3312349
CenterPoint Energy Inc,7.284.428,Verenigde Staten,Utilities,Aandelen,7284428
Centrais Eletricas Brasileiras SA,9.398.617,Brazilië,Utilities,Aandelen,9398617
Central Garden & Pet Co,3.953.963,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3953963
Central Japan Railway Co,5.301.002,Japan,Industrial,Aandelen,5301002
Centrient Holding BV,4.795.895,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,4795895
Century Aluminum Co,8.319.176,Verenigde Staten,Basic materials,Bedrijfsobligaties,8319176
Century Communities Inc,3.514.415,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3514415
CGI Inc,3.360.318,Canada,Technology,Aandelen,3360318
CH Robinson Worldwide Inc,2.986.493,Verenigde Staten,Industrial,Aandelen,2986493
Chailease Holding Co Ltd,2.991.581,Taiwan,Financial,Aandelen,2991581
Champions Financing Inc,2.057.296,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2057296
Chandra Asri Pacific Tbk PT,2.308.540,Indonesië,Basic materials,Aandelen,2308540
Chang Hwa Commercial Bank Ltd,2.156.257,Taiwan,Financial,Aandelen,2156257
Changzhou Xingyu Automotive Lighting Systems Co Ltd,275.754,China,Industrial,Aandelen,275754
Charles River Laboratories International Inc,6.068.576,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6068576
Charles Schwab Corp/The,43.436.819,Verenigde Staten,Financial,Aandelen,43436819
Chart Industries Inc,8.400.683,Verenigde Staten,Industrial,Bedrijfsobligaties,8400683
Charter Communications Inc,4.828.971,Verenigde Staten,Communications,Aandelen,4828971
Cheng Shin Rubber Industry Co Ltd,1.471.867,Taiwan,"Consumer, cyclical",Aandelen,1471867
Cheplapharm Arzneimittel GmbH,1.628.992,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1628992
Chiba Bank Ltd/The,1.422.548,Japan,Financial,Aandelen,1422548
China Feihe Ltd,1.197.112,China,"Consumer, non-cyclical",Aandelen,1197112
China Literature Ltd,1.375.020,China,Communications,Aandelen,1375020
China Minsheng Banking Corp Ltd,2.855.000,China,Financial,Aandelen,2855000
Chipotle Mexican Grill Inc,10.146.474,Verenigde Staten,"Consumer, cyclical",Aandelen,10146474
Cholamandalam Investment and Finance Co Ltd,4.224.338,India,Financial,Aandelen,4224338
Chorus Ltd,7.077.762,Nieuw-Zeeland,Communications,Bedrijfsobligaties,7077762
Chow Tai Fook Jewellery Group Ltd,2.804.272,China,"Consumer, cyclical",Aandelen,2804272
CHS/Community Health Systems Inc,2.353.224,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2353224
Chubb INA Holdings Inc,23.002.224,Verenigde Staten,Financial,Bedrijfsobligaties,23002224
Chubb Ltd,37.041.769,Verenigde Staten,Financial,Aandelen,37041769
Chugai Pharmaceutical Co Ltd,6.996.825,Japan,"Consumer, non-cyclical",Aandelen,6996825
Chunghwa Telecom Co Ltd,10.710.076,Taiwan,Communications,Aandelen,10710076
Church & Dwight Co Inc,4.115.925,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4115925
Cia de Saneamento Basico do Estado de Sao Paulo,7.808.687,Brazilië,Utilities,Aandelen,7808687
Cia Energetica de Minas Gerais,2.205.100,Brazilië,Utilities,Aandelen,2205100
Cia Paranaense de Energia - Copel,1.633.683,Brazilië,Utilities,Aandelen,1633683
Cie de Saint-Gobain SA,11.018.449,Frankrijk,Industrial,Aandelen,11018449
Cie de Saint-Gobain SA,41.824.131,Frankrijk,Industrial,Bedrijfsobligaties,41824131
Cie Generale des Etablissements Michelin,2.693.384,Frankrijk,"Consumer, cyclical",Aandelen,2693384
Ciena Corp,9.113.373,Verenigde Staten,Communications,Bedrijfsobligaties,9113373
Cigna Group/The,14.920.311,Verenigde Staten,"Consumer, non-cyclical",Aandelen,14920311
CIMB Group Holdings Bhd,7.173.142,Maleisië,Financial,Aandelen,7173142
Cimpress PLC,3.266.737,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,3266737
Cincinnati Financial Corp,4.726.046,Verenigde Staten,Financial,Aandelen,4726046
Cinemark USA Inc,6.731.961,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6731961
Cintas Corp,14.242.249,Verenigde Staten,"Consumer, non-cyclical",Aandelen,14242249
Cipla Ltd/India,5.774.705,India,"Consumer, non-cyclical",Aandelen,5774705
Cisco Systems Inc,51.969.037,Verenigde Staten,Communications,Aandelen,51969037
Citigroup Inc,36.471.153,Verenigde Staten,Financial,Aandelen,36471153
Citigroup Inc,9.260.720,Verenigde Staten,Financial,Bedrijfsobligaties,9260720
Citizens Financial Group Inc,4.438.204,Verenigde Staten,Financial,Aandelen,4438204
Citycon Oyj,2.426.147,Finland,Financial,Bedrijfsobligaties,2426147
Citycon Treasury BV,1.400.378,Finland,Financial,Bedrijfsobligaties,1400378
CK Hutchison Holdings Ltd,4.240.935,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,4240935
Clarivate Science Holdings Corp,18.241.626,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,18241626
Clean Harbors Inc,7.064.360,Verenigde Staten,Industrial,Bedrijfsobligaties,7064360
Clear Channel Outdoor Holdings Inc,3.166.262,Verenigde Staten,Communications,Bedrijfsobligaties,3166262
Clearway Energy Operating LLC,11.139.037,Verenigde Staten,Utilities,Bedrijfsobligaties,11139037
Clicks Group Ltd,2.784.321,Zuid-Africa,"Consumer, cyclical",Aandelen,2784321
Clorox Co/The,2.796.549,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2796549
Cloudflare Inc,12.646.748,Verenigde Staten,Technology,Aandelen,12646748
Cloverie PLC for Zurich Insurance Co Ltd,10.639.517,Zwitserland,Financial,Bedrijfsobligaties,10639517
Clue Opco LLC,2.983.869,Verenigde Staten,Diversified,Bedrijfsobligaties,2983869
CMA CGM SA,3.308.859,Frankrijk,Industrial,Bedrijfsobligaties,3308859
CME Group Inc,18.587.002,Verenigde Staten,Financial,Aandelen,18587002
CMOC Group Ltd,5.774.509,China,Basic materials,Aandelen,5774509
CMS Energy Corp,4.112.598,Verenigde Staten,Utilities,Aandelen,4112598
CNH Industrial Finance Europe SA,6.518.596,Verenigde Staten,Industrial,Bedrijfsobligaties,6518596
CNH Industrial NV,7.003.892,Verenigde Staten,Industrial,Bedrijfsobligaties,7003892
CNH Industrial NV,1.775.688,Verenigde Staten,Industrial,Aandelen,1775688
Coca-Cola Co/The,51.767.699,Verenigde Staten,"Consumer, non-cyclical",Aandelen,51767699
Coca-Cola Co/The,66.725.747,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,66725747
Coca-Cola Europecific Partners PLC,57.778.291,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,57778291
Coca-Cola Europecific Partners PLC,2.326.422,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,2326422
Coca-Cola Femsa SAB de CV,2.508.935,Mexico,"Consumer, non-cyclical",Aandelen,2508935
Coca-Cola HBC AG,1.148.877,Italië,"Consumer, non-cyclical",Aandelen,1148877
Coca-Cola HBC Finance BV,25.080.698,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,25080698
Cochlear Ltd,2.912.598,Australië,"Consumer, non-cyclical",Aandelen,2912598
Coentreprise de Transport d'Electricite SA,9.381.969,Frankrijk,Utilities,Bedrijfsobligaties,9381969
Cofinimmo SA,4.439.473,België,Financial,Bedrijfsobligaties,4439473
Cofiroute SA,4.010.125,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4010125
Cogent Communications Group Inc / Cogent Communications Finance Inc,3.197.108,Verenigde Staten,Communications,Bedrijfsobligaties,3197108
Cognizant Technology Solutions Corp,6.340.598,Verenigde Staten,Technology,Aandelen,6340598
Coherent Corp,7.309.558,Verenigde Staten,Industrial,Aandelen,7309558
Coherent Corp,4.429.016,Verenigde Staten,Industrial,Bedrijfsobligaties,4429016
Coles Group Ltd,4.928.779,Australië,"Consumer, non-cyclical",Aandelen,4928779
Colgate-Palmolive Co,23.555.154,Verenigde Staten,"Consumer, non-cyclical",Aandelen,23555154
Colgate-Palmolive Co,17.193.582,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17193582
Colgate-Palmolive India Ltd,2.025.017,India,"Consumer, non-cyclical",Aandelen,2025017
Colonial SFL Socimi SA,5.667.340,Spanje,Financial,Bedrijfsobligaties,5667340
Coloplast A/S,1.238.682,Denemarken,"Consumer, non-cyclical",Aandelen,1238682
Coloplast Finance BV,9.606.858,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,9606858
Comcast Corp,22.622.881,Verenigde Staten,Communications,Aandelen,22622881
Comcast Corp,46.873.804,Verenigde Staten,Communications,Bedrijfsobligaties,46873804
Commerce Bancshares Inc/MO,6.589.061,Verenigde Staten,Financial,Aandelen,6589061
Commercial International Bank Egypt SAE,3.005.978,Egypte,Financial,Aandelen,3005978
Commercial Metals Co,2.712.048,Verenigde Staten,Basic materials,Bedrijfsobligaties,2712048
Commerzbank AG,12.770.857,Duitsland,Financial,Aandelen,12770857
Commerzbank AG,18.300.665,Duitsland,Financial,Bedrijfsobligaties,18300665
Commonwealth Bank of Australia,44.284.158,Australië,Financial,Aandelen,44284158
Compal Electronics Inc,2.359.545,Taiwan,Technology,Aandelen,2359545
Compass Group Finance Netherlands BV,5.421.844,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,5421844
Compass Group PLC,7.284.174,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,7284174
Compass Group PLC,13.180.123,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,13180123
Compass Minerals International Inc,6.143.769,Verenigde Staten,Basic materials,Bedrijfsobligaties,6143769
Computershare Ltd,3.043.963,Australië,Financial,Aandelen,3043963
Computershare US Inc,11.878.383,Australië,Financial,Bedrijfsobligaties,11878383
Concentra Health Services Inc,5.913.066,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5913066
Connect Finco SARL / Connect US Finco LLC,673.503,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,673503
Consolidated Edison Inc,7.188.420,Verenigde Staten,Utilities,Aandelen,7188420
Constellation Brands Inc,4.178.552,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4178552
Constellation Software Inc/Canada,10.553.572,Canada,Technology,Aandelen,10553572
Constellium SE,14.000.945,Verenigde Staten,Basic materials,Bedrijfsobligaties,14000945
Contact Energy Ltd,1.072.920,Nieuw-Zeeland,Utilities,Aandelen,1072920
Contemporary Amperex Technology Co Ltd,9.454.809,China,"Consumer, cyclical",Aandelen,9454809
Continental AG,817.949,Duitsland,"Consumer, cyclical",Aandelen,817949
ContourGlobal Power Holdings SA,3.186.331,Spanje,Utilities,Bedrijfsobligaties,3186331
Cooper Cos Inc/The,2.561.693,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2561693
Cooperatieve Rabobank UA,15.558.151,Nederland,Financial,Bedrijfsobligaties,15558151
Copart Inc,7.875.032,Verenigde Staten,"Consumer, cyclical",Aandelen,7875032
Corebridge Financial Inc,1.309.277,Verenigde Staten,Financial,Aandelen,1309277
CoreWeave Inc,8.570.746,Verenigde Staten,Technology,Bedrijfsobligaties,8570746
Corning Inc,6.283.922,Verenigde Staten,Communications,Bedrijfsobligaties,6283922
Corpay Inc,3.606.756,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3606756
Costco Wholesale Corp,89.896.398,Verenigde Staten,"Consumer, cyclical",Aandelen,89896398
Coty Inc,14.170.235,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,14170235
Coty Inc/HFC Prestige Products Inc/HFC Prestige International US LLC,2.599.169,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2599169
Covestro AG,1.403.106,Duitsland,Basic materials,Aandelen,1403106
Coway Co Ltd,2.660.291,Zuid-Korea,"Consumer, cyclical",Aandelen,2660291
CP ALL PCL,5.475.853,Thailand,"Consumer, cyclical",Aandelen,5475853
CPFL Energia SA,1.154.759,Brazilië,Utilities,Aandelen,1154759
Credicorp Ltd,9.926.465,Peru,Financial,Aandelen,9926465
Credit Agricole SA,2.326.989,Frankrijk,Financial,Aandelen,2326989
Credit Agricole SA,34.784.537,Frankrijk,Financial,Bedrijfsobligaties,34784537
Credit Mutuel Arkea SA,15.077.569,Frankrijk,Financial,Bedrijfsobligaties,15077569
Crelan SA,12.197.867,België,Financial,Bedrijfsobligaties,12197867
CRH Funding BV,1.090.534,Verenigde Staten,Industrial,Bedrijfsobligaties,1090534
CRH PLC,20.475.042,Verenigde Staten,Industrial,Aandelen,20475042
CRH SMW Finance DAC,37.442.089,Verenigde Staten,Industrial,Bedrijfsobligaties,37442089
Croda International PLC,9.934.443,Verenigd Koninkrijk,Basic materials,Aandelen,9934443
Crowdstrike Holdings Inc,24.796.952,Verenigde Staten,Technology,Aandelen,24796952
Crown Americas LLC,11.200.512,Verenigde Staten,Industrial,Bedrijfsobligaties,11200512
Crown European Holdings SA,37.194.706,Verenigde Staten,Industrial,Bedrijfsobligaties,37194706
Crown Holdings Inc,2.126.295,Verenigde Staten,Industrial,Aandelen,2126295
CSL Ltd,15.234.106,Verenigde Staten,"Consumer, non-cyclical",Aandelen,15234106
CSPC Innovation Pharmaceutical Co Ltd,433.718,China,"Consumer, non-cyclical",Aandelen,433718
CSPC Pharmaceutical Group Ltd,6.194.736,China,"Consumer, non-cyclical",Aandelen,6194736
CTBC Financial Holding Co Ltd,13.592.959,Taiwan,Financial,Aandelen,13592959
CTR Partnership LP / CareTrust Capital Corp,418.441,Verenigde Staten,Financial,Bedrijfsobligaties,418441
CTS Eventim AG & Co KGaA,681.962,Duitsland,"Consumer, cyclical",Aandelen,681962
Cummins Inc,11.100.243,Verenigde Staten,"Consumer, cyclical",Aandelen,11100243
Cummins India Ltd,3.789.398,India,Industrial,Aandelen,3789398
CVS Health Corp,18.168.541,Verenigde Staten,"Consumer, non-cyclical",Aandelen,18168541
D'ieteren Group,442.258,België,"Consumer, cyclical",Aandelen,442258
Dabur India Ltd,1.721.435,India,"Consumer, non-cyclical",Aandelen,1721435
Dai Nippon Printing Co Ltd,1.617.760,Japan,"Consumer, non-cyclical",Aandelen,1617760
Dai-ichi Life Holdings Inc,6.614.482,Japan,Financial,Aandelen,6614482
Daifuku Co Ltd,2.465.388,Japan,Industrial,Aandelen,2465388
Daiichi Sankyo Co Ltd,9.255.566,Japan,"Consumer, non-cyclical",Aandelen,9255566
Daimler International Finance BV,35.095.381,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,35095381
Daimler Truck Holding AG,2.186.474,Duitsland,"Consumer, cyclical",Aandelen,2186474
Daimler Truck International Finance BV,27.182.638,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,27182638
Daiwa Securities Group Inc,2.596.537,Japan,Financial,Aandelen,2596537
Dallah Healthcare Co,636.042,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,636042
Dana Financing Luxembourg Sarl,2.362.998,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2362998
Danaher Corp,55.251.434,Verenigde Staten,"Consumer, non-cyclical",Aandelen,55251434
Danaher Corp,5.591.898,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5591898
Danone SA,44.736.379,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,44736379
Danone SA,29.935.796,Frankrijk,"Consumer, non-cyclical",Aandelen,29935796
Danske Bank A/S,3.333.596,Denemarken,Financial,Aandelen,3333596
Danske Bank A/S,26.971.380,Denemarken,Financial,Bedrijfsobligaties,26971380
Darling Global Finance BV,9.490.917,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9490917
Darling Ingredients Inc,10.397.060,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10397060
Dassault Systemes SE,14.637.095,Frankrijk,Technology,Bedrijfsobligaties,14637095
Dassault Systemes SE,22.765.492,Frankrijk,Technology,Aandelen,22765492
Datadog Inc,7.737.955,Verenigde Staten,Technology,Aandelen,7737955
DaVita Inc,1.088.403,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1088403
DaVita Inc,12.113.649,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,12113649
DB Insurance Co Ltd,2.744.236,Zuid-Korea,Financial,Aandelen,2744236
DBS Bank Ltd,2.412.496,Singapore,Financial,Bedrijfsobligaties,2412496
DBS Group Holdings Ltd,20.158.462,Singapore,Financial,Aandelen,20158462
DCC PLC,720.830,Verenigd Koninkrijk,Energy,Aandelen,720830
Deere & Co,47.587.340,Verenigde Staten,Industrial,Aandelen,47587340
Delivery Hero SE,612.276,Zuid-Korea,Communications,Aandelen,612276
Dell Bank International DAC,4.925.029,Ierland,Technology,Bedrijfsobligaties,4925029
Dell Technologies Inc,8.740.151,Verenigde Staten,Technology,Aandelen,8740151
Delta Air Lines Inc,1.731.913,Verenigde Staten,"Consumer, cyclical",Aandelen,1731913
Delta Air Lines Inc,1.301.904,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1301904
Delta Electronics Inc,30.834.156,Taiwan,Industrial,Aandelen,30834156
Delta Electronics Thailand PCL,8.699.403,Thailand,Industrial,Aandelen,8699403
Demant A/S,325.526,Denemarken,"Consumer, non-cyclical",Aandelen,325526
Denso Corp,6.527.228,Japan,"Consumer, cyclical",Aandelen,6527228
Derichebourg SA,510.770,Frankrijk,Industrial,Bedrijfsobligaties,510770
