Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Hannover Rueck SE,2.052.287,Duitsland,Financial,Aandelen,2052287
Hansoh Pharmaceutical Group Co Ltd,3.392.212,China,"Consumer, non-cyclical",Aandelen,3392212
Hartford Insurance Group Inc/The,7.541.133,Verenigde Staten,Financial,Aandelen,7541133
Havells India Ltd,2.498.870,India,Industrial,Aandelen,2498870
Hawaiian Electric Co Inc,2.280.060,Verenigde Staten,Utilities,Bedrijfsobligaties,2280060
HCA Healthcare Inc,34.736.932,Verenigde Staten,"Consumer, non-cyclical",Aandelen,34736932
HCL Technologies Ltd,8.270.534,India,Technology,Aandelen,8270534
HD Hyundai Electric Co Ltd,6.089.066,Zuid-Korea,Industrial,Aandelen,6089066
HD Korea Shipbuilding & Offshore Engineering Co Ltd,7.857.841,Zuid-Korea,Industrial,Aandelen,7857841
HDFC Asset Management Co Ltd,3.297.011,India,Financial,Aandelen,3297011
HDFC Bank Ltd,69.242.699,India,Financial,Aandelen,69242699
HDFC Life Insurance Co Ltd,4.561.440,India,Financial,Aandelen,4561440
HealthEquity Inc,1.393.022,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1393022
Heathrow Funding Ltd,42.439.694,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,42439694
HEICO Corp,6.458.311,Verenigde Staten,Industrial,Aandelen,6458311
Heidelberg Materials AG,3.422.424,Duitsland,Industrial,Aandelen,3422424
Heidelberg Materials AG,12.361.897,Duitsland,Industrial,Bedrijfsobligaties,12361897
Heidelberg Materials Finance Luxembourg SA,15.030.787,Duitsland,Industrial,Bedrijfsobligaties,15030787
Heimstaden AB,4.136.903,Zweden,Financial,Bedrijfsobligaties,4136903
Heimstaden Bostad AB,3.971.605,Zweden,Financial,Bedrijfsobligaties,3971605
Heineken Holding NV,996.851,Nederland,"Consumer, non-cyclical",Aandelen,996851
Heineken NV,38.302.428,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,38302428
Heineken NV,2.520.705,Nederland,"Consumer, non-cyclical",Aandelen,2520705
Hellenic Telecommunications Organization SA,2.087.476,Griekenland,Communications,Aandelen,2087476
Helvetia Holding AG,1.025.723,Zwitserland,Financial,Aandelen,1025723
Henan Shuanghui Investment & Development Co Ltd,480.357,China,"Consumer, non-cyclical",Aandelen,480357
Hengan International Group Co Ltd,1.219.711,China,"Consumer, non-cyclical",Aandelen,1219711
Henkel AG & Co KGaA,10.472.137,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,10472137
Henkel AG & Co KGaA,2.405.228,Duitsland,"Consumer, non-cyclical",Aandelen,2405228
Hera SpA,3.959.720,Italië,Utilities,Bedrijfsobligaties,3959720
Herc Holdings Inc,7.271.930,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7271930
Hero MotoCorp Ltd,4.807.639,India,"Consumer, cyclical",Aandelen,4807639
Hershey Co/The,5.275.765,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5275765
Hewlett Packard Enterprise Co,6.046.087,Verenigde Staten,Technology,Aandelen,6046087
Hexagon AB,17.001.358,Zweden,Industrial,Aandelen,17001358
Highland Holdings Sarl,47.868.267,Verenigde Staten,Industrial,Bedrijfsobligaties,47868267
Hikari Tsushin Inc,1.165.632,Japan,Utilities,Aandelen,1165632
Hillenbrand Inc,2.988.823,Verenigde Staten,Industrial,Bedrijfsobligaties,2988823
Hilton Domestic Operating Co Inc,29.458.161,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,29458161
Hilton Grand Vacations Borrower LLC/Hilton Grand Vacations Borrower Inc,6.527.365,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6527365
Hilton Worldwide Finance LLC / Hilton Worldwide Finance Corp,3.048.899,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3048899
Hilton Worldwide Holdings Inc,18.484.934,Verenigde Staten,"Consumer, cyclical",Aandelen,18484934
Hindustan Unilever Ltd,14.746.241,India,"Consumer, non-cyclical",Aandelen,14746241
Hitachi Ltd,29.135.872,Japan,Industrial,Aandelen,29135872
HKT Trust & HKT Ltd,1.377.309,Hongkong,Communications,Aandelen,1377309
HLB Inc,2.003.271,Zuid-Korea,Industrial,Aandelen,2003271
Holcim AG,4.988.714,Verenigde Staten,Industrial,Aandelen,4988714
Holcim Finance Luxembourg SA,31.862.453,Zwitserland,Industrial,Bedrijfsobligaties,31862453
Holding d'Infrastructures des Metiers de l'Environnement,5.443.426,Frankrijk,Utilities,Bedrijfsobligaties,5443426
Holmen AB,323.183,Zweden,Basic materials,Aandelen,323183
Hologic Inc,9.386.721,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9386721
Hologic Inc,2.888.342,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2888342
Home Depot Inc/The,114.201.853,Verenigde Staten,"Consumer, cyclical",Aandelen,114201853
Hon Hai Precision Industry Co Ltd,49.766.375,Taiwan,Industrial,Aandelen,49766375
Honda Motor Co Ltd,10.498.998,Japan,"Consumer, cyclical",Aandelen,10498998
Hong Kong Exchanges & Clearing Ltd,15.853.402,Hongkong,Financial,Aandelen,15853402
Hong Leong Bank Bhd,1.698.467,Maleisië,Financial,Aandelen,1698467
Howard Hughes Corp/The,6.986.152,Verenigde Staten,Financial,Bedrijfsobligaties,6986152
Howmet Aerospace Inc,14.408.125,Verenigde Staten,Industrial,Aandelen,14408125
Hoya Corp,11.504.141,Japan,Industrial,Aandelen,11504141
HP Inc,4.899.337,Verenigde Staten,Technology,Aandelen,4899337
HSBC Holdings PLC,28.134.542,Verenigd Koninkrijk,Financial,Aandelen,28134542
HT Troplast GmbH,1.276.781,Duitsland,Industrial,Bedrijfsobligaties,1276781
Hua Nan Financial Holdings Co Ltd,4.817.903,Taiwan,Financial,Aandelen,4817903
Hubbell Inc,4.394.289,Verenigde Staten,Industrial,Aandelen,4394289
HubSpot Inc,4.335.212,Verenigde Staten,Technology,Aandelen,4335212
Huhtamaki OYJ,1.861.686,Finland,Industrial,Bedrijfsobligaties,1861686
Humana Inc,6.004.945,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6004945
Hundsun Technologies Inc,314.273,China,Technology,Aandelen,314273
Huntington Bancshares Inc/OH,4.724.999,Verenigde Staten,Financial,Aandelen,4724999
HYBE Co Ltd,2.690.360,Zuid-Korea,"Consumer, cyclical",Aandelen,2690360
Hyundai Glovis Co Ltd,2.934.208,Zuid-Korea,Industrial,Aandelen,2934208
Hyundai Rotem Co Ltd,7.618.581,Zuid-Korea,Industrial,Aandelen,7618581
iA Financial Corp Inc,2.060.697,Canada,Financial,Aandelen,2060697
Iberdrola Finanzas SA,8.083.483,Spanje,Utilities,Bedrijfsobligaties,8083483
Iberdrola SA,45.875.817,Spanje,Utilities,Aandelen,45875817
ICADE,2.747.745,Frankrijk,Financial,Bedrijfsobligaties,2747745
ICG PLC,16.190.345,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,16190345
ICICI Bank Ltd,45.568.798,India,Financial,Aandelen,45568798
ICICI Lombard General Insurance Co Ltd,2.856.415,India,Financial,Aandelen,2856415
ICICI Prudential Life Insurance Co Ltd,1.279.985,India,Financial,Aandelen,1279985
IDEX Corp,2.246.919,Verenigde Staten,Industrial,Aandelen,2246919
IDEXX Laboratories Inc,9.878.599,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9878599
IDFC First Bank Ltd,1.513.240,India,Financial,Aandelen,1513240
IDS Financing PLC,5.478.495,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,5478495
Iglo Foods BondCo Plc,12.051.766,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,12051766
IGM Financial Inc,554.474,Canada,Financial,Aandelen,554474
IHG Finance LLC,16.939.230,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,16939230
IHH Healthcare Bhd,2.252.808,Maleisië,"Consumer, non-cyclical",Aandelen,2252808
IHI Corp,4.587.014,Japan,Industrial,Aandelen,4587014
IHO Verwaltungs GmbH,3.533.512,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3533512
iliad SA,55.434.055,Frankrijk,Communications,Bedrijfsobligaties,55434055
Illinois Tool Works Inc,26.908.918,Verenigde Staten,Industrial,Bedrijfsobligaties,26908918
Illinois Tool Works Inc,13.874.873,Verenigde Staten,Industrial,Aandelen,13874873
Illumina Inc,2.758.980,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2758980
IMCD NV,13.596.513,Nederland,"Consumer, cyclical",Bedrijfsobligaties,13596513
IMCD NV,682.264,Nederland,"Consumer, cyclical",Aandelen,682264
Imeik Technology Development Co Ltd,243.104,China,"Consumer, non-cyclical",Aandelen,243104
Imerys SA,4.069.174,Frankrijk,Industrial,Bedrijfsobligaties,4069174
Impala Platinum Holdings Ltd,7.470.458,Zuid-Africa,Basic materials,Aandelen,7470458
In'li SA,10.047.543,Frankrijk,Financial,Bedrijfsobligaties,10047543
Indian Hotels Co Ltd/The,4.318.694,India,"Consumer, cyclical",Aandelen,4318694
IndusInd Bank Ltd,1.516.769,India,Financial,Aandelen,1516769
Industria de Diseno Textil SA,6.816.615,Spanje,"Consumer, cyclical",Aandelen,6816615
Indutrade AB,711.900,Zweden,Industrial,Aandelen,711900
INEOS Quattro Finance 2 Plc,3.895.724,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,3895724
Infineon Technologies AG,26.819.747,Duitsland,Technology,Bedrijfsobligaties,26819747
Infineon Technologies AG,5.761.561,Duitsland,Technology,Aandelen,5761561
Info Edge India Ltd,3.203.196,India,Communications,Aandelen,3203196
Informa PLC,1.832.519,Verenigd Koninkrijk,Communications,Aandelen,1832519
Informa PLC,36.120.308,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,36120308
Infosys Ltd,30.561.708,India,Technology,Aandelen,30561708
Infrastrutture Wireless Italiane SpA,14.679.439,Italië,Industrial,Bedrijfsobligaties,14679439
Infrastrutture Wireless Italiane SpA,375.505,Italië,Industrial,Aandelen,375505
ING Groep NV,38.709.852,Nederland,Financial,Bedrijfsobligaties,38709852
ING Groep NV,9.236.114,Nederland,Financial,Aandelen,9236114
Ingersoll Rand Inc,6.228.985,Verenigde Staten,Industrial,Aandelen,6228985
Ingevity Corp,7.025.129,Verenigde Staten,Basic materials,Bedrijfsobligaties,7025129
Inner Mongolia Yili Industrial Group Co Ltd,983.028,China,"Consumer, non-cyclical",Aandelen,983028
InPost SA,308.453,Polen,Industrial,Aandelen,308453
Insight Enterprises Inc,9.697.072,Verenigde Staten,Technology,Bedrijfsobligaties,9697072
Installed Building Products Inc,3.602.180,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3602180
Insulet Corp,4.143.025,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4143025
Insulet Corp,5.190.546,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5190546
Insurance Australia Group Ltd,3.076.298,Australië,Financial,Aandelen,3076298
Intact Financial Corp,6.871.354,Canada,Financial,Aandelen,6871354
Intel Corp,27.929.247,Verenigde Staten,Technology,Aandelen,27929247
Interactive Brokers Group Inc,5.611.324,Verenigde Staten,Financial,Aandelen,5611324
Intercontinental Exchange Inc,61.640.308,Verenigde Staten,Financial,Aandelen,61640308
Interface Inc,2.595.312,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2595312
InterGlobe Aviation Ltd,7.486.982,India,"Consumer, cyclical",Aandelen,7486982
International Business Machines Corp,63.203.245,Verenigde Staten,Technology,Bedrijfsobligaties,63203245
International Business Machines Corp,49.961.531,Verenigde Staten,Technology,Aandelen,49961531
International Consolidated Airlines Group SA,734.090,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,734090
International Flavors & Fragrances Inc,8.926.463,Verenigde Staten,Basic materials,Bedrijfsobligaties,8926463
International Flavors & Fragrances Inc,8.926.463,Verenigde Staten,Basic materials,Bedrijfsobligaties,8926463
International Games System Co Ltd,3.823.839,Taiwan,Technology,Aandelen,3823839
International Paper Co,4.353.386,Verenigde Staten,Basic materials,Aandelen,4353386
Intertek Group PLC,1.149.987,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,1149987
Intesa Sanpaolo SpA,12.166.788,Italië,Financial,Bedrijfsobligaties,12166788
Intesa Sanpaolo SpA,40.331.958,Italië,Financial,Aandelen,40331958
Intuit Inc,59.054.570,Verenigde Staten,Technology,Aandelen,59054570
Intuitive Surgical Inc,30.593.577,Verenigde Staten,"Consumer, non-cyclical",Aandelen,30593577
Inventec Corp,2.382.570,Taiwan,Technology,Aandelen,2382570
Investment AB Latour,388.759,Zweden,Financial,Aandelen,388759
Investor AB,26.757.349,Zweden,Financial,Bedrijfsobligaties,26757349
IOI Corp Bhd,1.533.926,Maleisië,"Consumer, non-cyclical",Aandelen,1533926
IPD 3 BV,1.450.823,Frankrijk,Technology,Bedrijfsobligaties,1450823
Ipsen SA,558.798,Frankrijk,"Consumer, non-cyclical",Aandelen,558798
IQVIA Holdings Inc,6.319.748,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6319748
IQVIA Inc,58.770.608,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,58770608
Iren SpA,15.545.771,Italië,Utilities,Bedrijfsobligaties,15545771
Iron Mountain Inc,26.091.784,Verenigde Staten,Financial,Bedrijfsobligaties,26091784
Iron Mountain Information Management Services Inc,3.527.887,Verenigde Staten,Financial,Bedrijfsobligaties,3527887
Isoftstone Information Technology Group Co Ltd,263.745,China,Communications,Aandelen,263745
ISS Global A/S,8.301.381,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,8301381
Italgas SpA,22.395.636,Italië,Utilities,Bedrijfsobligaties,22395636
Italmatch Chemicals SpA,1.616.056,Italië,Basic materials,Bedrijfsobligaties,1616056
Itau Unibanco Holding SA,22.525.931,Brazilië,Financial,Aandelen,22525931
Itausa SA,6.976.919,Brazilië,Financial,Aandelen,6976919
IWG US Finance LLC,4.324.888,Verenigde Staten,Financial,Bedrijfsobligaties,4324888
J M Smucker Co/The,2.114.419,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2114419
J Sainsbury PLC,880.917,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,880917
JAB Holdings BV,6.400.003,Oostenrijk,Financial,Bedrijfsobligaties,6400003
Jabil Inc,4.362.992,Verenigde Staten,Industrial,Aandelen,4362992
Jack Henry & Associates Inc,1.990.719,Verenigde Staten,Technology,Aandelen,1990719
Jacobs Solutions Inc,16.790.187,Verenigde Staten,Industrial,Aandelen,16790187
James Hardie International Finance DAC,4.706.883,Verenigde Staten,Industrial,Bedrijfsobligaties,4706883
Japan Airlines Co Ltd,723.704,Japan,"Consumer, cyclical",Aandelen,723704
Japan Exchange Group Inc,2.701.634,Japan,Financial,Aandelen,2701634
Japan Post Bank Co Ltd,5.283.625,Japan,Financial,Aandelen,5283625
Japan Post Holdings Co Ltd,4.237.276,Japan,Financial,Aandelen,4237276
Japan Post Insurance Co Ltd,1.321.715,Japan,Financial,Aandelen,1321715
Jarir Marketing Co,1.512.200,Saoedi-Arabië,"Consumer, cyclical",Aandelen,1512200
Jazz Securities DAC,12.474.747,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,12474747
JCDecaux SE,10.953.545,Frankrijk,Communications,Bedrijfsobligaties,10953545
JD Health International Inc,5.755.283,China,"Consumer, cyclical",Aandelen,5755283
JD Logistics Inc,1.918.143,China,Industrial,Aandelen,1918143
JD Sports Fashion PLC,362.735,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,362735
JD.com Inc,27.630.220,China,Communications,Aandelen,27630220
JDE Peet's NV,22.548.179,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,22548179
JELD-WEN Inc,1.495.647,Verenigde Staten,Industrial,Bedrijfsobligaties,1495647
Jeronimo Martins SGPS SA,784.199,Portugal,"Consumer, non-cyclical",Aandelen,784199
JFE Holdings Inc,1.720.929,Japan,Basic materials,Aandelen,1720929
JH North America Holdings Inc,2.650.648,Verenigde Staten,Industrial,Bedrijfsobligaties,2650648
Jiangsu Hengrui Pharmaceuticals Co Ltd,2.153.134,China,"Consumer, non-cyclical",Aandelen,2153134
Jio Financial Services Ltd,5.407.481,India,Financial,Aandelen,5407481
John Deere Bank SA,31.865.119,Verenigde Staten,Industrial,Bedrijfsobligaties,31865119
John Deere Capital Corp,12.507.642,Verenigde Staten,Industrial,Bedrijfsobligaties,12507642
Johnson & Johnson,31.600.199,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,31600199
Johnson & Johnson,85.310.243,Verenigde Staten,"Consumer, non-cyclical",Aandelen,85310243
Johnson Controls International plc / Tyco Fire & Security Finance SCA,9.285.104,Verenigde Staten,Industrial,Bedrijfsobligaties,9285104
Jollibee Foods Corp,864.011,Filipijnen,"Consumer, cyclical",Aandelen,864011
JPMorgan Chase & Co,218.016.357,Verenigde Staten,Financial,Aandelen,218016357
JPMorgan Chase & Co,51.331.843,Verenigde Staten,Financial,Bedrijfsobligaties,51331843
Julius Baer Group Ltd,1.591.803,Zwitserland,Financial,Aandelen,1591803
JUMBO SA,2.231.444,Griekenland,"Consumer, cyclical",Aandelen,2231444
Jyske Bank A/S,19.757.446,Denemarken,Financial,Bedrijfsobligaties,19757446
Kaiser Aluminum Corp,3.365.178,Verenigde Staten,Basic materials,Bedrijfsobligaties,3365178
Kajima Corp,2.927.410,Japan,Industrial,Aandelen,2927410
Kakao Corp,8.389.200,Zuid-Korea,Communications,Aandelen,8389200
KakaoBank Corp,1.628.172,Zuid-Korea,Financial,Aandelen,1628172
Kalbe Farma Tbk PT,1.104.783,Indonesië,"Consumer, non-cyclical",Aandelen,1104783
Kanzhun Ltd,4.089.491,China,Communications,Aandelen,4089491
Kao Corp,4.851.357,Japan,"Consumer, non-cyclical",Aandelen,4851357
Kapla Holding SAS,2.923.510,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,2923510
Kasikornbank PCL,2.099.233,Thailand,Financial,Aandelen,2099233
KB Financial Group Inc,17.629.232,Zuid-Korea,Financial,Aandelen,17629232
KBC Group NV,28.818.736,België,Financial,Bedrijfsobligaties,28818736
KBC Group NV,36.230.433,België,Financial,Aandelen,36230433
KBC IFIMA SA,13.833.139,België,Financial,Bedrijfsobligaties,13833139
KDDI Corp,11.688.923,Japan,Communications,Aandelen,11688923
KE Holdings Inc,8.402.576,China,Financial,Aandelen,8402576
Kellanova,4.247.938,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4247938
Kennedy-Wilson Inc,9.281.909,Verenigde Staten,Financial,Bedrijfsobligaties,9281909
Keppel Ltd,2.436.689,Singapore,Industrial,Aandelen,2436689
Kerry Group Financial Services,23.576.193,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,23576193
Kerry Group PLC,15.437.188,Ierland,"Consumer, non-cyclical",Aandelen,15437188
Kesko OYJ,659.510,Finland,"Consumer, non-cyclical",Aandelen,659510
Keurig Dr Pepper Inc,6.274.157,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6274157
KeyCorp,3.591.916,Verenigde Staten,Financial,Aandelen,3591916
Keyence Corp,17.425.608,Japan,Industrial,Aandelen,17425608
Keysight Technologies Inc,5.767.298,Verenigde Staten,Industrial,Aandelen,5767298
KFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC,7.752.796,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7752796
KGI Financial Holding Co Ltd,4.272.022,Taiwan,Financial,Aandelen,4272022
Kimberly-Clark de Mexico SAB de CV,1.929.036,Mexico,"Consumer, non-cyclical",Aandelen,1929036
Kingdee International Software Group Co Ltd,4.053.249,China,Technology,Aandelen,4053249
Kingfisher PLC,836.755,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,836755
Kingsoft Corp Ltd,2.504.667,China,Technology,Aandelen,2504667
Kingspan Group PLC,11.500.186,Ierland,Industrial,Aandelen,11500186
Kingspan Securities Ireland DAC,7.830.399,Ierland,Industrial,Bedrijfsobligaties,7830399
Kirin Holdings Co Ltd,2.702.975,Japan,"Consumer, non-cyclical",Aandelen,2702975
KLA Corp,27.381.753,Verenigde Staten,Technology,Aandelen,27381753
Kleopatra Finco Sarl,710.882,Luxemburg,Industrial,Bedrijfsobligaties,710882
Klepierre SA,3.197.182,Frankrijk,Financial,Bedrijfsobligaties,3197182
Knife River Corp,2.760.810,Verenigde Staten,Industrial,Bedrijfsobligaties,2760810
Knorr-Bremse AG,3.513.972,Duitsland,Industrial,Bedrijfsobligaties,3513972
Kojamo Oyj,14.335.499,Finland,Financial,Bedrijfsobligaties,14335499
Komatsu Ltd,7.529.031,Japan,Industrial,Aandelen,7529031
Komercni banka as,2.298.369,Tsjechië,Financial,Aandelen,2298369
Konami Group Corp,3.494.153,Japan,Technology,Aandelen,3494153
Kone OYJ,21.451.068,Finland,Industrial,Aandelen,21451068
Koninklijke Ahold Delhaize NV,4.204.933,Nederland,"Consumer, non-cyclical",Aandelen,4204933
Koninklijke Ahold Delhaize NV,46.718.471,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,46718471
Koninklijke KPN NV,29.877.700,Nederland,Communications,Bedrijfsobligaties,29877700
Koninklijke KPN NV,2.103.652,Nederland,Communications,Aandelen,2103652
Korea Zinc Co Ltd,1.983.806,Zuid-Korea,Basic materials,Aandelen,1983806
Korean Air Lines Co Ltd,1.825.924,Zuid-Korea,"Consumer, cyclical",Aandelen,1825924
Korn Ferry,9.723.671,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9723671
Kotak Mahindra Bank Ltd,13.919.015,India,Financial,Aandelen,13919015
Kraft Heinz Co/The,4.364.969,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4364969
Kraft Heinz Foods Co,24.551.939,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,24551939
Krafton Inc,3.598.712,Zuid-Korea,Technology,Aandelen,3598712
Kroger Co/The,8.075.202,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8075202
Kronos International Inc,3.568.452,Verenigde Staten,Basic materials,Bedrijfsobligaties,3568452
Krung Thai Bank PCL,1.249.300,Thailand,Financial,Aandelen,1249300
Kuang-Chi Technologies Co Ltd,328.299,China,Industrial,Aandelen,328299
Kubota Corp,2.939.490,Japan,Industrial,Aandelen,2939490
Kuehne + Nagel International AG,1.006.789,Zwitserland,Industrial,Aandelen,1006789
Kyocera Corp,4.129.651,Japan,Industrial,Aandelen,4129651
L'Oreal SA,47.568.560,Frankrijk,"Consumer, non-cyclical",Aandelen,47568560
L'Oreal SA,15.876.836,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,15876836
La Banque Postale SA,10.229.977,Frankrijk,Financial,Bedrijfsobligaties,10229977
La Poste SA,28.689.600,Frankrijk,Industrial,Bedrijfsobligaties,28689600
Labcorp Holdings Inc,16.126.176,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16126176
Lam Research Corp,32.820.087,Verenigde Staten,Technology,Aandelen,32820087
Lamar Media Corp,9.328.770,Verenigde Staten,Communications,Bedrijfsobligaties,9328770
Lamb Weston Holdings Inc,4.281.754,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4281754
Lansforsakringar Bank AB,29.756.098,Zweden,Financial,Bedrijfsobligaties,29756098
LANXESS AG,12.155.973,Duitsland,Basic materials,Bedrijfsobligaties,12155973
Largan Precision Co Ltd,4.462.235,Taiwan,Industrial,Aandelen,4462235
Lasertec Corp,2.667.863,Japan,Technology,Aandelen,2667863
LCM Investments Holdings II LLC,1.754.822,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1754822
LEG Immobilien SE,7.887.670,Duitsland,Financial,Bedrijfsobligaties,7887670
Legal & General Group PLC,2.101.116,Verenigd Koninkrijk,Financial,Aandelen,2101116
Legrand SA,9.896.272,Frankrijk,Industrial,Aandelen,9896272
Legrand SA,16.553.832,Frankrijk,Industrial,Bedrijfsobligaties,16553832
Lennar Corp,5.843.107,Verenigde Staten,"Consumer, cyclical",Aandelen,5843107
Lennox International Inc,3.465.844,Verenigde Staten,Industrial,Aandelen,3465844
Lenovo Group Ltd,6.850.153,China,Technology,Aandelen,6850153
LG Corp,2.811.722,Zuid-Korea,Technology,Aandelen,2811722
LG Electronics Inc,3.357.001,Zuid-Korea,"Consumer, cyclical",Aandelen,3357001
LG Energy Solution Ltd,7.315.152,Zuid-Korea,"Consumer, cyclical",Aandelen,7315152
LG H&H Co Ltd,1.016.953,Zuid-Korea,"Consumer, non-cyclical",Aandelen,1016953
LGI Homes Inc,915.184,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,915184
Li Auto Inc,9.965.861,China,"Consumer, cyclical",Aandelen,9965861
Liberty Media Corp-Liberty Formula One,4.138.442,Verenigde Staten,Communications,Aandelen,4138442
Lifco AB,891.312,Zweden,"Consumer, non-cyclical",Aandelen,891312
Life Time Inc,1.900.168,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1900168
LifePoint Health Inc,2.120.652,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2120652
Linde Inc/CT,12.148.677,Verenigde Staten,Basic materials,Bedrijfsobligaties,12148677
Linde PLC,76.529.979,Verenigde Staten,Basic materials,Aandelen,76529979
Linde PLC,35.437.141,Verenigde Staten,Basic materials,Bedrijfsobligaties,35437141
Lite-On Technology Corp,6.526.856,Taiwan,"Consumer, cyclical",Aandelen,6526856
Lithia Motors Inc,6.738.751,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6738751
Live Nation Entertainment Inc,5.038.561,Verenigde Staten,"Consumer, cyclical",Aandelen,5038561
Live Nation Entertainment Inc,18.069.905,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,18069905
LKQ Dutch Bond BV,24.542.560,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,24542560
Lloyds Banking Group PLC,6.942.824,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,6942824
Lloyds Banking Group PLC,7.663.955,Verenigd Koninkrijk,Financial,Aandelen,7663955
Loarre Investments Sarl,1.852.147,Spanje,"Consumer, cyclical",Bedrijfsobligaties,1852147
Loblaw Cos Ltd,4.421.705,Canada,"Consumer, non-cyclical",Aandelen,4421705
Loews Corp,3.464.694,Verenigde Staten,Financial,Aandelen,3464694
Logitech International SA,1.855.069,Zwitserland,Technology,Aandelen,1855069
London Power Networks PLC,14.125.024,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14125024
London Stock Exchange Group PLC,32.723.276,Verenigd Koninkrijk,Financial,Aandelen,32723276
London Stock Exchange Group PLC,11.163.637,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,11163637
LONGi Green Energy Technology Co Ltd,834.958,China,Energy,Aandelen,834958
Lonza Finance International NV,21.794.713,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,21794713
Lonza Group AG,16.037.911,Zwitserland,"Consumer, non-cyclical",Aandelen,16037911
Lorca Telecom Bondco SA,1.863.953,Spanje,Communications,Bedrijfsobligaties,1863953
Louis Dreyfus Co Finance BV,12.381.685,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,12381685
Lowe's Cos Inc,26.852.313,Verenigde Staten,"Consumer, cyclical",Aandelen,26852313
Loxam SAS,24.589.894,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,24589894
LPL Financial Holdings Inc,4.966.849,Verenigde Staten,Financial,Aandelen,4966849
LPP SA,3.778.425,Polen,"Consumer, cyclical",Aandelen,3778425
LS Electric Co Ltd,1.716.577,Zuid-Korea,Industrial,Aandelen,1716577
