Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
CP ALL PCL,4.696.232,Thailand,"Consumer, cyclical",Aandelen,4696232
CPFL Energia SA,1.169.670,Brazilië,Utilities,Aandelen,1169670
Credicorp Ltd,8.340.608,Peru,Financial,Aandelen,8340608
Credit Agricole SA,2.235.830,Frankrijk,Financial,Aandelen,2235830
Credit Agricole SA,27.824.558,Frankrijk,Financial,Bedrijfsobligaties,27824558
Credit Mutuel Arkea SA,17.274.325,Frankrijk,Financial,Bedrijfsobligaties,17274325
Crelan SA,9.490.972,België,Financial,Bedrijfsobligaties,9490972
CRH America Finance Inc,6.039.102,Verenigde Staten,Industrial,Bedrijfsobligaties,6039102
CRH Funding BV,1.078.057,Verenigde Staten,Industrial,Bedrijfsobligaties,1078057
CRH PLC,14.445.098,Verenigde Staten,Industrial,Aandelen,14445098
CRH SMW Finance DAC,41.421.545,Verenigde Staten,Industrial,Bedrijfsobligaties,41421545
Croda International PLC,11.536.009,Verenigd Koninkrijk,Basic materials,Aandelen,11536009
Crowdstrike Holdings Inc,29.333.323,Verenigde Staten,Technology,Aandelen,29333323
Crown Americas LLC,7.566.754,Verenigde Staten,Industrial,Bedrijfsobligaties,7566754
Crown Castle Inc,12.084.625,Verenigde Staten,Financial,Bedrijfsobligaties,12084625
Crown European Holdings SA,30.263.918,Verenigde Staten,Industrial,Bedrijfsobligaties,30263918
Crown Holdings Inc,2.847.489,Verenigde Staten,Industrial,Aandelen,2847489
CSL Ltd,17.819.911,Verenigde Staten,"Consumer, non-cyclical",Aandelen,17819911
CSPC Innovation Pharmaceutical Co Ltd,485.482,China,"Consumer, non-cyclical",Aandelen,485482
CSPC Pharmaceutical Group Ltd,5.050.495,China,"Consumer, non-cyclical",Aandelen,5050495
CSX Corp,1.063.575,Verenigde Staten,Industrial,Bedrijfsobligaties,1063575
CTBC Financial Holding Co Ltd,14.026.086,Taiwan,Financial,Aandelen,14026086
CTR Partnership LP / CareTrust Capital Corp,407.314,Verenigde Staten,Financial,Bedrijfsobligaties,407314
CTS Eventim AG & Co KGaA,861.856,Duitsland,"Consumer, cyclical",Aandelen,861856
CubeSmart LP,1.110.609,Verenigde Staten,Financial,Bedrijfsobligaties,1110609
Cummins Inc,10.495.289,Verenigde Staten,"Consumer, cyclical",Aandelen,10495289
Cummins Inc,10.495.289,Verenigde Staten,"Consumer, cyclical",Aandelen,10495289
Cummins India Ltd,3.399.895,India,Industrial,Aandelen,3399895
CVS Health Corp,20.075.162,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,20075162
CVS Health Corp,20.220.422,Verenigde Staten,"Consumer, non-cyclical",Aandelen,20220422
D'ieteren Group,506.707,België,"Consumer, cyclical",Aandelen,506707
Dabur India Ltd,1.762.008,India,"Consumer, non-cyclical",Aandelen,1762008
Dai Nippon Printing Co Ltd,1.384.598,Japan,"Consumer, non-cyclical",Aandelen,1384598
Dai-ichi Life Holdings Inc,6.242.847,Japan,Financial,Aandelen,6242847
Daifuku Co Ltd,1.980.012,Japan,Industrial,Aandelen,1980012
Daiichi Sankyo Co Ltd,9.389.078,Japan,"Consumer, non-cyclical",Aandelen,9389078
Daimler International Finance BV,35.220.119,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,35220119
Daimler Truck Holding AG,2.508.014,Duitsland,"Consumer, cyclical",Aandelen,2508014
Daimler Truck International Finance BV,26.685.437,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,26685437
Daiwa Securities Group Inc,2.193.932,Japan,Financial,Aandelen,2193932
Dallah Healthcare Co,551.709,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,551709
Dana Financing Luxembourg Sarl,2.363.082,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2363082
Danaher Corp,5.675.191,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5675191
Danaher Corp,29.529.441,Verenigde Staten,"Consumer, non-cyclical",Aandelen,29529441
Danone SA,27.910.811,Frankrijk,"Consumer, non-cyclical",Aandelen,27910811
Danone SA,31.929.238,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,31929238
Danske Bank A/S,26.737.482,Denemarken,Financial,Bedrijfsobligaties,26737482
Danske Bank A/S,3.151.995,Denemarken,Financial,Aandelen,3151995
Darden Restaurants Inc,1.722.821,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1722821
Darling Global Finance BV,7.475.759,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7475759
Darling Ingredients Inc,10.291.033,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10291033
Dassault Systemes SE,22.610.642,Frankrijk,Technology,Aandelen,22610642
Dassault Systemes SE,14.578.814,Frankrijk,Technology,Bedrijfsobligaties,14578814
Datadog Inc,8.958.805,Verenigde Staten,Technology,Aandelen,8958805
DaVita Inc,11.798.499,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,11798499
DaVita Inc,1.450.409,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1450409
DB Insurance Co Ltd,2.135.958,Zuid-Korea,Financial,Aandelen,2135958
DBS Bank Ltd,827.205,Singapore,Financial,Bedrijfsobligaties,827205
DBS Group Holdings Ltd,17.599.037,Singapore,Financial,Aandelen,17599037
DCC PLC,727.690,Verenigd Koninkrijk,Energy,Aandelen,727690
de Volksbank NV,31.987.749,Nederland,Financial,Bedrijfsobligaties,31987749
Deere & Co,30.457.851,Verenigde Staten,Industrial,Aandelen,30457851
Delivery Hero SE,576.157,Zuid-Korea,Communications,Aandelen,576157
Dell Bank International DAC,4.888.341,Ierland,Technology,Bedrijfsobligaties,4888341
Dell International LLC / EMC Corp,15.089.762,Verenigde Staten,Technology,Bedrijfsobligaties,15089762
Dell Technologies Inc,9.186.566,Verenigde Staten,Technology,Aandelen,9186566
Delta Air Lines Inc,1.863.381,Verenigde Staten,"Consumer, cyclical",Aandelen,1863381
Delta Air Lines Inc,1.336.528,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1336528
Delta Electronics Inc,15.139.477,Taiwan,Industrial,Aandelen,15139477
Delta Electronics Thailand PCL,4.997.101,Thailand,Industrial,Aandelen,4997101
Demant A/S,390.769,Denemarken,"Consumer, non-cyclical",Aandelen,390769
Denso Corp,5.962.276,Japan,"Consumer, cyclical",Aandelen,5962276
Dentsu Group Inc,1.038.588,Japan,Communications,Aandelen,1038588
Derichebourg SA,513.526,Frankrijk,Industrial,Bedrijfsobligaties,513526
Descartes Systems Group Inc/The,1.973.367,Canada,Technology,Aandelen,1973367
Deutsche Bahn Finance GMBH,34.048.121,Duitsland,Industrial,Bedrijfsobligaties,34048121
Deutsche Bank AG,28.039.503,Duitsland,Financial,Bedrijfsobligaties,28039503
Deutsche Bank AG,6.113.466,Duitsland,Financial,Aandelen,6113466
Deutsche Boerse AG,14.650.502,Duitsland,Financial,Aandelen,14650502
Deutsche Boerse AG,56.450.384,Duitsland,Financial,Bedrijfsobligaties,56450384
Deutsche Lufthansa AG,4.054.628,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,4054628
Deutsche Lufthansa AG,576.016,Duitsland,"Consumer, cyclical",Aandelen,576016
Deutsche Post AG,4.944.224,Duitsland,Industrial,Aandelen,4944224
Deutsche Telekom AG,9.499.626,Duitsland,Communications,Bedrijfsobligaties,9499626
Deutsche Telekom AG,51.036.237,Duitsland,Communications,Aandelen,51036237
DexCom Inc,7.911.909,Verenigde Staten,"Consumer, non-cyclical",Aandelen,7911909
DH Europe Finance II Sarl,33.955.072,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,33955072
Diageo Capital BV,6.794.465,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,6794465
Diageo Capital PLC,6.022.123,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,6022123
Diageo Finance PLC,19.021.496,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,19021496
Diageo Investment Corp,353.792,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,353792
Diageo PLC,6.252.759,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,6252759
DiaSorin SpA,268.491,Italië,"Consumer, non-cyclical",Aandelen,268491
Dick's Sporting Goods Inc,2.585.508,Verenigde Staten,"Consumer, cyclical",Aandelen,2585508
Digital Dutch Finco BV,22.634.056,Verenigde Staten,Financial,Bedrijfsobligaties,22634056
Digital Intrepid Holding BV,10.557.727,Verenigde Staten,Financial,Bedrijfsobligaties,10557727
Digital Realty Trust LP,3.894.246,Verenigde Staten,Financial,Bedrijfsobligaties,3894246
Directv Financing LLC / Directv Financing Co-Obligor Inc,5.819.173,Verenigde Staten,Communications,Bedrijfsobligaties,5819173
Disco Corp,6.386.074,Japan,Technology,Aandelen,6386074
Discovery Ltd,3.882.963,Zuid-Africa,Financial,Aandelen,3882963
Divi's Laboratories Ltd,5.958.537,India,"Consumer, non-cyclical",Aandelen,5958537
Dixon Technologies India Ltd,3.773.681,India,Industrial,Aandelen,3773681
DNB Bank ASA,2.776.208,Noorwegen,Financial,Aandelen,2776208
DNB Bank ASA,35.872.924,Noorwegen,Financial,Bedrijfsobligaties,35872924
DocuSign Inc,3.628.983,Verenigde Staten,Technology,Aandelen,3628983
Dollar General Corp,5.766.408,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5766408
Dollar Tree Inc,2.916.920,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2916920
Dollar Tree Inc,4.687.367,Verenigde Staten,"Consumer, cyclical",Aandelen,4687367
Dometic Group AB,917.325,Zweden,"Consumer, cyclical",Bedrijfsobligaties,917325
DoorDash Inc,20.500.955,Verenigde Staten,Communications,Aandelen,20500955
Doosan Bobcat Inc,1.622.569,Zuid-Korea,Industrial,Aandelen,1622569
Doosan Enerbility Co Ltd,14.525.568,Zuid-Korea,Industrial,Aandelen,14525568
Dover Corp,5.854.119,Verenigde Staten,Industrial,Aandelen,5854119
Dover Corp,14.566.003,Verenigde Staten,Industrial,Bedrijfsobligaties,14566003
DR Horton Inc,8.488.721,Verenigde Staten,"Consumer, cyclical",Aandelen,8488721
Dr Ing hc F Porsche AG,620.880,Duitsland,"Consumer, cyclical",Aandelen,620880
Dr Reddy's Laboratories Ltd,5.618.053,India,"Consumer, non-cyclical",Aandelen,5618053
Dr Sulaiman Al Habib Medical Services Group Co,4.206.203,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,4206203
DraftKings Inc,4.481.957,Verenigde Staten,"Consumer, cyclical",Aandelen,4481957
Drax Finco PLC,1.550.912,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,1550912
DSM BV,4.761.955,Nederland,Basic materials,Bedrijfsobligaties,4761955
DSM-Firmenich AG,18.881.941,Zwitserland,Basic materials,Aandelen,18881941
DSV A/S,3.485.685,Denemarken,Industrial,Bedrijfsobligaties,3485685
DSV A/S,5.484.120,Denemarken,Industrial,Aandelen,5484120
DSV Panalpina Finance BV,20.856.623,Denemarken,Industrial,Bedrijfsobligaties,20856623
DTE Energy Co,8.785.610,Verenigde Staten,Utilities,Bedrijfsobligaties,8785610
DTE Energy Co,8.785.610,Verenigde Staten,Utilities,Bedrijfsobligaties,8785610
Dufry One BV,34.397.491,Zwitserland,"Consumer, cyclical",Bedrijfsobligaties,34397491
Duke Energy Carolinas LLC,2.570.715,Verenigde Staten,Utilities,Bedrijfsobligaties,2570715
Duke Energy Corp,21.300.918,Verenigde Staten,Utilities,Aandelen,21300918
Duke Energy Corp,5.743.783,Verenigde Staten,Utilities,Bedrijfsobligaties,5743783
Duke Energy Ohio Inc,366.048,Verenigde Staten,Utilities,Bedrijfsobligaties,366048
Duke Energy Progress LLC,3.709.866,Verenigde Staten,Utilities,Bedrijfsobligaties,3709866
Dun & Bradstreet Corp/The,1.268.706,Verenigde Staten,Technology,Bedrijfsobligaties,1268706
DXC Capital Funding DAC,7.650.058,Verenigde Staten,Technology,Bedrijfsobligaties,7650058
DXC Technology Co,2.564.254,Verenigde Staten,Technology,Bedrijfsobligaties,2564254
Dye & Durham Ltd,4.217.018,Canada,Technology,Bedrijfsobligaties,4217018
Dynamo Newco II GmbH,2.144.491,Duitsland,Industrial,Bedrijfsobligaties,2144491
Dynatrace Inc,3.836.127,Verenigde Staten,Technology,Aandelen,3836127
E Ink Holdings Inc,3.512.484,Taiwan,Industrial,Aandelen,3512484
E.ON SE,4.604.000,Duitsland,Utilities,Aandelen,4604000
E.ON SE,12.498.469,Duitsland,Utilities,Bedrijfsobligaties,12498469
E.Sun Financial Holding Co Ltd,9.024.703,Taiwan,Financial,Aandelen,9024703
East Japan Railway Co,4.561.217,Japan,Industrial,Bedrijfsobligaties,4561217
East Japan Railway Co,4.591.702,Japan,Industrial,Aandelen,4591702
East Money Information Co Ltd,1.769.003,China,Communications,Aandelen,1769003
easyJet FinCo BV,9.836.716,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,9836716
easyJet PLC,3.507.227,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,3507227
Eaton Capital ULC,18.055.103,Verenigde Staten,Industrial,Bedrijfsobligaties,18055103
Eaton Corp PLC,32.486.592,Verenigde Staten,Industrial,Aandelen,32486592
eBay Inc,8.056.790,Verenigde Staten,Communications,Aandelen,8056790
EC Finance PLC,1.474.285,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1474285
Eclat Textile Co Ltd,1.733.714,Taiwan,"Consumer, cyclical",Aandelen,1733714
Ecolab Inc,15.936.176,Verenigde Staten,Basic materials,Aandelen,15936176
Ecolab Inc,1.053.465,Verenigde Staten,Basic materials,Bedrijfsobligaties,1053465
Ecovacs Robotics Co Ltd,163.380,China,"Consumer, cyclical",Aandelen,163380
Edenred SE,835.707,Frankrijk,"Consumer, non-cyclical",Aandelen,835707
Edenred SE,8.176.494,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8176494
Edgewell Personal Care Co,6.620.291,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6620291
Edison International,4.877.746,Verenigde Staten,Utilities,Aandelen,4877746
EDP Finance BV,29.427.351,Portugal,Utilities,Bedrijfsobligaties,29427351
EDP Renovaveis SA,388.693,Spanje,Utilities,Aandelen,388693
EDP SA,68.485.581,Portugal,Utilities,Bedrijfsobligaties,68485581
EDP SA,1.523.799,Portugal,Utilities,Aandelen,1523799
EDP Servicios Financieros Espana SA,18.134.942,Portugal,Utilities,Bedrijfsobligaties,18134942
eDreams ODIGEO SA,1.270.685,Spanje,Communications,Bedrijfsobligaties,1270685
Edwards Lifesciences Corp,10.712.275,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10712275
Eicher Motors Ltd,5.407.002,India,"Consumer, cyclical",Aandelen,5407002
Eiffage SA,1.081.001,Frankrijk,Industrial,Aandelen,1081001
Eisai Co Ltd,1.734.482,Japan,"Consumer, non-cyclical",Aandelen,1734482
El Corte Ingles SA,5.482.285,Spanje,"Consumer, cyclical",Bedrijfsobligaties,5482285
Electricite de France SA,105.685.165,Frankrijk,Utilities,Bedrijfsobligaties,105685165
Electronic Arts Inc,9.221.881,Verenigde Staten,Technology,Aandelen,9221881
Electronic Arts Inc,5.781.692,Verenigde Staten,Technology,Bedrijfsobligaties,5781692
Element Fleet Management Corp,2.631.075,Canada,"Consumer, non-cyclical",Aandelen,2631075
Elevance Health Inc,5.630.064,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5630064
Elevance Health Inc,20.435.932,Verenigde Staten,"Consumer, non-cyclical",Aandelen,20435932
Eli Lilly & Co,145.981.328,Verenigde Staten,"Consumer, non-cyclical",Aandelen,145981328
Eli Lilly & Co,39.065.155,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,39065155
Elia Group SA/NV,629.803,België,Utilities,Aandelen,629803
Elia Group SA/NV,7.989.820,België,Utilities,Bedrijfsobligaties,7989820
Elia Transmission Belgium SA,15.508.237,België,Utilities,Bedrijfsobligaties,15508237
Elior Group SA,3.600.559,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,3600559
Elis SA,1.943.167,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1943167
Elisa Oyj,889.671,Finland,Communications,Aandelen,889671
Ellevio AB,7.062.259,Zweden,Utilities,Bedrijfsobligaties,7062259
ELO SACA,12.748.176,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,12748176
Embraer SA,6.120.701,Brazilië,Industrial,Aandelen,6120701
EMCOR Group Inc,5.636.657,Verenigde Staten,Industrial,Aandelen,5636657
eMemory Technology Inc,2.821.769,Taiwan,Technology,Aandelen,2821769
Emeria SASU,5.903.053,Frankrijk,Financial,Bedrijfsobligaties,5903053
Emerson Electric Co,17.519.915,Verenigde Staten,Industrial,Aandelen,17519915
Emerson Electric Co,19.854.404,Verenigde Staten,Industrial,Bedrijfsobligaties,19854404
Empire Co Ltd,1.296.899,Canada,"Consumer, non-cyclical",Aandelen,1296899
Empresas CMPC SA,874.696,Chili,Basic materials,Aandelen,874696
Empresas COPEC SA,1.453.682,Chili,Energy,Aandelen,1453682
EMRLD Borrower LP / Emerald Co-Issuer Inc,13.907.736,Verenigde Staten,Industrial,Bedrijfsobligaties,13907736
Enagas Financiaciones SAU,4.961.275,Spanje,Utilities,Bedrijfsobligaties,4961275
EnBW International Finance BV,12.386.507,Duitsland,Utilities,Bedrijfsobligaties,12386507
Encompass Health Corp,10.365.303,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10365303
Endesa SA,1.111.633,Spanje,Utilities,Aandelen,1111633
Enel Americas SA,1.245.093,Chili,Utilities,Aandelen,1245093
Enel Finance International NV,54.588.208,Italië,Utilities,Bedrijfsobligaties,54588208
Enel SpA,34.002.120,Italië,Utilities,Aandelen,34002120
Enel SpA,2.678.219,Italië,Utilities,Bedrijfsobligaties,2678219
Energisa S/A,1.323.639,Brazilië,Utilities,Aandelen,1323639
Energizer Gamma Acquisition BV,6.067.031,Verenigde Staten,Industrial,Bedrijfsobligaties,6067031
Energizer Holdings Inc,6.683.449,Verenigde Staten,Industrial,Bedrijfsobligaties,6683449
EnerSys,8.140.781,Verenigde Staten,Industrial,Bedrijfsobligaties,8140781
Enexis Holding NV,15.333.389,Nederland,Utilities,Bedrijfsobligaties,15333389
Engie Brasil Energia SA,879.607,Brazilië,Utilities,Aandelen,879607
Engie SA,61.878.770,Frankrijk,Utilities,Bedrijfsobligaties,61878770
Engie SA,4.779.908,Frankrijk,Utilities,Aandelen,4779908
ENN Energy Holdings Ltd,4.044.503,China,Utilities,Aandelen,4044503
Enpro Inc,7.169.580,Verenigde Staten,Industrial,Bedrijfsobligaties,7169580
Entain PLC,846.725,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,846725
Entegris Inc,2.585.980,Verenigde Staten,Technology,Bedrijfsobligaties,2585980
Entegris Inc,2.752.756,Verenigde Staten,Technology,Aandelen,2752756
Entergy Louisiana LLC,2.610.417,Verenigde Staten,Utilities,Bedrijfsobligaties,2610417
Epiroc AB,2.414.192,Zweden,Industrial,Aandelen,2414192
EPR Properties,2.733.330,Verenigde Staten,Financial,Bedrijfsobligaties,2733330
EQT AB,12.439.458,Zweden,Financial,Bedrijfsobligaties,12439458
Equatorial Energia SA,4.723.727,Brazilië,Utilities,Aandelen,4723727
Equifax Inc,7.478.279,Verenigde Staten,"Consumer, non-cyclical",Aandelen,7478279
Equinix Europe 2 Financing Corp LLC,10.091.785,Verenigde Staten,Financial,Bedrijfsobligaties,10091785
EquipmentShare.com Inc,3.497.319,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3497319
Equitable Financial Life Global Funding,13.850.333,Verenigde Staten,Financial,Bedrijfsobligaties,13850333
Equitable Holdings Inc,3.685.653,Verenigde Staten,Financial,Bedrijfsobligaties,3685653
Equitable Holdings Inc,3.998.520,Verenigde Staten,Financial,Aandelen,3998520
ERP Operating LP,1.734.049,Verenigde Staten,Financial,Bedrijfsobligaties,1734049
Erste Group Bank AG,2.926.849,Oostenrijk,Financial,Aandelen,2926849
Esab Corp,1.589.971,Verenigde Staten,Industrial,Bedrijfsobligaties,1589971
Essendi SA,1.867.984,Luxemburg,"Consumer, cyclical",Bedrijfsobligaties,1867984
Essential Utilities Inc,2.202.392,Verenigde Staten,Utilities,Aandelen,2202392
EssilorLuxottica SA,15.284.316,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,15284316
EssilorLuxottica SA,28.151.555,Frankrijk,"Consumer, non-cyclical",Aandelen,28151555
Essity AB,3.782.183,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,3782183
Essity AB,1.859.533,Zweden,"Consumer, non-cyclical",Aandelen,1859533
Essity Capital BV,22.549.745,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,22549745
Estee Lauder Cos Inc/The,2.934.646,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2934646
Estee Lauder Cos Inc/The,4.586.433,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4586433
Eternal Ltd,12.601.973,India,Communications,Aandelen,12601973
Etihad Etisalat Co,3.525.175,Saoedi-Arabië,Communications,Aandelen,3525175
Eurobank Ergasias Services and Holdings SA,4.922.339,Griekenland,Financial,Aandelen,4922339
Euroclear Bank SA,19.534.982,België,Financial,Bedrijfsobligaties,19534982
Eurofins Scientific SE,944.617,Luxemburg,"Consumer, non-cyclical",Aandelen,944617
Eurofins Scientific SE,33.062.515,Luxemburg,"Consumer, non-cyclical",Bedrijfsobligaties,33062515
Eurogrid GmbH,35.692.232,Duitsland,Utilities,Bedrijfsobligaties,35692232
Euronext NV,1.503.526,Nederland,Financial,Aandelen,1503526
Eutelsat SA,15.244.316,Frankrijk,Communications,Bedrijfsobligaties,15244316
Eve Energy Co Ltd,431.890,China,"Consumer, cyclical",Aandelen,431890
Everest Group Ltd,3.370.272,Verenigde Staten,Financial,Aandelen,3370272
Evergreen Marine Corp Taiwan Ltd,4.492.952,Taiwan,Industrial,Aandelen,4492952
Everi Holdings Inc,3.631.489,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3631489
Eversource Energy,5.421.398,Verenigde Staten,Utilities,Aandelen,5421398
Evolution AB,1.310.417,Zweden,"Consumer, cyclical",Aandelen,1310417
Evonik Industries AG,4.861.757,Duitsland,Basic materials,Bedrijfsobligaties,4861757
Evonik Industries AG,576.678,Duitsland,Basic materials,Aandelen,576678
EWE AG,16.208.479,Duitsland,Utilities,Bedrijfsobligaties,16208479
Exelon Corp,10.161.689,Verenigde Staten,Utilities,Aandelen,10161689
Exelon Corp,1.345.019,Verenigde Staten,Utilities,Bedrijfsobligaties,1345019
Expedia Group Inc,4.836.159,Verenigde Staten,Communications,Aandelen,4836159
Expeditors International of Washington Inc,3.798.471,Verenigde Staten,Industrial,Aandelen,3798471
Experian Europe DAC,3.702.598,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,3702598
Experian Finance PLC,11.766.938,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,11766938
Experian PLC,5.290.644,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5290644
F5 Inc,3.949.758,Verenigde Staten,Communications,Aandelen,3949758
FactSet Research Systems Inc,1.894.036,Verenigde Staten,Communications,Bedrijfsobligaties,1894036
FactSet Research Systems Inc,3.889.623,Verenigde Staten,Communications,Aandelen,3889623
Fair Isaac Corp,10.466.175,Verenigde Staten,Technology,Aandelen,10466175
Fair Isaac Corp,3.270.581,Verenigde Staten,Technology,Bedrijfsobligaties,3270581
Fairfax Financial Holdings Ltd,8.279.014,Canada,Financial,Aandelen,8279014
Fairfax Financial Holdings Ltd,3.755.235,Canada,Financial,Bedrijfsobligaties,3755235
Falabella SA,2.686.953,Chili,"Consumer, cyclical",Aandelen,2686953
FANUC Corp,6.039.311,Japan,Industrial,Aandelen,6039311
Far Eastern New Century Corp,2.247.987,Taiwan,"Consumer, cyclical",Aandelen,2247987
Far EasTone Telecommunications Co Ltd,3.490.921,Taiwan,Communications,Aandelen,3490921
Fastenal Co,11.199.976,Verenigde Staten,"Consumer, cyclical",Aandelen,11199976
FDJ UNITED,481.118,Frankrijk,"Consumer, cyclical",Aandelen,481118
FedEx Corp,12.020.116,Verenigde Staten,Industrial,Aandelen,12020116
FedEx Corp,19.081.480,Verenigde Staten,Industrial,Bedrijfsobligaties,19081480
Feng TAY Enterprise Co Ltd,1.466.633,Taiwan,"Consumer, cyclical",Aandelen,1466633
Ferguson Enterprises Inc,10.042.637,Verenigde Staten,"Consumer, cyclical",Aandelen,10042637
Ferrari NV,6.905.596,Italië,"Consumer, cyclical",Aandelen,6905596
Ferrovial Emisiones SA,8.569.434,Spanje,Industrial,Bedrijfsobligaties,8569434
Ferrovial SE,3.056.408,Verenigde Staten,Industrial,Aandelen,3056408
Fibercop SpA,11.246.851,Italië,Communications,Bedrijfsobligaties,11246851
Fidelity National Financial Inc,3.311.592,Verenigde Staten,Financial,Aandelen,3311592
Fidelity National Information Services Inc,57.651.397,Verenigde Staten,Technology,Bedrijfsobligaties,57651397
Fidelity National Information Services Inc,10.011.450,Verenigde Staten,Technology,Aandelen,10011450
Fifth Third Bancorp,6.397.724,Verenigde Staten,Financial,Aandelen,6397724
Fifth Third Bank NA,864.155,Verenigde Staten,Financial,Bedrijfsobligaties,864155
FinecoBank Banca Fineco SpA,27.867.663,Italië,Financial,Aandelen,27867663
Fingrid OYJ,8.254.513,Finland,Utilities,Bedrijfsobligaties,8254513
Firmenich Productions Participations SAS,9.066.632,Zwitserland,Basic materials,Bedrijfsobligaties,9066632
First American Financial Corp,4.969.708,Verenigde Staten,Financial,Bedrijfsobligaties,4969708
First Citizens BancShares Inc/NC,4.263.450,Verenigde Staten,Financial,Aandelen,4263450
First Financial Holding Co Ltd,6.295.302,Taiwan,Financial,Aandelen,6295302
First Solar Inc,3.821.163,Verenigde Staten,Energy,Aandelen,3821163
FirstRand Ltd,12.103.992,Zuid-Africa,Financial,Aandelen,12103992
FIS Fabbrica Italiana Sintetici SpA,2.415.169,Italië,Basic materials,Bedrijfsobligaties,2415169
Fiserv Funding ULC,3.990.889,Verenigde Staten,Technology,Bedrijfsobligaties,3990889
Fiserv Inc,46.925.123,Verenigde Staten,Technology,Bedrijfsobligaties,46925123
Fiserv Inc,22.394.133,Verenigde Staten,Technology,Aandelen,22394133
Fisher & Paykel Healthcare Corp Ltd,3.030.702,Nieuw-Zeeland,"Consumer, non-cyclical",Aandelen,3030702
Flex Ltd,4.152.020,Verenigde Staten,Industrial,Bedrijfsobligaties,4152020
Flora Food Management BV,2.330.521,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,2330521
Flos B&b Italia SPA,1.897.334,Italië,"Consumer, cyclical",Bedrijfsobligaties,1897334
Flowers Foods Inc,5.641.146,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5641146
Flowserve Corp,6.493.066,Verenigde Staten,Industrial,Bedrijfsobligaties,6493066
Flutter Entertainment PLC,11.725.204,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,11725204
Flutter Treasury DAC,2.435.892,Ierland,"Consumer, cyclical",Bedrijfsobligaties,2435892
FLUVIUS System Operator CV,5.421.496,België,Utilities,Bedrijfsobligaties,5421496
Fnac Darty SA,2.121.033,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,2121033
Focus Media Information Technology Co Ltd,466.054,China,Communications,Aandelen,466054
Fomento Economico Mexicano SAB de CV,10.911.116,Mexico,"Consumer, non-cyclical",Aandelen,10911116
