Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Ford Motor Co,9.861.442,Verenigde Staten,"Consumer, cyclical",Aandelen,9861442
Fortinet Inc,16.105.087,Verenigde Staten,Technology,Aandelen,16105087
Fortis Inc/Canada,5.548.549,Canada,Utilities,Aandelen,5548549
Fortive Corp,32.198.723,Verenigde Staten,Industrial,Bedrijfsobligaties,32198723
Fortive Corp,4.137.493,Verenigde Staten,Industrial,Aandelen,4137493
Fortrea Holdings Inc,1.144.112,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1144112
Fortum OYJ,17.179.236,Finland,Utilities,Bedrijfsobligaties,17179236
Fortune Electric Co Ltd,1.658.270,Taiwan,Industrial,Aandelen,1658270
Forvia SE,52.893.724,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,52893724
Foshan Haitian Flavouring & Food Co Ltd,763.281,China,"Consumer, non-cyclical",Aandelen,763281
Fox Corp,4.493.761,Verenigde Staten,Communications,Aandelen,4493761
Fox Corp,5.595.285,Verenigde Staten,Communications,Bedrijfsobligaties,5595285
Foxconn Industrial Internet Co Ltd,1.500.190,China,Industrial,Aandelen,1500190
Fresenius Medical Care AG,7.432.782,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,7432782
Fresenius Medical Care AG,1.405.693,Duitsland,"Consumer, non-cyclical",Aandelen,1405693
Fresenius SE & Co KGaA,2.365.368,Duitsland,"Consumer, non-cyclical",Aandelen,2365368
Fresenius SE & Co KGaA,3.067.143,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,3067143
Frontier Communications Holdings LLC,6.434.897,Verenigde Staten,Communications,Bedrijfsobligaties,6434897
Fubon Financial Holding Co Ltd,14.145.591,Taiwan,Financial,Aandelen,14145591
Fuji Electric Co Ltd,1.428.463,Japan,Industrial,Aandelen,1428463
FUJIFILM Holdings Corp,5.700.034,Japan,"Consumer, non-cyclical",Aandelen,5700034
Fujikura Ltd,3.107.760,Japan,Industrial,Aandelen,3107760
Fujitsu Ltd,10.048.084,Japan,Technology,Aandelen,10048084
Futu Holdings Ltd,1.762.804,Hongkong,Financial,Aandelen,1762804
Fuyao Glass Industry Group Co Ltd,3.401.099,China,"Consumer, cyclical",Aandelen,3401099
Galaxy Entertainment Group Ltd,2.303.238,Macau,"Consumer, cyclical",Aandelen,2303238
Gamuda Bhd,2.570.573,Maleisië,Industrial,Aandelen,2570573
Ganfeng Lithium Group Co Ltd,241.052,China,Basic materials,Aandelen,241052
Gap Inc/The,1.176.344,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1176344
Garmin Ltd,7.454.425,Verenigde Staten,Industrial,Aandelen,7454425
Garrett Motion Holdings Inc / Garrett LX I Sarl,1.249.413,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1249413
Gartner Inc,7.195.622,Verenigde Staten,Technology,Aandelen,7195622
Gartner Inc,804.797,Verenigde Staten,Technology,Bedrijfsobligaties,804797
Gates Corp/DE,3.197.963,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3197963
Gatwick Funding Ltd,24.049.190,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,24049190
GATX Corp,5.569.579,Verenigde Staten,Industrial,Bedrijfsobligaties,5569579
GE HealthCare Technologies Inc,7.872.047,Verenigde Staten,"Consumer, non-cyclical",Aandelen,7872047
GE HealthCare Technologies Inc,5.380.205,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5380205
GE Vernova Inc,33.566.551,Verenigde Staten,Industrial,Aandelen,33566551
GEA Group AG,1.153.370,Duitsland,Industrial,Aandelen,1153370
Geberit AG,2.923.821,Zwitserland,Industrial,Aandelen,2923821
Geely Automobile Holdings Ltd,7.525.606,China,"Consumer, cyclical",Aandelen,7525606
Gen Digital Inc,3.576.138,Verenigde Staten,Communications,Aandelen,3576138
Gen Digital Inc,8.737.791,Verenigde Staten,Communications,Bedrijfsobligaties,8737791
General Mills Inc,48.266.132,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,48266132
General Mills Inc,6.638.177,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6638177
General Motors Co,2.976.112,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2976112
General Motors Co,11.042.014,Verenigde Staten,"Consumer, cyclical",Aandelen,11042014
General Motors Financial Co Inc,32.056.654,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,32056654
Generali,18.404.587,Italië,Financial,Bedrijfsobligaties,18404587
Generali,18.404.587,Italië,Financial,Bedrijfsobligaties,18404587
Genuine Parts Co,3.888.513,Verenigde Staten,"Consumer, cyclical",Aandelen,3888513
Genuine Parts Co,4.584.811,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4584811
George Weston Ltd,2.763.411,Canada,"Consumer, non-cyclical",Aandelen,2763411
Georgia Power Co,3.974.552,Verenigde Staten,Utilities,Bedrijfsobligaties,3974552
Gerdau SA,2.620.786,Brazilië,Basic materials,Aandelen,2620786
Getlink SE,1.886.401,Frankrijk,Industrial,Bedrijfsobligaties,1886401
GFL Environmental Inc,2.462.667,Verenigde Staten,Industrial,Aandelen,2462667
Giant Biogene Holding Co ltd,1.486.536,China,"Consumer, non-cyclical",Aandelen,1486536
Gigabyte Technology Co Ltd,3.061.864,Taiwan,Technology,Aandelen,3061864
Gildan Activewear Inc,1.734.148,Canada,"Consumer, cyclical",Aandelen,1734148
Gilead Sciences Inc,32.123.823,Verenigde Staten,"Consumer, non-cyclical",Aandelen,32123823
Gilead Sciences Inc,7.275.643,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7275643
Givaudan Finance Europe BV,3.747.073,Zwitserland,Basic materials,Bedrijfsobligaties,3747073
Givaudan SA,4.998.829,Zwitserland,Basic materials,Aandelen,4998829
Gjensidige Forsikring ASA,560.355,Noorwegen,Financial,Aandelen,560355
GlaxoSmithKline Capital Inc,1.962.631,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1962631
GlaxoSmithKline Capital PLC,9.834.126,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,9834126
Global Payments Inc,10.074.528,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10074528
Global Payments Inc,4.755.011,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4755011
Global Unichip Corp,1.940.914,Taiwan,Technology,Aandelen,1940914
Go Daddy Operating Co LLC / GD Finance Co Inc,9.549.749,Verenigde Staten,Communications,Bedrijfsobligaties,9549749
GoDaddy Inc,5.907.152,Verenigde Staten,Communications,Aandelen,5907152
Godrej Consumer Products Ltd,3.344.573,India,"Consumer, non-cyclical",Aandelen,3344573
GoerTek Inc,289.169,China,Industrial,Aandelen,289169
Gold Fields Ltd,13.044.547,Zuid-Africa,Basic materials,Aandelen,13044547
Goldman Sachs Group Inc/The,23.460.222,Verenigde Staten,Financial,Bedrijfsobligaties,23460222
Goldman Sachs Group Inc/The,51.089.921,Verenigde Staten,Financial,Aandelen,51089921
Goodman Australia Finance Pty Ltd,2.726.823,Australië,Financial,Bedrijfsobligaties,2726823
Goodyear Dunlop Tires Europe BV,3.218.953,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3218953
Goodyear Tire & Rubber Co/The,1.967.766,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1967766
Grab Holdings Ltd,2.813.659,Singapore,Communications,Aandelen,2813659
Graco Inc,3.300.527,Verenigde Staten,Industrial,Aandelen,3300527
Graham Holdings Co,641.410,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,641410
Grand City Properties Finance Sarl,1.282.407,Duitsland,Financial,Bedrijfsobligaties,1282407
Grand City Properties SA,32.440.955,Duitsland,Financial,Bedrijfsobligaties,32440955
Graphic Packaging International LLC,9.099.132,Verenigde Staten,Industrial,Bedrijfsobligaties,9099132
Gray Media Inc,1.912.340,Verenigde Staten,Communications,Bedrijfsobligaties,1912340
Great Wall Motor Co Ltd,2.560.589,China,"Consumer, cyclical",Aandelen,2560589
Great-West Lifeco Inc,2.431.988,Canada,Financial,Aandelen,2431988
Great-West Lifeco Inc,5.160.610,Canada,Financial,Bedrijfsobligaties,5160610
Griffon Corp,867.995,Verenigde Staten,Industrial,Bedrijfsobligaties,867995
Grifols SA,29.367.436,Spanje,"Consumer, non-cyclical",Bedrijfsobligaties,29367436
Grifols SA,413.969,Spanje,"Consumer, non-cyclical",Aandelen,413969
Group 1 Automotive Inc,9.042.906,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9042906
Groupe Bruxelles Lambert NV,6.677.339,België,Financial,Bedrijfsobligaties,6677339
GrubHub Holdings Inc,8.176.864,Verenigde Staten,Communications,Bedrijfsobligaties,8176864
Gruenenthal GmbH,3.967.289,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,3967289
Grupo Aeroportuario del Centro Norte SAB de CV,2.468.735,Mexico,Industrial,Aandelen,2468735
Grupo Aeroportuario del Pacifico SAB de CV,5.316.242,Mexico,Industrial,Aandelen,5316242
Grupo Aeroportuario del Sureste SAB de CV,3.360.249,Mexico,Industrial,Aandelen,3360249
Grupo Cibest SA,4.826.819,Colombia,Financial,Aandelen,4826819
Grupo Financiero Banorte SAB de CV,13.208.449,Mexico,Financial,Aandelen,13208449
Grupo Mexico SAB de CV,11.817.844,Mexico,Basic materials,Aandelen,11817844
GSK Capital BV,13.096.327,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,13096327
GSK PLC,8.782.785,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8782785
Guangzhou Tinci Materials Technology Co Ltd,193.452,China,Basic materials,Aandelen,193452
Gulf Bank KSCP,1.257.849,Koeweit,Financial,Aandelen,1257849
GYP Holdings III Corp,5.712.636,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5712636
H & M Hennes & Mauritz AB,886.859,Zweden,"Consumer, cyclical",Aandelen,886859
H World Group Ltd,4.458.709,China,"Consumer, cyclical",Aandelen,4458709
H&M Finance BV,12.660.063,Zweden,"Consumer, cyclical",Bedrijfsobligaties,12660063
Haci Omer Sabanci Holding AS,1.315.635,Turkije,Diversified,Aandelen,1315635
Haier Smart Home Co Ltd,4.805.376,China,"Consumer, cyclical",Aandelen,4805376
Haitian International Holdings Ltd,974.096,China,Industrial,Aandelen,974096
Haleon Netherlands Capital BV,4.277.735,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4277735
Haleon UK Capital PLC,3.803.601,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3803601
Haleon US Capital LLC,17.362.287,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17362287
Hamburg Commercial Bank AG,5.313.524,Duitsland,Financial,Bedrijfsobligaties,5313524
Hana Financial Group Inc,10.484.595,Zuid-Korea,Financial,Aandelen,10484595
Hang Seng Bank Ltd,2.634.122,Hongkong,Financial,Aandelen,2634122
Hangzhou First Applied Material Co Ltd,221.343,China,Energy,Aandelen,221343
Hangzhou Tigermed Consulting Co Ltd,148.336,China,"Consumer, non-cyclical",Aandelen,148336
Hankook Tire & Technology Co Ltd,1.454.079,Zuid-Korea,"Consumer, cyclical",Aandelen,1454079
Hankyu Hanshin Holdings Inc,1.456.504,Japan,Industrial,Aandelen,1456504
Hannover Rueck SE,2.114.888,Duitsland,Financial,Aandelen,2114888
Hansoh Pharmaceutical Group Co Ltd,2.776.542,China,"Consumer, non-cyclical",Aandelen,2776542
Hartford Insurance Group Inc/The,8.412.642,Verenigde Staten,Financial,Aandelen,8412642
Hasbro Inc,2.435.059,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2435059
Havells India Ltd,2.674.313,India,Industrial,Aandelen,2674313
HCA Healthcare Inc,16.417.313,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16417313
HCA Inc,18.181.215,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,18181215
HCL Technologies Ltd,10.696.595,India,Technology,Aandelen,10696595
HD Hyundai Electric Co Ltd,5.519.872,Zuid-Korea,Industrial,Aandelen,5519872
HD Korea Shipbuilding & Offshore Engineering Co Ltd,7.281.751,Zuid-Korea,Industrial,Aandelen,7281751
HDFC Asset Management Co Ltd,3.206.384,India,Financial,Aandelen,3206384
HDFC Bank Ltd,74.080.910,India,Financial,Aandelen,74080910
HDFC Life Insurance Co Ltd,5.088.676,India,Financial,Aandelen,5088676
HealthEquity Inc,1.382.309,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,1382309
Heathrow Funding Ltd,50.966.113,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,50966113
Hebei Yangyuan Zhihui Beverage Co Ltd,178.613,China,"Consumer, non-cyclical",Aandelen,178613
HEICO Corp,7.737.524,Verenigde Staten,Industrial,Aandelen,7737524
Heidelberg Materials AG,12.228.946,Duitsland,Industrial,Bedrijfsobligaties,12228946
Heidelberg Materials AG,3.506.132,Duitsland,Industrial,Aandelen,3506132
Heidelberg Materials Finance Luxembourg SA,14.879.495,Duitsland,Industrial,Bedrijfsobligaties,14879495
Heimstaden AB,2.885.648,Zweden,Financial,Bedrijfsobligaties,2885648
Heimstaden Bostad AB,3.881.588,Zweden,Financial,Bedrijfsobligaties,3881588
Heimstaden Bostad Treasury BV,501.705,Zweden,Financial,Bedrijfsobligaties,501705
Heineken Holding NV,1.080.563,Nederland,"Consumer, non-cyclical",Aandelen,1080563
Heineken NV,39.188.711,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,39188711
Heineken NV,39.188.711,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,39188711
Hellenic Telecommunications Organization SA,2.090.065,Griekenland,Communications,Aandelen,2090065
Helvetia Holding AG,980.941,Zwitserland,Financial,Aandelen,980941
Henan Shuanghui Investment & Development Co Ltd,471.295,China,"Consumer, non-cyclical",Aandelen,471295
Hengan International Group Co Ltd,1.074.311,China,"Consumer, non-cyclical",Aandelen,1074311
Henkel AG & Co KGaA,2.336.937,Duitsland,"Consumer, non-cyclical",Aandelen,2336937
Henkel AG & Co KGaA,10.678.695,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,10678695
Hera SpA,3.899.212,Italië,Utilities,Bedrijfsobligaties,3899212
Herc Holdings Inc,5.913.683,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5913683
Hero MotoCorp Ltd,3.509.404,India,"Consumer, cyclical",Aandelen,3509404
Hershey Co/The,5.604.921,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5604921
Hershey Co/The,5.672.709,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5672709
Hewlett Packard Enterprise Co,1.323.152,Verenigde Staten,Technology,Bedrijfsobligaties,1323152
Hewlett Packard Enterprise Co,6.222.507,Verenigde Staten,Technology,Aandelen,6222507
Hexagon AB,13.659.029,Zweden,Industrial,Aandelen,13659029
Highland Holdings Sarl,37.857.928,Verenigde Staten,Industrial,Bedrijfsobligaties,37857928
Hikari Tsushin Inc,1.229.936,Japan,Communications,Aandelen,1229936
Hillenbrand Inc,7.276.262,Verenigde Staten,Industrial,Bedrijfsobligaties,7276262
Hilton Domestic Operating Co Inc,24.921.256,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,24921256
Hilton Grand Vacations Borrower LLC/Hilton Grand Vacations Borrower Inc,5.791.457,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5791457
Hilton Worldwide Finance LLC / Hilton Worldwide Finance Corp,3.014.223,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3014223
Hilton Worldwide Holdings Inc,14.825.507,Verenigde Staten,"Consumer, cyclical",Aandelen,14825507
Hindustan Unilever Ltd,13.566.468,India,"Consumer, non-cyclical",Aandelen,13566468
Hisense Home Appliances Group Co Ltd,404.093,China,"Consumer, cyclical",Aandelen,404093
Hitachi Ltd,31.250.425,Japan,Industrial,Aandelen,31250425
HKT Trust & HKT Ltd,1.331.659,Hongkong,Communications,Aandelen,1331659
HLB Inc,2.697.136,Zuid-Korea,Industrial,Aandelen,2697136
Holcim AG,4.322.296,Verenigde Staten,Industrial,Aandelen,4322296
Holcim Finance Luxembourg SA,24.400.833,Zwitserland,Industrial,Bedrijfsobligaties,24400833
Holding d'Infrastructures de Transport SASU,34.010.761,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,34010761
Holding d'Infrastructures des Metiers de l'Environnement,5.400.302,Frankrijk,Utilities,Bedrijfsobligaties,5400302
Holmen AB,335.147,Zweden,Basic materials,Aandelen,335147
Hologic Inc,9.331.069,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9331069
Hologic Inc,3.680.956,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3680956
Home Depot Inc/The,84.653.439,Verenigde Staten,"Consumer, cyclical",Aandelen,84653439
Home Product Center PCL,776.318,Thailand,"Consumer, cyclical",Aandelen,776318
Hon Hai Precision Industry Co Ltd,38.185.827,Taiwan,Industrial,Aandelen,38185827
Honda Motor Co Ltd,9.571.539,Japan,"Consumer, cyclical",Aandelen,9571539
Hong Kong Exchanges & Clearing Ltd,14.902.766,Hongkong,Financial,Aandelen,14902766
Hong Leong Bank Bhd,1.623.122,Maleisië,Financial,Aandelen,1623122
Hoshizaki Corp,868.674,Japan,"Consumer, cyclical",Aandelen,868674
Host Hotels & Resorts LP,12.392.018,Verenigde Staten,Financial,Bedrijfsobligaties,12392018
House of HR Group BV,876.818,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,876818
Howard Hughes Corp/The,6.304.035,Verenigde Staten,Financial,Bedrijfsobligaties,6304035
Howmet Aerospace Inc,16.626.514,Verenigde Staten,Industrial,Aandelen,16626514
Howmet Aerospace Inc,1.527.680,Verenigde Staten,Industrial,Bedrijfsobligaties,1527680
Hoya Corp,9.642.031,Japan,Industrial,Aandelen,9642031
HP Inc,5.613.766,Verenigde Staten,Technology,Aandelen,5613766
HSBC Holdings PLC,17.387.316,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,17387316
HSBC Holdings PLC,23.965.998,Verenigd Koninkrijk,Financial,Aandelen,23965998
HT Troplast GmbH,1.314.520,Duitsland,Industrial,Bedrijfsobligaties,1314520
Hua Nan Financial Holdings Co Ltd,4.577.874,Taiwan,Financial,Aandelen,4577874
Hubbell Inc,5.305.485,Verenigde Staten,Industrial,Aandelen,5305485
HubSpot Inc,6.403.486,Verenigde Staten,Technology,Aandelen,6403486
Huhtamaki OYJ,2.831.587,Finland,Industrial,Bedrijfsobligaties,2831587
Humana Inc,6.861.519,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6861519
Humana Inc,5.717.790,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5717790
Hundsun Technologies Inc,303.641,China,Technology,Aandelen,303641
Huntington Bancshares Inc/OH,5.688.848,Verenigde Staten,Financial,Aandelen,5688848
HYBE Co Ltd,3.252.225,Zuid-Korea,"Consumer, cyclical",Aandelen,3252225
Hyundai Glovis Co Ltd,2.154.277,Zuid-Korea,Industrial,Aandelen,2154277
Hyundai Rotem Co Ltd,6.710.675,Zuid-Korea,Industrial,Aandelen,6710675
iA Financial Corp Inc,2.435.149,Canada,Financial,Aandelen,2435149
Iberdrola Finanzas SA,8.105.808,Spanje,Utilities,Bedrijfsobligaties,8105808
Iberdrola SA,42.925.535,Spanje,Utilities,Aandelen,42925535
IBM International Capital Pte Ltd,2.016.176,Verenigde Staten,Technology,Bedrijfsobligaties,2016176
ICADE,4.418.364,Frankrijk,Financial,Bedrijfsobligaties,4418364
ICICI Bank Ltd,49.222.534,India,Financial,Aandelen,49222534
ICICI Lombard General Insurance Co Ltd,3.195.780,India,Financial,Aandelen,3195780
ICICI Prudential Life Insurance Co Ltd,1.466.224,India,Financial,Aandelen,1466224
IDEX Corp,3.010.199,Verenigde Staten,Industrial,Aandelen,3010199
IDEXX Laboratories Inc,10.070.682,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10070682
IDFC First Bank Ltd,1.637.222,India,Financial,Aandelen,1637222
Iglo Foods BondCo Plc,12.099.215,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,12099215
IGM Financial Inc,624.747,Canada,Financial,Aandelen,624747
IGT Lottery Holdings BV,11.389.618,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,11389618
IHG Finance LLC,7.613.212,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,7613212
IHH Healthcare Bhd,2.035.996,Maleisië,"Consumer, non-cyclical",Aandelen,2035996
IHI Corp,3.735.740,Japan,Industrial,Aandelen,3735740
IHO Verwaltungs GmbH,3.422.591,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3422591
Iliad Holding SASU,10.516.519,Frankrijk,Communications,Bedrijfsobligaties,10516519
Iliad SA,50.415.962,Frankrijk,Communications,Bedrijfsobligaties,50415962
Illinois Tool Works Inc,16.008.429,Verenigde Staten,Industrial,Aandelen,16008429
Illinois Tool Works Inc,26.718.800,Verenigde Staten,Industrial,Bedrijfsobligaties,26718800
Illumina Inc,3.443.896,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3443896
IMCD NV,13.783.001,Nederland,"Consumer, cyclical",Bedrijfsobligaties,13783001
IMCD NV,884.230,Nederland,"Consumer, cyclical",Aandelen,884230
Imeik Technology Development Co Ltd,232.768,China,"Consumer, non-cyclical",Aandelen,232768
Imerys SA,4.047.629,Frankrijk,Industrial,Bedrijfsobligaties,4047629
Impala Platinum Holdings Ltd,4.896.441,Zuid-Africa,Basic materials,Aandelen,4896441
In'li SA,10.127.417,Frankrijk,Financial,Bedrijfsobligaties,10127417
Indian Hotels Co Ltd/The,4.724.139,India,"Consumer, cyclical",Aandelen,4724139
IndusInd Bank Ltd,1.863.683,India,Financial,Aandelen,1863683
Industria de Diseno Textil SA,6.341.465,Spanje,"Consumer, cyclical",Aandelen,6341465
