Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Humana Inc,4.081.181,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4081181
Hundsun Technologies Inc,244.239,China,Technology,Aandelen,244239
Huntington Bancshares Inc/OH,4.644.948,Verenigde Staten,Financial,Aandelen,4644948
Huntsman International LLC,492.726,Verenigde Staten,Basic materials,Bedrijfsobligaties,492726
HYBE Co Ltd,2.457.037,Zuid-Korea,"Consumer, cyclical",Aandelen,2457037
Hyosung Heavy Industries Corp,4.859.764,Zuid-Korea,Industrial,Aandelen,4859764
Hyundai Glovis Co Ltd,2.933.250,Zuid-Korea,Industrial,Aandelen,2933250
Hyundai Rotem Co Ltd,4.724.055,Zuid-Korea,Industrial,Aandelen,4724055
iA Financial Corp Inc,2.044.254,Canada,Financial,Aandelen,2044254
IAMGOLD Corp,886.554,Burkina Faso,Basic materials,Bedrijfsobligaties,886554
Iberdrola Finanzas SA,7.862.235,Spanje,Utilities,Bedrijfsobligaties,7862235
Iberdrola SA,58.051.465,Spanje,Utilities,Aandelen,58051465
ICG PLC,15.769.864,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,15769864
ICICI Bank Ltd,36.893.601,India,Financial,Aandelen,36893601
ICICI Lombard General Insurance Co Ltd,2.468.258,India,Financial,Aandelen,2468258
ICICI Prudential Life Insurance Co Ltd,1.046.081,India,Financial,Aandelen,1046081
IDEX Corp,2.816.599,Verenigde Staten,Industrial,Aandelen,2816599
IDEXX Laboratories Inc,8.859.935,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8859935
IDFC First Bank Ltd,1.218.490,India,Financial,Aandelen,1218490
IDS Financing PLC,14.669.084,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,14669084
Iglo Foods BondCo Plc,11.877.716,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,11877716
IGM Financial Inc,737.594,Canada,Financial,Aandelen,737594
IHG Finance LLC,19.577.467,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,19577467
IHH Healthcare Bhd,2.840.146,Maleisië,"Consumer, non-cyclical",Aandelen,2840146
IHI Corp,5.055.285,Japan,Industrial,Aandelen,5055285
IHO Verwaltungs GmbH,3.532.158,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3532158
Iliad Holding SAS,9.050.357,Frankrijk,Communications,Bedrijfsobligaties,9050357
iliad SA,48.800.997,Frankrijk,Communications,Bedrijfsobligaties,48800997
Illinois Tool Works Inc,38.082.579,Verenigde Staten,Industrial,Bedrijfsobligaties,38082579
Illinois Tool Works Inc,14.349.836,Verenigde Staten,Industrial,Aandelen,14349836
Illumina Inc,3.822.857,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3822857
IMCD NV,19.106.880,Nederland,"Consumer, cyclical",Bedrijfsobligaties,19106880
Imeik Technology Development Co Ltd,164.968,China,"Consumer, non-cyclical",Aandelen,164968
Impala Platinum Holdings Ltd,7.141.618,Zuid-Africa,Basic materials,Aandelen,7141618
In'li SA,9.993.736,Frankrijk,Financial,Bedrijfsobligaties,9993736
Indian Hotels Co Ltd/The,2.869.209,India,"Consumer, cyclical",Aandelen,2869209
IndusInd Bank Ltd,2.337.211,India,Financial,Aandelen,2337211
Industria de Diseno Textil SA,7.312.435,Spanje,"Consumer, cyclical",Aandelen,7312435
Indutrade AB,712.105,Zweden,Industrial,Aandelen,712105
INEOS Quattro Finance 2 Plc,2.594.898,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,2594898
Infineon Technologies AG,45.936.295,Duitsland,Technology,Bedrijfsobligaties,45936295
Infineon Technologies AG,17.555.506,Duitsland,Technology,Aandelen,17555506
Info Edge India Ltd,2.260.069,India,Communications,Aandelen,2260069
Informa PLC,1.515.784,Verenigd Koninkrijk,Communications,Aandelen,1515784
Informa PLC,26.580.363,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,26580363
Infosys Ltd,18.613.376,India,Technology,Aandelen,18613376
Infrastrutture Wireless Italiane SpA,19.808.839,Italië,Industrial,Bedrijfsobligaties,19808839
ING Bank NV,15.482.108,Nederland,Financial,Bedrijfsobligaties,15482108
ING Groep NV,9.458.774,Nederland,Financial,Aandelen,9458774
ING Groep NV,35.784.471,Nederland,Financial,Bedrijfsobligaties,35784471
Ingersoll Rand Inc,12.993.041,Verenigde Staten,Industrial,Aandelen,12993041
Ingevity Corp,7.158.481,Verenigde Staten,Basic materials,Bedrijfsobligaties,7158481
Inner Mongolia Yili Industrial Group Co Ltd,997.769,China,"Consumer, non-cyclical",Aandelen,997769
InPost SA,445.116,Polen,Industrial,Aandelen,445116
Insight Enterprises Inc,7.970.784,Verenigde Staten,Technology,Bedrijfsobligaties,7970784
Installed Building Products Inc,3.147.236,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3147236
Insulet Corp,2.871.686,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2871686
Insulet Corp,7.393.986,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7393986
Insurance Australia Group Ltd,2.971.642,Australië,Financial,Aandelen,2971642
Intact Financial Corp,6.316.149,Canada,Financial,Aandelen,6316149
Intel Corp,38.233.540,Verenigde Staten,Technology,Aandelen,38233540
Interactive Brokers Group Inc,5.734.828,Verenigde Staten,Financial,Aandelen,5734828
Intercontinental Exchange Inc,62.622.202,Verenigde Staten,Financial,Aandelen,62622202
InterGlobe Aviation Ltd,4.437.871,India,"Consumer, cyclical",Aandelen,4437871
International Business Machines Corp,44.420.986,Verenigde Staten,Technology,Aandelen,44420986
International Business Machines Corp,81.981.778,Verenigde Staten,Technology,Bedrijfsobligaties,81981778
International Consolidated Airlines Group SA,665.849,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,665849
International Flavors & Fragrances Inc,9.035.297,Verenigde Staten,Basic materials,Bedrijfsobligaties,9035297
International Flavors & Fragrances Inc,9.035.297,Verenigde Staten,Basic materials,Bedrijfsobligaties,9035297
International Games System Co Ltd,3.188.959,Taiwan,Technology,Aandelen,3188959
International Paper Co,3.415.761,Verenigde Staten,Basic materials,Aandelen,3415761
Intertek Group PLC,887.512,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,887512
Intesa Sanpaolo SpA,42.759.814,Italië,Financial,Aandelen,42759814
Intesa Sanpaolo SpA,5.032.548,Italië,Financial,Bedrijfsobligaties,5032548
Intuit Inc,39.182.890,Verenigde Staten,Technology,Aandelen,39182890
Intuitive Surgical Inc,32.839.036,Verenigde Staten,"Consumer, non-cyclical",Aandelen,32839036
Inventec Corp,1.517.809,Taiwan,Technology,Aandelen,1517809
Investment AB Latour,353.129,Zweden,Financial,Aandelen,353129
Investor AB,26.113.862,Zweden,Financial,Bedrijfsobligaties,26113862
IOI Corp Bhd,1.737.027,Maleisië,"Consumer, non-cyclical",Aandelen,1737027
Ipsen SA,812.586,Frankrijk,"Consumer, non-cyclical",Aandelen,812586
IQVIA Holdings Inc,5.904.959,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5904959
IQVIA Inc,50.768.139,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,50768139
Iren SpA,12.930.744,Italië,Utilities,Bedrijfsobligaties,12930744
Iron Mountain Inc,22.112.783,Verenigde Staten,Financial,Bedrijfsobligaties,22112783
Iron Mountain Information Management Services Inc,4.922.561,Verenigde Staten,Financial,Bedrijfsobligaties,4922561
Isoftstone Information Technology Group Co Ltd,185.435,China,Communications,Aandelen,185435
ISS Global A/S,8.371.410,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,8371410
Italgas SpA,22.052.585,Italië,Utilities,Bedrijfsobligaties,22052585
Itau Unibanco Holding SA,25.436.338,Brazilië,Financial,Aandelen,25436338
Itausa SA,8.458.914,Brazilië,Financial,Aandelen,8458914
IWG US Finance LLC,4.341.492,Verenigde Staten,Financial,Bedrijfsobligaties,4341492
J Sainsbury PLC,916.239,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,916239
J&T Global Express Ltd,1.781.043,China,Industrial,Aandelen,1781043
JAB Holdings BV,6.319.475,Luxemburg,Financial,Bedrijfsobligaties,6319475
Jabil Inc,5.626.598,Verenigde Staten,Industrial,Aandelen,5626598
Jack Henry & Associates Inc,2.414.904,Verenigde Staten,Technology,Aandelen,2414904
Jacobs Solutions Inc,12.072.931,Verenigde Staten,Industrial,Aandelen,12072931
James Hardie International Finance DAC,4.798.010,Verenigde Staten,Industrial,Bedrijfsobligaties,4798010
Japan Airlines Co Ltd,587.850,Japan,"Consumer, cyclical",Aandelen,587850
Japan Exchange Group Inc,2.795.932,Japan,Financial,Aandelen,2795932
Japan Post Bank Co Ltd,7.078.531,Japan,Financial,Aandelen,7078531
Japan Post Holdings Co Ltd,4.953.083,Japan,Financial,Aandelen,4953083
Japan Post Insurance Co Ltd,1.409.998,Japan,Financial,Aandelen,1409998
Jarir Marketing Co,1.110.137,Saoedi-Arabië,"Consumer, cyclical",Aandelen,1110137
Jazz Securities DAC,12.735.102,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,12735102
JCDecaux SE,10.490.348,Frankrijk,Communications,Bedrijfsobligaties,10490348
JD Health International Inc,3.759.955,China,"Consumer, cyclical",Aandelen,3759955
JD Logistics Inc,2.022.681,China,Industrial,Aandelen,2022681
JD Sports Fashion PLC,268.672,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,268672
JD.com Inc,19.178.826,China,Communications,Aandelen,19178826
JDE Peet's NV,14.935.627,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,14935627
JELD-WEN Inc,1.066.643,Verenigde Staten,Industrial,Bedrijfsobligaties,1066643
Jeronimo Martins SGPS SA,778.895,Portugal,"Consumer, non-cyclical",Aandelen,778895
JH North America Holdings Inc,2.614.631,Verenigde Staten,Industrial,Bedrijfsobligaties,2614631
Jiangsu Hengrui Pharmaceuticals Co Ltd,1.746.166,China,"Consumer, non-cyclical",Aandelen,1746166
Jio Financial Services Ltd,3.581.123,India,Financial,Aandelen,3581123
John Deere Bank SA,31.529.713,Verenigde Staten,Industrial,Bedrijfsobligaties,31529713
John Deere Capital Corp,20.490.077,Verenigde Staten,Industrial,Bedrijfsobligaties,20490077
Johnson & Johnson,30.784.711,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30784711
Johnson & Johnson,116.048.113,Verenigde Staten,"Consumer, non-cyclical",Aandelen,116048113
Johnson Controls International plc / Tyco Fire & Security Finance SCA,9.310.602,Verenigde Staten,Industrial,Bedrijfsobligaties,9310602
Jollibee Foods Corp,700.938,Filipijnen,"Consumer, cyclical",Aandelen,700938
JPMorgan Chase & Co,49.493.141,Verenigde Staten,Financial,Bedrijfsobligaties,49493141
JPMorgan Chase & Co,212.694.122,Verenigde Staten,Financial,Aandelen,212694122
Jubilant Foodworks Ltd,767.158,India,"Consumer, cyclical",Aandelen,767158
Julius Baer Group Ltd,1.738.298,Zwitserland,Financial,Aandelen,1738298
JUMBO SA,1.678.547,Griekenland,"Consumer, cyclical",Aandelen,1678547
Jyske Bank A/S,19.233.325,Denemarken,Financial,Bedrijfsobligaties,19233325
Kaiser Aluminum Corp,3.440.125,Verenigde Staten,Basic materials,Bedrijfsobligaties,3440125
Kajima Corp,3.915.367,Japan,Industrial,Aandelen,3915367
Kakao Corp,5.175.642,Zuid-Korea,Communications,Aandelen,5175642
KakaoBank Corp,1.533.789,Zuid-Korea,Financial,Aandelen,1533789
Kanzhun Ltd,3.057.550,China,Communications,Aandelen,3057550
Kao Corp,4.458.995,Japan,"Consumer, non-cyclical",Aandelen,4458995
Kapla Holding SAS,2.846.649,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,2846649
Kasikornbank PCL,1.752.105,Thailand,Financial,Aandelen,1752105
KB Financial Group Inc,18.431.182,Zuid-Korea,Financial,Aandelen,18431182
KBC Group NV,30.350.642,België,Financial,Bedrijfsobligaties,30350642
KBC Group NV,37.361.885,België,Financial,Aandelen,37361885
KBC IFIMA SA,7.411.318,België,Financial,Bedrijfsobligaties,7411318
KDDI Corp,13.031.840,Japan,Communications,Aandelen,13031840
KE Holdings Inc,5.478.057,China,Financial,Aandelen,5478057
Kennedy-Wilson Inc,7.501.245,Verenigde Staten,Financial,Bedrijfsobligaties,7501245
Keppel Ltd,3.338.990,Singapore,Industrial,Aandelen,3338990
Kerry Group Financial Services,25.154.455,Ierland,"Consumer, non-cyclical",Bedrijfsobligaties,25154455
Kerry Group PLC,4.212.688,Ierland,"Consumer, non-cyclical",Aandelen,4212688
Kesko OYJ,695.218,Finland,"Consumer, non-cyclical",Aandelen,695218
Keurig Dr Pepper Inc,6.603.981,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6603981
KeyCorp,3.663.293,Verenigde Staten,Financial,Aandelen,3663293
Keyence Corp,16.670.178,Japan,Industrial,Aandelen,16670178
Keysight Technologies Inc,9.494.269,Verenigde Staten,Industrial,Aandelen,9494269
KFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC,7.921.202,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7921202
KGI Financial Holding Co Ltd,4.872.262,Taiwan,Financial,Aandelen,4872262
Kimberly-Clark de Mexico SAB de CV,2.189.341,Mexico,"Consumer, non-cyclical",Aandelen,2189341
King Slide Works Co Ltd,2.671.989,Taiwan,Industrial,Aandelen,2671989
King Yuan Electronics Co Ltd,3.911.190,Taiwan,Technology,Aandelen,3911190
Kingdee International Software Group Co Ltd,1.261.759,China,Technology,Aandelen,1261759
Kingfisher PLC,768.469,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,768469
Kingsoft Corp Ltd,1.645.904,China,Technology,Aandelen,1645904
Kingspan Group PLC,11.743.864,Ierland,Industrial,Aandelen,11743864
Kingspan Securities Ireland DAC,7.546.103,Ierland,Industrial,Bedrijfsobligaties,7546103
Kirin Holdings Co Ltd,3.044.268,Japan,"Consumer, non-cyclical",Aandelen,3044268
KLA Corp,52.432.722,Verenigde Staten,Technology,Aandelen,52432722
Klabin SA,1.308.717,Brazilië,Industrial,Aandelen,1308717
Klepierre SA,3.107.708,Frankrijk,Financial,Bedrijfsobligaties,3107708
Knife River Corp,2.779.608,Verenigde Staten,Industrial,Bedrijfsobligaties,2779608
Knorr-Bremse AG,3.514.608,Duitsland,Industrial,Bedrijfsobligaties,3514608
Komatsu Ltd,8.450.187,Japan,Industrial,Aandelen,8450187
Komercni banka as,1.983.807,Tsjechië,Financial,Aandelen,1983807
Konami Group Corp,3.069.491,Japan,Technology,Aandelen,3069491
Kone OYJ,21.784.910,Finland,Industrial,Aandelen,21784910
Koninklijke Ahold Delhaize NV,40.016.880,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,40016880
Koninklijke Ahold Delhaize NV,5.004.179,Nederland,"Consumer, non-cyclical",Aandelen,5004179
Koninklijke KPN NV,30.619.820,Nederland,Communications,Bedrijfsobligaties,30619820
Koninklijke KPN NV,2.554.500,Nederland,Communications,Aandelen,2554500
Korea Investment Holdings Co Ltd,3.013.919,Zuid-Korea,Financial,Aandelen,3013919
Korn Ferry,9.888.281,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9888281
Kotak Mahindra Bank Ltd,11.037.985,India,Financial,Aandelen,11037985
Kraft Heinz Co/The,4.084.584,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4084584
Kraft Heinz Foods Co,23.976.808,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,23976808
Krafton Inc,2.930.792,Zuid-Korea,Technology,Aandelen,2930792
Kreditanstalt fuer Wiederaufbau,25.793.528,Duitsland,Financial,Bedrijfsobligaties,25793528
Kroger Co/The,8.839.702,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8839702
Krung Thai Bank PCL,1.781.877,Thailand,Financial,Aandelen,1781877
Kuang-Chi Technologies Co Ltd,263.754,China,Industrial,Aandelen,263754
Kubota Corp,3.735.695,Japan,Industrial,Aandelen,3735695
Kuehne + Nagel International AG,1.263.473,Zwitserland,Industrial,Aandelen,1263473
Kyocera Corp,4.741.639,Japan,Industrial,Aandelen,4741639
L'Oreal SA,42.342.174,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,42342174
L'Oreal SA,38.829.204,Frankrijk,"Consumer, non-cyclical",Aandelen,38829204
La Banque Postale SA,15.237.413,Frankrijk,Financial,Bedrijfsobligaties,15237413
La Poste SA,28.665.867,Frankrijk,Industrial,Bedrijfsobligaties,28665867
Labcorp Holdings Inc,17.820.370,Verenigde Staten,"Consumer, non-cyclical",Aandelen,17820370
Lam Research Corp,54.222.205,Verenigde Staten,Technology,Aandelen,54222205
Lamar Media Corp,14.915.035,Verenigde Staten,Communications,Bedrijfsobligaties,14915035
Lamb Weston Holdings Inc,6.248.853,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6248853
Lansforsakringar Bank AB,39.492.256,Zweden,Financial,Bedrijfsobligaties,39492256
LANXESS AG,7.153.999,Duitsland,Basic materials,Bedrijfsobligaties,7153999
Laopu Gold Co Ltd,1.156.346,China,"Consumer, cyclical",Aandelen,1156346
Larsen & Toubro Infotech Ltd,1.143.304,India,Technology,Aandelen,1143304
Lasertec Corp,4.148.202,Japan,Technology,Aandelen,4148202
LCM Investments Holdings II LLC,1.758.421,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1758421
LEG Immobilien SE,7.731.231,Duitsland,Financial,Bedrijfsobligaties,7731231
Legal & General Group PLC,2.223.767,Verenigd Koninkrijk,Financial,Aandelen,2223767
Legrand SA,7.541.392,Frankrijk,Industrial,Bedrijfsobligaties,7541392
Legrand SA,22.577.068,Frankrijk,Industrial,Aandelen,22577068
Lennar Corp,3.954.755,Verenigde Staten,"Consumer, cyclical",Aandelen,3954755
Lennox International Inc,2.897.489,Verenigde Staten,Industrial,Aandelen,2897489
Lenovo Group Ltd,3.895.600,China,Technology,Aandelen,3895600
LG Corp,3.020.605,Zuid-Korea,Technology,Aandelen,3020605
LG Electronics Inc,4.035.410,Zuid-Korea,"Consumer, cyclical",Aandelen,4035410
LG Energy Solution Ltd,6.709.397,Zuid-Korea,"Consumer, cyclical",Aandelen,6709397
LG Uplus Corp,844.354,Zuid-Korea,Communications,Aandelen,844354
LGI Homes Inc,910.342,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,910342
Li Auto Inc,5.974.477,China,"Consumer, cyclical",Aandelen,5974477
Liberty Media Corp-Liberty Formula One,3.435.260,Verenigde Staten,"Consumer, cyclical",Aandelen,3435260
Lifco AB,795.735,Zweden,"Consumer, non-cyclical",Aandelen,795735
Life Time Inc,1.923.076,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1923076
LifePoint Health Inc,3.181.041,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3181041
Linde PLC,57.581.384,Verenigde Staten,Basic materials,Bedrijfsobligaties,57581384
Linde PLC,90.446.726,Verenigde Staten,Basic materials,Aandelen,90446726
Lingyi iTech Guangdong Co,386.206,China,Industrial,Aandelen,386206
Lite-On Technology Corp,4.096.471,Taiwan,"Consumer, cyclical",Aandelen,4096471
Lithia Motors Inc,6.850.948,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6850948
Live Nation Entertainment Inc,15.454.617,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,15454617
Live Nation Entertainment Inc,4.795.819,Verenigde Staten,"Consumer, cyclical",Aandelen,4795819
LKQ Dutch Bond BV,7.428.201,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7428201
Lloyds Banking Group PLC,8.611.643,Verenigd Koninkrijk,Financial,Aandelen,8611643
Lloyds Banking Group PLC,10.091.285,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,10091285
Loblaw Cos Ltd,5.296.760,Canada,"Consumer, non-cyclical",Aandelen,5296760
Loews Corp,3.756.744,Verenigde Staten,Financial,Aandelen,3756744
Logitech International SA,1.596.789,Zwitserland,Technology,Aandelen,1596789
London Power Networks PLC,14.028.661,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14028661
London Stock Exchange Group PLC,10.967.980,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,10967980
London Stock Exchange Group PLC,21.226.526,Verenigd Koninkrijk,Financial,Aandelen,21226526
LONGi Green Energy Technology Co Ltd,417.770,China,Energy,Aandelen,417770
Lonza Finance International NV,21.546.146,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,21546146
Lonza Group AG,18.959.238,Zwitserland,"Consumer, non-cyclical",Aandelen,18959238
Lotes Co Ltd,2.337.397,Taiwan,Industrial,Aandelen,2337397
Louis Dreyfus Co Finance BV,9.799.927,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,9799927
Lowe's Cos Inc,25.951.017,Verenigde Staten,"Consumer, cyclical",Aandelen,25951017
Loxam SAS,23.670.531,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,23670531
LPL Financial Holdings Inc,4.710.619,Verenigde Staten,Financial,Aandelen,4710619
LPP SA,3.623.653,Polen,"Consumer, cyclical",Aandelen,3623653
LS Electric Co Ltd,3.954.607,Zuid-Korea,Industrial,Aandelen,3954607
Lseg Netherlands BV,34.365.491,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,34365491
Lsf12 Helix Parent LLC,2.323.465,Verenigde Staten,Industrial,Bedrijfsobligaties,2323465
Lumo Kodit Oyj,17.452.089,Finland,Financial,Bedrijfsobligaties,17452089
Lunar Funding V for Swisscom AG,11.117.293,Zwitserland,Communications,Bedrijfsobligaties,11117293
Lupin Ltd,3.586.962,India,"Consumer, non-cyclical",Aandelen,3586962
Luxshare Precision Industry Co Ltd,1.589.020,China,Industrial,Aandelen,1589020
LY Corp,1.713.453,Japan,Communications,Aandelen,1713453
M/I Homes Inc,1.877.759,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1877759
M&G PLC,955.260,Verenigd Koninkrijk,Financial,Aandelen,955260
M&T Bank Corp,6.541.947,Verenigde Staten,Financial,Aandelen,6541947
M3 Inc,1.087.830,Japan,Communications,Aandelen,1087830
Macquarie Group Ltd,12.465.814,Australië,Financial,Aandelen,12465814
Macquarie Group Ltd,6.288.889,Australië,Financial,Bedrijfsobligaties,6288889
Magallanes Inc,11.048.175,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,11048175
Magna International Inc,2.831.956,Canada,"Consumer, cyclical",Aandelen,2831956
Magnera Corp,2.169.967,Verenigde Staten,Basic materials,Bedrijfsobligaties,2169967
Magnum Icc Finance BV,9.980.333,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,9980333
Magnum Ice Cream Co NV/The,854.201,Nederland,"Consumer, non-cyclical",Aandelen,854201
Mahle GmbH,1.325.390,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,1325390
Makita Corp,1.861.254,Japan,Industrial,Aandelen,1861254
Malayan Banking Bhd,9.092.963,Maleisië,Financial,Aandelen,9092963
Manchester Airport Group Funding PLC,13.893.727,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,13893727
Manila Electric Co,1.591.738,Filipijnen,Utilities,Aandelen,1591738
ManpowerGroup Inc,4.925.502,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4925502
Manulife Financial Corp,11.527.950,Canada,Financial,Aandelen,11527950
Mapfre SA,7.800.785,Spanje,Financial,Bedrijfsobligaties,7800785
Maple Parent Holdings Corp,15.142.110,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,15142110
Marico Ltd,2.394.812,India,"Consumer, non-cyclical",Aandelen,2394812
Markel Group Inc,4.781.022,Verenigde Staten,Financial,Aandelen,4781022
Marriott International Inc/MD,15.126.917,Verenigde Staten,"Consumer, cyclical",Aandelen,15126917
Marsh & McLennan Cos Inc,14.111.358,Verenigde Staten,Financial,Bedrijfsobligaties,14111358
Marsh & McLennan Cos Inc,31.195.860,Verenigde Staten,Financial,Aandelen,31195860
Martin Marietta Materials Inc,7.052.205,Verenigde Staten,Industrial,Aandelen,7052205
Marvell Technology Inc,23.723.773,Verenigde Staten,Technology,Aandelen,23723773
MassMutual Global Funding II,10.801.050,Verenigde Staten,Financial,Bedrijfsobligaties,10801050
Masterbrand Inc,3.865.001,Verenigde Staten,Industrial,Bedrijfsobligaties,3865001
Mastercard Inc,97.853.914,Verenigde Staten,Financial,Aandelen,97853914
Match Group Holdings II LLC,12.902.918,Verenigde Staten,Communications,Bedrijfsobligaties,12902918
MatsukiyoCocokara & Co,1.296.738,Japan,"Consumer, cyclical",Aandelen,1296738
Mattel Inc,1.833.479,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1833479
Max Healthcare Institute Ltd,4.507.963,India,"Consumer, non-cyclical",Aandelen,4507963
mBank SA,2.615.127,Polen,Financial,Aandelen,2615127
McCormick & Co Inc/MD,8.190.831,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8190831
McDonald's Corp,43.264.555,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,43264555
McDonald's Corp,43.939.750,Verenigde Staten,"Consumer, cyclical",Aandelen,43939750
McGraw-Hill Education Inc,7.842.098,Verenigde Staten,Communications,Bedrijfsobligaties,7842098
McKesson Corp,21.420.702,Verenigde Staten,"Consumer, non-cyclical",Aandelen,21420702
MediaTek Inc,30.094.595,Taiwan,Technology,Aandelen,30094595
Medibank Pvt Ltd,2.029.664,Australië,Financial,Aandelen,2029664
Medtronic Inc,9.244.456,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9244456
Medtronic PLC,46.116.195,Verenigde Staten,"Consumer, non-cyclical",Aandelen,46116195
Mega Financial Holding Co Ltd,7.801.299,Taiwan,Financial,Aandelen,7801299
Mehilainen Yhtiot Oy,3.522.562,Finland,"Consumer, non-cyclical",Bedrijfsobligaties,3522562
Meitu Inc,1.033.618,China,Communications,Aandelen,1033618
Meituan,29.167.988,China,Communications,Aandelen,29167988
MercadoLibre Inc,15.662.022,Brazilië,Communications,Aandelen,15662022
Mercedes-Benz Group AG,17.531.109,Duitsland,"Consumer, cyclical",Aandelen,17531109
Mercedes-Benz Group AG,3.788.403,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,3788403
Mercer International Inc,1.365.275,Duitsland,Basic materials,Bedrijfsobligaties,1365275
Merck & Co Inc,89.765.760,Verenigde Staten,"Consumer, non-cyclical",Aandelen,89765760
Merck & Co Inc,11.322.834,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,11322834
Merck Financial Services GmbH,2.722.183,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,2722183
Merck KGaA,1.868.044,Duitsland,"Consumer, non-cyclical",Aandelen,1868044
Meridian Energy Ltd,1.016.953,Nieuw-Zeeland,Utilities,Aandelen,1016953
Meritz Financial Group Inc,3.132.489,Zuid-Korea,Financial,Aandelen,3132489
Merlin Entertainments Group US Holdings Inc,1.648.142,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,1648142
Merlin Properties Socimi SA,14.049.138,Spanje,Financial,Bedrijfsobligaties,14049138
MetLife Inc,18.058.949,Verenigde Staten,Financial,Aandelen,18058949
Metro Inc/CN,2.734.083,Canada,"Consumer, non-cyclical",Aandelen,2734083
Metropolitan Bank & Trust Co,1.048.815,Filipijnen,Financial,Aandelen,1048815
Metropolitan Life Global Funding I,41.223.941,Verenigde Staten,Financial,Bedrijfsobligaties,41223941
Metso Oyj,1.242.582,Finland,Industrial,Aandelen,1242582
Mettler-Toledo International Inc,5.128.209,Verenigde Staten,Industrial,Aandelen,5128209
