Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Tesla Inc,212.440.187,Verenigde Staten,"Consumer, cyclical",Aandelen,212440187
Texas Instruments Inc,47.731.784,Verenigde Staten,Technology,Aandelen,47731784
Thermo Fisher Scientific Inc,66.341.619,Verenigde Staten,"Consumer, non-cyclical",Aandelen,66341619
Thomson Reuters Corp,2.762.484,Verenigde Staten,Communications,Aandelen,2762484
Thor Industries Inc,9.138.547,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9138547
Tianqi Lithium Corp,213.287,China,Basic materials,Aandelen,213287
TIM SA/Brazil,2.742.486,Brazilië,Communications,Aandelen,2742486
Timken Co/The,10.997.076,Verenigde Staten,Industrial,Bedrijfsobligaties,10997076
Tingyi Cayman Islands Holding Corp,1.945.527,China,"Consumer, non-cyclical",Aandelen,1945527
TIS Inc,1.100.143,Japan,Technology,Aandelen,1100143
Titan Co Ltd,8.184.159,India,"Consumer, cyclical",Aandelen,8184159
Titan Global Finance PLC,2.924.326,Griekenland,Industrial,Bedrijfsobligaties,2924326
TMBThanachart Bank PCL,970.056,Thailand,Financial,Aandelen,970056
TMX Group Ltd,1.831.372,Canada,Financial,Aandelen,1831372
Toast Inc,2.249.807,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2249807
Toho Co Ltd/Tokyo,1.427.791,Japan,"Consumer, cyclical",Aandelen,1427791
Tokio Marine Holdings Inc,20.998.637,Japan,Financial,Aandelen,20998637
Tokyo Electron Ltd,26.038.161,Japan,Technology,Aandelen,26038161
Tokyu Corp,1.439.004,Japan,Industrial,Aandelen,1439004
Tongcheng Travel Holdings Ltd,1.778.978,China,Communications,Aandelen,1778978
TopBuild Corp,9.156.765,Verenigde Staten,Industrial,Bedrijfsobligaties,9156765
TOPPAN Holdings Inc,1.522.830,Japan,"Consumer, non-cyclical",Aandelen,1522830
Toray Industries Inc,2.391.275,Japan,Basic materials,Aandelen,2391275
Toromont Industries Ltd,2.152.238,Canada,"Consumer, cyclical",Aandelen,2152238
Toronto-Dominion Bank/The,27.810.916,Canada,Financial,Bedrijfsobligaties,27810916
Toronto-Dominion Bank/The,32.480.202,Canada,Financial,Aandelen,32480202
Torrent Pharmaceuticals Ltd,2.738.571,India,"Consumer, non-cyclical",Aandelen,2738571
Torrent Power Ltd,1.023.900,India,Utilities,Aandelen,1023900
TOTVS SA,1.833.324,Brazilië,Technology,Aandelen,1833324
Toucan FinCo Ltd/Toucan FinCo Can Inc/Toucan FinCo US LLC,5.517.947,Canada,Industrial,Bedrijfsobligaties,5517947
Toyota Finance Australia Ltd,14.390.982,Australië,"Consumer, cyclical",Bedrijfsobligaties,14390982
Toyota Motor Corp,46.749.441,Japan,"Consumer, cyclical",Aandelen,46749441
Toyota Motor Credit Corp,22.987.412,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,22987412
Toyota Motor Finance Netherlands BV,26.179.054,Japan,"Consumer, cyclical",Bedrijfsobligaties,26179054
Toyota Tsusho Corp,5.888.213,Japan,"Consumer, cyclical",Aandelen,5888213
Tractor Supply Co,8.615.217,Verenigde Staten,"Consumer, cyclical",Aandelen,8615217
Trade Desk Inc/The,1.963.408,Verenigde Staten,Communications,Aandelen,1963408
Tradeweb Markets Inc,2.610.332,Verenigde Staten,Financial,Aandelen,2610332
Trane Technologies plc,54.249.262,Verenigde Staten,Industrial,Aandelen,54249262
TransAlta Corp,937.411,Canada,Utilities,Bedrijfsobligaties,937411
TransDigm Group Inc,12.753.388,Verenigde Staten,Industrial,Aandelen,12753388
TransDigm Inc,52.609.848,Verenigde Staten,Industrial,Bedrijfsobligaties,52609848
Transmission Finance DAC,7.516.307,Finland,Utilities,Bedrijfsobligaties,7516307
TransUnion,2.628.764,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2628764
Transurban Finance Co Pty Ltd,24.120.794,Australië,"Consumer, non-cyclical",Bedrijfsobligaties,24120794
Transurban Group,7.343.912,Australië,"Consumer, non-cyclical",Aandelen,7343912
Travelers Cos Inc/The,13.325.083,Verenigde Staten,Financial,Aandelen,13325083
Trelleborg AB,863.948,Zweden,Industrial,Aandelen,863948
Trent Ltd,3.502.843,India,"Consumer, cyclical",Aandelen,3502843
TriMas Corp,5.315.332,Verenigde Staten,Industrial,Bedrijfsobligaties,5315332
Trimble Inc,11.347.087,Verenigde Staten,Industrial,Aandelen,11347087
TriNet Group Inc,7.784.276,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7784276
Trinity Industries Inc,2.711.496,Verenigde Staten,Industrial,Bedrijfsobligaties,2711496
Trip.com Group Ltd,16.739.434,China,Communications,Aandelen,16739434
Trivium Packaging Finance BV,9.464.753,Nederland,Industrial,Bedrijfsobligaties,9464753
True Corp PCL,2.148.554,Thailand,Communications,Aandelen,2148554
Truist Financial Corp,11.804.699,Verenigde Staten,Financial,Aandelen,11804699
Tryg A/S,940.155,Denemarken,Financial,Aandelen,940155
TS Financial Holding Co Ltd,8.364.724,Taiwan,Financial,Aandelen,8364724
TTM Technologies Inc,5.403.102,Verenigde Staten,Industrial,Bedrijfsobligaties,5403102
Tube Investments of India Ltd,1.323.990,India,Industrial,Aandelen,1323990
TUI AG,6.926.813,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,6926813
Turk Hava Yollari AO,2.162.781,Turkije,"Consumer, cyclical",Aandelen,2162781
Turkcell Iletisim Hizmetleri AS,1.728.729,Turkije,Communications,Aandelen,1728729
Turkiye Is Bankasi AS,1.572.169,Turkije,Financial,Aandelen,1572169
Twilio Inc,3.491.991,Verenigde Staten,Technology,Aandelen,3491991
Twilio Inc,6.716.686,Verenigde Staten,Technology,Bedrijfsobligaties,6716686
Tyco Electronics Group SA,14.452.740,Zwitserland,Industrial,Bedrijfsobligaties,14452740
Tyler Technologies Inc,11.245.468,Verenigde Staten,Technology,Aandelen,11245468
Uber Technologies Inc,36.279.077,Verenigde Staten,Communications,Aandelen,36279077
UBS AG/London,32.030.760,Zwitserland,Financial,Bedrijfsobligaties,32030760
UBS Group AG,47.334.007,Zwitserland,Financial,Bedrijfsobligaties,47334007
UBS Group AG,14.861.989,Zwitserland,Financial,Aandelen,14861989
UGI International LLC,7.877.416,Verenigde Staten,Utilities,Bedrijfsobligaties,7877416
UKG Inc,4.567.994,Verenigde Staten,Technology,Bedrijfsobligaties,4567994
Ulta Beauty Inc,4.703.573,Verenigde Staten,"Consumer, cyclical",Aandelen,4703573
Ultrapar Participacoes SA,2.267.833,Brazilië,Energy,Aandelen,2267833
Uni-President Enterprises Corp,5.977.085,Taiwan,"Consumer, non-cyclical",Aandelen,5977085
Unibail-Rodamco-Westfield SE,27.458.176,Frankrijk,Financial,Bedrijfsobligaties,27458176
UniCredit SpA,11.627.060,Italië,Financial,Aandelen,11627060
UniCredit SpA,18.023.517,Italië,Financial,Bedrijfsobligaties,18023517
Unilever Capital Corp,14.655.897,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,14655897
Unilever Finance Netherlands BV,31.435.076,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,31435076
Unilever PLC,44.406.407,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,44406407
Unimicron Technology Corp,7.726.061,Taiwan,Industrial,Aandelen,7726061
Union Bank of India Ltd,1.676.403,India,Financial,Aandelen,1676403
Union Pacific Corp,43.128.958,Verenigde Staten,Industrial,Aandelen,43128958
Unipol Assicurazioni SPA,943.491,Italië,Financial,Aandelen,943491
UNIQA Insurance Group AG,14.302.148,Oostenrijk,Financial,Bedrijfsobligaties,14302148
United Airlines Holdings Inc,1.437.305,Verenigde Staten,"Consumer, cyclical",Aandelen,1437305
United Airlines Inc,1.561.817,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1561817
United Microelectronics Corp,8.451.414,Taiwan,Technology,Aandelen,8451414
United Overseas Bank Ltd,8.875.883,Singapore,Financial,Aandelen,8875883
United Parcel Service Inc,14.264.929,Verenigde Staten,Industrial,Aandelen,14264929
United Parcel Service Inc,2.199.767,Verenigde Staten,Industrial,Bedrijfsobligaties,2199767
United Rentals Inc,18.282.291,Verenigde Staten,"Consumer, non-cyclical",Aandelen,18282291
United Rentals North America Inc,17.767.973,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,17767973
United Spirits Ltd,1.981.000,India,"Consumer, non-cyclical",Aandelen,1981000
United Utilities Group PLC,1.378.650,Verenigd Koninkrijk,Utilities,Aandelen,1378650
UnitedHealth Group Inc,59.516.649,Verenigde Staten,"Consumer, non-cyclical",Aandelen,59516649
Uniti Group LP / Uniti Group Finance Inc / CSL Capital LLC,3.706.084,Verenigde Staten,Communications,Bedrijfsobligaties,3706084
Universal Music Group NV,14.510.596,Nederland,"Consumer, cyclical",Bedrijfsobligaties,14510596
Universal Music Group NV,2.481.593,Nederland,"Consumer, cyclical",Aandelen,2481593
Upbound Group Inc,2.989.517,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2989517
Upjohn Finance BV,5.573.094,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5573094
UPL Ltd,1.638.155,India,Basic materials,Aandelen,1638155
UPM-Kymmene OYJ,9.054.255,Finland,Basic materials,Bedrijfsobligaties,9054255
UPM-Kymmene OYJ,1.921.426,Finland,Basic materials,Aandelen,1921426
Urenco Finance NV,8.864.051,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,8864051
US Bancorp,24.144.160,Verenigde Staten,Financial,Aandelen,24144160
US Foods Holding Corp,11.457.425,Verenigde Staten,"Consumer, non-cyclical",Aandelen,11457425
US Foods Inc,14.905.129,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,14905129
Vail Resorts Inc,7.282.306,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7282306
Vale SA,31.962.765,Brazilië,Basic materials,Aandelen,31962765
Valeo SE,38.913.612,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,38913612
Vallourec SACA,1.549.040,Frankrijk,Industrial,Bedrijfsobligaties,1549040
Valterra Platinum Ltd,11.866.137,Zuid-Africa,Basic materials,Aandelen,11866137
Vanguard International Semiconductor Corp,1.816.477,Taiwan,Technology,Aandelen,1816477
Varun Beverages Ltd,3.094.909,India,"Consumer, non-cyclical",Aandelen,3094909
VAT Group AG,1.895.277,Zwitserland,Industrial,Aandelen,1895277
Vattenfall AB,1.998.831,Zweden,Utilities,Bedrijfsobligaties,1998831
Veeva Systems Inc,5.285.351,Verenigde Staten,Technology,Aandelen,5285351
Veolia Environnement SA,97.493.491,Frankrijk,Utilities,Bedrijfsobligaties,97493491
Veolia Environnement SA,22.235.516,Frankrijk,Utilities,Aandelen,22235516
Verallia SA,2.341.570,Frankrijk,Industrial,Bedrijfsobligaties,2341570
Veralto Corp,14.854.130,Verenigde Staten,Industrial,Aandelen,14854130
Verbund AG,602.667,Oostenrijk,Utilities,Aandelen,602667
VeriSign Inc,4.024.587,Verenigde Staten,Communications,Aandelen,4024587
Verisk Analytics Inc,13.990.151,Verenigde Staten,"Consumer, non-cyclical",Aandelen,13990151
Verizon Communications Inc,41.876.437,Verenigde Staten,Communications,Aandelen,41876437
Verizon Communications Inc,55.004.032,Verenigde Staten,Communications,Bedrijfsobligaties,55004032
Versant Media Group Inc,2.451.148,Verenigde Staten,Communications,Bedrijfsobligaties,2451148
Vestas Wind Systems A/S,3.512.219,Denemarken,Energy,Aandelen,3512219
Vesteda Finance BV,15.197.505,Nederland,Financial,Bedrijfsobligaties,15197505
VF Corp,10.638.462,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10638462
VGP NV,3.286.391,België,Financial,Bedrijfsobligaties,3286391
Vibra Energia SA,3.850.764,Brazilië,Energy,Aandelen,3850764
Vicinity Centres Trust,20.126.135,Australië,Financial,Bedrijfsobligaties,20126135
Victory Giant Technology Huizhou Co Ltd,674.829,China,Industrial,Aandelen,674829
Victra Holdings LLC / Victra Finance Corp,2.825.429,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2825429
Vier Gas Transport GmbH,11.821.232,Duitsland,Utilities,Bedrijfsobligaties,11821232
Vinci SA,8.645.143,Frankrijk,Industrial,Aandelen,8645143
Vipshop Holdings Ltd,2.676.425,China,Communications,Aandelen,2676425
Virgin Media Secured Finance PLC,1.105.550,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,1105550
Visa Inc,66.418.494,Verenigde Staten,Financial,Bedrijfsobligaties,66418494
Visa Inc,150.444.013,Verenigde Staten,Financial,Aandelen,150444013
Vishal Mega Mart Ltd,1.058.051,India,Communications,Aandelen,1058051
Vivion Investments Sarl,4.126.902,Luxemburg,Financial,Bedrijfsobligaties,4126902
VM Consolidated Inc,4.945.024,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4945024
Vmed O2 UK Financing I PLC,6.630.095,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,6630095
Vodacom Group Ltd,2.825.614,Zuid-Africa,Communications,Aandelen,2825614
Vodafone Group PLC,52.930.353,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,52930353
Vodafone Group PLC,3.507.161,Verenigd Koninkrijk,Communications,Aandelen,3507161
Vodafone International Financing DAC,19.481.373,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,19481373
VoltaGrid LLC,2.997.023,Verenigde Staten,Utilities,Bedrijfsobligaties,2997023
Voltas Ltd,1.333.250,India,Industrial,Aandelen,1333250
Volvo AB,6.000.143,Zweden,"Consumer, cyclical",Aandelen,6000143
Volvo Car AB,10.988.957,Zweden,"Consumer, cyclical",Bedrijfsobligaties,10988957
Volvo Treasury AB,45.651.457,Zweden,"Consumer, cyclical",Bedrijfsobligaties,45651457
Vonovia SE,27.012.177,Duitsland,Financial,Bedrijfsobligaties,27012177
Vornado Realty LP,2.300.914,Verenigde Staten,Financial,Bedrijfsobligaties,2300914
VT Topco Inc,2.943.023,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2943023
Vulcan Materials Co,7.000.818,Verenigde Staten,Industrial,Aandelen,7000818
VZ Secured Financing BV,15.468.143,Nederland,Communications,Bedrijfsobligaties,15468143
VZ Vendor Financing II BV,1.558.619,Nederland,Communications,Bedrijfsobligaties,1558619
W R Berkley Corp,3.947.232,Verenigde Staten,Financial,Aandelen,3947232
Walmart Inc,377.493,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,377493
WALT DISNEY CO/THE,34.657.318,Verenigde Staten,Communications,Aandelen,34657318
Wand NewCo 3 Inc,516.614,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,516614
Want Want China Holdings Ltd,1.717.746,China,"Consumer, non-cyclical",Aandelen,1717746
Warehouses De Pauw CVA,5.043.792,België,Financial,Bedrijfsobligaties,5043792
Warner Bros Discovery Inc,12.662.416,Verenigde Staten,Communications,Aandelen,12662416
Waste Connections Inc,8.172.754,Verenigde Staten,Industrial,Aandelen,8172754
Waste Management Inc,45.161.653,Verenigde Staten,Industrial,Aandelen,45161653
Waste Pro USA Inc,4.749.704,Verenigde Staten,Industrial,Bedrijfsobligaties,4749704
Waters Corp,5.810.486,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5810486
Watsco Inc,2.423.267,Verenigde Staten,"Consumer, cyclical",Aandelen,2423267
Watts Water Technologies Inc,9.878.728,Verenigde Staten,Industrial,Aandelen,9878728
Wayfair LLC,2.460.321,Verenigde Staten,Communications,Bedrijfsobligaties,2460321
Wells Fargo & Co,51.328.551,Verenigde Staten,Financial,Aandelen,51328551
WESCO Distribution Inc,12.952.714,Verenigde Staten,Industrial,Bedrijfsobligaties,12952714
Wesfarmers Ltd,11.487.935,Australië,"Consumer, cyclical",Bedrijfsobligaties,11487935
Wesfarmers Ltd,14.082.599,Australië,"Consumer, cyclical",Aandelen,14082599
West Japan Railway Co,2.143.313,Japan,Industrial,Aandelen,2143313
West Pharmaceutical Services Inc,3.703.259,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3703259
Western Digital Corp,18.352.331,Verenigde Staten,Technology,Aandelen,18352331
Westinghouse Air Brake Technologies Corp,26.571.970,Verenigde Staten,Industrial,Aandelen,26571970
Westpac Banking Corp,22.969.931,Australië,Financial,Aandelen,22969931
Westpac Securities NZ Ltd/London,8.287.785,Nieuw-Zeeland,Financial,Bedrijfsobligaties,8287785
Wheaton Precious Metals Corp,11.731.052,Brazilië,Basic materials,Aandelen,11731052
Whirlpool Corp,2.774.719,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2774719
Whirlpool Finance Luxembourg Sarl,5.366.895,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5366895
Whitbread PLC,614.798,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,614798
William Carter Co/The,655.028,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,655028
Williams Scotsman Inc,8.912.044,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,8912044
Williams-Sonoma Inc,4.456.024,Verenigde Staten,"Consumer, cyclical",Aandelen,4456024
Willis Towers Watson PLC,5.573.810,Verenigde Staten,Financial,Aandelen,5573810
Windstream Services LLC / Windstream Escrow Finance Corp,4.148.751,Verenigde Staten,Communications,Bedrijfsobligaties,4148751
Winnebago Industries Inc,789.101,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,789101
Wipro Ltd,2.233.919,India,Technology,Aandelen,2233919
Wise PLC,925.004,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,925004
WiseTech Global Ltd,1.329.288,Australië,Technology,Aandelen,1329288
Wistron Corp,4.861.975,Taiwan,Technology,Aandelen,4861975
Wiwynn Corp,4.837.679,Taiwan,Technology,Aandelen,4837679
Wolters Kluwer NV,2.070.360,Nederland,"Consumer, non-cyclical",Aandelen,2070360
Wolters Kluwer NV,35.205.225,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,35205225
Woolworths Group Ltd,16.203.828,Australië,"Consumer, non-cyclical",Bedrijfsobligaties,16203828
Woolworths Group Ltd,7.569.202,Australië,"Consumer, non-cyclical",Aandelen,7569202
Woori Financial Group Inc,7.512.785,Zuid-Korea,Financial,Aandelen,7512785
Workday Inc,5.454.114,Verenigde Staten,Technology,Aandelen,5454114
WP Carey Inc,18.415.719,Verenigde Staten,Financial,Bedrijfsobligaties,18415719
WPC Eurobond BV,5.637.089,Verenigde Staten,Financial,Bedrijfsobligaties,5637089
WPP Finance 2013,12.303.581,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,12303581
WPP Finance Deutschland GmbH,1.823.701,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,1823701
WPP Finance SA,4.798.359,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,4798359
WSP Global Inc,4.133.824,Canada,Industrial,Aandelen,4133824
WuXi AppTec Co Ltd,4.336.226,China,"Consumer, non-cyclical",Aandelen,4336226
Wuxi Biologics Cayman Inc,8.089.142,China,"Consumer, non-cyclical",Aandelen,8089142
WuXi XDC Cayman Inc,1.488.260,China,"Consumer, non-cyclical",Aandelen,1488260
WW Grainger Inc,9.741.742,Verenigde Staten,"Consumer, cyclical",Aandelen,9741742
Wyndham Hotels & Resorts Inc,3.836.570,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3836570
Xcel Energy Inc,8.921.453,Verenigde Staten,Utilities,Aandelen,8921453
Xero Ltd,1.882.666,Nieuw-Zeeland,Technology,Aandelen,1882666
XHR LP,4.579.610,Verenigde Staten,Financial,Bedrijfsobligaties,4579610
Xiaomi Corp,29.896.976,China,Communications,Aandelen,29896976
XP Inc,3.995.723,Brazilië,Financial,Aandelen,3995723
Xylem Inc/NY,25.813.535,Verenigde Staten,Industrial,Aandelen,25813535
Yadea Group Holdings Ltd,1.402.225,China,"Consumer, cyclical",Aandelen,1402225
Yageo Corp,5.807.138,Taiwan,Industrial,Aandelen,5807138
Yamaha Motor Co Ltd,1.645.544,Japan,"Consumer, cyclical",Aandelen,1645544
Yara International ASA,1.114.377,Brazilië,Basic materials,Aandelen,1114377
Yealink Network Technology Corp Ltd,232.810,China,Communications,Aandelen,232810
Yes Bank Ltd,1.487.238,India,Financial,Aandelen,1487238
Yokogawa Electric Corp,1.671.885,Japan,Industrial,Aandelen,1671885
Yokohama Financial Group Inc,2.235.237,Japan,Financial,Aandelen,2235237
Yorkshire Building Society,848.203,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,848203
Yuanta Financial Holding Co Ltd,8.294.563,Taiwan,Financial,Aandelen,8294563
Yuhan Corp,2.081.739,Zuid-Korea,"Consumer, non-cyclical",Aandelen,2081739
Yum China Holdings Inc,10.269.896,China,"Consumer, cyclical",Aandelen,10269896
Yum! Brands Inc,23.556.119,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,23556119
Yum! Brands Inc,8.432.246,Verenigde Staten,"Consumer, cyclical",Aandelen,8432246
Zalando SE,613.315,Duitsland,"Consumer, cyclical",Aandelen,613315
Zangge Mining Co Ltd,388.400,China,Basic materials,Aandelen,388400
Zebra Technologies Corp,2.238.691,Verenigde Staten,Technology,Aandelen,2238691
Zebra Technologies Corp,3.267.008,Verenigde Staten,Technology,Bedrijfsobligaties,3267008
Zegona Finance PLC,6.437.535,Verenigd Koninkrijk,Communications,Bedrijfsobligaties,6437535
Zhejiang Jingsheng Mechanical & Electrical Co Ltd,315.053,China,Technology,Aandelen,315053
Zhejiang NHU Co Ltd,750.497,China,"Consumer, non-cyclical",Aandelen,750497
Zhejiang Sanhua Intelligent Controls Co Ltd,316.852,China,Industrial,Aandelen,316852
Zhen Ding Technology Holding Ltd,2.119.050,Taiwan,Industrial,Aandelen,2119050
Zhongji Innolight Co Ltd,2.696.947,China,Communications,Aandelen,2696947
Ziggo Bond Co BV,4.703.106,Nederland,Communications,Bedrijfsobligaties,4703106
Ziggo BV,9.176.801,Nederland,Communications,Bedrijfsobligaties,9176801
Zimmer Biomet Holdings Inc,37.292.533,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,37292533
Zimmer Biomet Holdings Inc,3.511.328,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3511328
Zoetis Inc,10.266.275,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10266275
Zoom Communications Inc,3.861.888,Verenigde Staten,Technology,Aandelen,3861888
ZoomInfo Technologies LLC/ZoomInfo Finance Corp,3.086.351,Verenigde Staten,Technology,Bedrijfsobligaties,3086351
ZOZO Inc,730.022,Japan,Communications,Aandelen,730022
Zscaler Inc,2.770.977,Verenigde Staten,Technology,Aandelen,2770977
ZTO Express Cayman Inc,5.686.196,China,Industrial,Aandelen,5686196
Zuercher Kantonalbank,15.044.163,Zwitserland,Financial,Bedrijfsobligaties,15044163
Zurich Insurance Group AG,12.093.278,Zwitserland,Financial,Aandelen,12093278
Zydus Lifesciences Ltd,1.325.143,India,"Consumer, non-cyclical",Aandelen,1325143
