Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Consolidated Edison Inc,6.886.057,Verenigde Staten,Utilities,Aandelen,6886057
Constellation Brands Inc,4.282.639,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4282639
Constellation Software Inc/Canada,9.365.485,Canada,Technology,Aandelen,9365485
Constellium SE,14.177.513,Verenigde Staten,Basic materials,Bedrijfsobligaties,14177513
Contact Energy Ltd,1.080.593,Nieuw-Zeeland,Utilities,Aandelen,1080593
Contemporary Amperex Technology Co Ltd,10.784.595,China,"Consumer, cyclical",Aandelen,10784595
Continental AG,990.517,Duitsland,"Consumer, cyclical",Aandelen,990517
ContourGlobal Power Holdings SA,3.226.100,Spanje,Utilities,Bedrijfsobligaties,3226100
Cooper Cos Inc/The,3.063.808,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3063808
Cooperatieve Rabobank UA,15.372.432,Nederland,Financial,Bedrijfsobligaties,15372432
Copart Inc,6.859.059,Verenigde Staten,"Consumer, cyclical",Aandelen,6859059
Corebridge Financial Inc,1.453.976,Verenigde Staten,Financial,Aandelen,1453976
CoreWeave Inc,7.602.845,Verenigde Staten,Technology,Bedrijfsobligaties,7602845
Corning Inc,6.313.697,Verenigde Staten,Communications,Bedrijfsobligaties,6313697
Coromandel International Ltd,1.296.732,India,Basic materials,Aandelen,1296732
Corpay Inc,3.769.664,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3769664
Costco Wholesale Corp,84.302.922,Verenigde Staten,"Consumer, cyclical",Aandelen,84302922
Coty Inc,837.475,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,837475
Coway Co Ltd,2.286.972,Zuid-Korea,"Consumer, cyclical",Aandelen,2286972
CP ALL PCL,4.674.736,Thailand,"Consumer, cyclical",Aandelen,4674736
CPFL Energia SA,1.518.621,Brazilië,Utilities,Aandelen,1518621
Credicorp Ltd,10.703.882,Peru,Financial,Aandelen,10703882
Credit Agricole SA,32.108.103,Frankrijk,Financial,Bedrijfsobligaties,32108103
Credit Agricole SA,2.496.681,Frankrijk,Financial,Aandelen,2496681
Credit Mutuel Arkea SA,14.891.957,Frankrijk,Financial,Bedrijfsobligaties,14891957
Crelan SA,12.215.789,België,Financial,Bedrijfsobligaties,12215789
CRH Funding BV,1.094.387,Verenigde Staten,Industrial,Bedrijfsobligaties,1094387
CRH PLC,21.672.451,Verenigde Staten,Industrial,Aandelen,21672451
CRH SMW Finance DAC,43.080.809,Verenigde Staten,Industrial,Bedrijfsobligaties,43080809
Croda International PLC,9.897.408,Verenigd Koninkrijk,Basic materials,Aandelen,9897408
Crowdstrike Holdings Inc,23.914.363,Verenigde Staten,Technology,Aandelen,23914363
Crown Americas LLC,11.178.681,Verenigde Staten,Industrial,Bedrijfsobligaties,11178681
Crown European Holdings SA,37.038.362,Verenigde Staten,Industrial,Bedrijfsobligaties,37038362
CSL Ltd,13.474.288,Australië,"Consumer, non-cyclical",Aandelen,13474288
CSPC Innovation Pharmaceutical Co Ltd,347.197,China,"Consumer, non-cyclical",Aandelen,347197
CSPC Pharmaceutical Group Ltd,5.254.629,China,"Consumer, non-cyclical",Aandelen,5254629
CTBC Financial Holding Co Ltd,15.436.087,Taiwan,Financial,Aandelen,15436087
CTR Partnership LP / CareTrust Capital Corp,418.626,Verenigde Staten,Financial,Bedrijfsobligaties,418626
CTS Eventim AG & Co KGaA,657.987,Duitsland,"Consumer, cyclical",Aandelen,657987
Cummins Inc,13.421.343,Verenigde Staten,"Consumer, cyclical",Aandelen,13421343
Cummins India Ltd,4.229.613,India,Industrial,Aandelen,4229613
CVS Health Corp,19.445.075,Verenigde Staten,"Consumer, non-cyclical",Aandelen,19445075
D'ieteren Group,427.534,België,"Consumer, cyclical",Aandelen,427534
Dabur India Ltd,1.743.937,India,"Consumer, non-cyclical",Aandelen,1743937
Dai Nippon Printing Co Ltd,1.633.178,Japan,"Consumer, non-cyclical",Aandelen,1633178
Dai-ichi Life Holdings Inc,7.097.094,Japan,Financial,Aandelen,7097094
Daifuku Co Ltd,2.476.192,Japan,Industrial,Aandelen,2476192
Daiichi Sankyo Co Ltd,8.871.541,Japan,"Consumer, non-cyclical",Aandelen,8871541
Daimler International Finance BV,35.035.700,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,35035700
Daimler Truck Holding AG,2.381.800,Duitsland,"Consumer, cyclical",Aandelen,2381800
Daimler Truck International Finance BV,27.248.576,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,27248576
Daiwa Securities Group Inc,2.853.577,Japan,Financial,Aandelen,2853577
Dallah Healthcare Co,529.852,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,529852
Dana Financing Luxembourg Sarl,2.381.119,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2381119
Danaher Corp,64.031.523,Verenigde Staten,"Consumer, non-cyclical",Aandelen,64031523
Danaher Corp,5.618.722,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5618722
Danone SA,29.843.311,Frankrijk,"Consumer, non-cyclical",Aandelen,29843311
Danone SA,28.661.916,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,28661916
Danske Bank A/S,36.910.803,Denemarken,Financial,Bedrijfsobligaties,36910803
Danske Bank A/S,3.952.150,Denemarken,Financial,Aandelen,3952150
Darling Global Finance BV,10.822.693,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10822693
Darling Ingredients Inc,10.317.275,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10317275
Dassault Systemes SE,19.816.023,Frankrijk,Technology,Aandelen,19816023
Dassault Systemes SE,7.491.717,Frankrijk,Technology,Bedrijfsobligaties,7491717
Datadog Inc,7.517.806,Verenigde Staten,Technology,Aandelen,7517806
DaVita Inc,12.234.170,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,12234170
DB Insurance Co Ltd,2.531.177,Zuid-Korea,Financial,Aandelen,2531177
DBS Bank Ltd,1.172.225,Singapore,Financial,Bedrijfsobligaties,1172225
DBS Group Holdings Ltd,22.519.745,Singapore,Financial,Aandelen,22519745
DCC PLC,699.100,Verenigd Koninkrijk,Energy,Aandelen,699100
Deere & Co,48.673.065,Verenigde Staten,Industrial,Aandelen,48673065
Delivery Hero SE,569.886,Zuid-Korea,Communications,Aandelen,569886
Dell Bank International DAC,4.932.002,Ierland,Technology,Bedrijfsobligaties,4932002
Dell Technologies Inc,7.771.987,Verenigde Staten,Technology,Aandelen,7771987
Delta Air Lines Inc,2.118.962,Verenigde Staten,"Consumer, cyclical",Aandelen,2118962
Delta Electronics Inc,26.853.080,Taiwan,Industrial,Aandelen,26853080
Delta Electronics Thailand PCL,7.980.610,Thailand,Industrial,Aandelen,7980610
Demant A/S,317.945,Denemarken,"Consumer, non-cyclical",Aandelen,317945
Denso Corp,6.279.787,Japan,"Consumer, cyclical",Aandelen,6279787
Derichebourg SA,516.172,Frankrijk,Industrial,Bedrijfsobligaties,516172
Descartes Systems Group Inc/The,5.321.649,Canada,Technology,Aandelen,5321649
Deuce Finco Plc,1.470.010,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,1470010
Deutsche Bahn AG,37.677.804,Duitsland,Industrial,Bedrijfsobligaties,37677804
Deutsche Bank AG,8.231.709,Duitsland,Financial,Aandelen,8231709
Deutsche Bank AG,28.473.921,Duitsland,Financial,Bedrijfsobligaties,28473921
Deutsche Boerse AG,49.284.382,Duitsland,Financial,Bedrijfsobligaties,49284382
Deutsche Boerse AG,17.522.421,Duitsland,Financial,Aandelen,17522421
Deutsche Lufthansa AG,8.942.896,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,8942896
Deutsche Lufthansa AG,674.371,Duitsland,"Consumer, cyclical",Aandelen,674371
Deutsche Post AG,6.026.020,Duitsland,Industrial,Aandelen,6026020
Deutsche Telekom AG,12.862.937,Duitsland,Communications,Bedrijfsobligaties,12862937
Deutsche Telekom AG,25.011.002,Duitsland,Communications,Aandelen,25011002
DexCom Inc,10.554.099,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10554099
DH Europe Finance II Sarl,30.533.537,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30533537
Diageo Capital BV,6.832.904,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,6832904
Diageo Finance PLC,18.960.647,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,18960647
Diageo PLC,5.489.621,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,5489621
Dick's Sporting Goods Inc,2.086.485,Verenigde Staten,"Consumer, cyclical",Aandelen,2086485
Digital Dutch Finco BV,22.912.836,Verenigde Staten,Financial,Bedrijfsobligaties,22912836
Digital Euro Finco LLC,5.477.029,Verenigde Staten,Financial,Bedrijfsobligaties,5477029
Digital Intrepid Holding BV,10.564.701,Verenigde Staten,Financial,Bedrijfsobligaties,10564701
Dino Polska SA,2.690.453,Polen,"Consumer, non-cyclical",Aandelen,2690453
Disco Corp,6.829.501,Japan,Technology,Aandelen,6829501
Discovery Communications LLC,5.454.502,Verenigde Staten,Communications,Bedrijfsobligaties,5454502
Discovery Ltd,4.409.993,Zuid-Africa,Financial,Aandelen,4409993
Divi's Laboratories Ltd,5.334.550,India,"Consumer, non-cyclical",Aandelen,5334550
Dixon Technologies India Ltd,2.906.873,India,Industrial,Aandelen,2906873
DNB Bank ASA,35.692.893,Noorwegen,Financial,Bedrijfsobligaties,35692893
DNB Bank ASA,2.857.962,Noorwegen,Financial,Aandelen,2857962
DocuSign Inc,7.327.586,Verenigde Staten,Technology,Aandelen,7327586
Dollar Tree Inc,4.841.427,Verenigde Staten,"Consumer, cyclical",Aandelen,4841427
Dometic Group AB,3.184.786,Zweden,"Consumer, cyclical",Bedrijfsobligaties,3184786
DoorDash Inc,15.847.140,Verenigde Staten,Communications,Aandelen,15847140
Doosan Bobcat Inc,1.506.298,Zuid-Korea,Industrial,Aandelen,1506298
Doosan Enerbility Co Ltd,13.809.084,Zuid-Korea,Industrial,Aandelen,13809084
Dover Corp,5.159.576,Verenigde Staten,Industrial,Aandelen,5159576
Dover Corp,23.897.090,Verenigde Staten,Industrial,Bedrijfsobligaties,23897090
DR Horton Inc,17.283.723,Verenigde Staten,"Consumer, cyclical",Aandelen,17283723
Dr Ing hc F Porsche AG,697.712,Duitsland,"Consumer, cyclical",Aandelen,697712
Dr Reddy's Laboratories Ltd,4.900.929,India,"Consumer, non-cyclical",Aandelen,4900929
Dr Sulaiman Al Habib Medical Services Group Co,3.983.614,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,3983614
DSM BV,4.754.020,Nederland,Basic materials,Bedrijfsobligaties,4754020
DSM-Firmenich AG,14.384.248,Zwitserland,Basic materials,Aandelen,14384248
DSV A/S,5.936.082,Denemarken,Industrial,Aandelen,5936082
DSV A/S,3.528.408,Denemarken,Industrial,Bedrijfsobligaties,3528408
DSV Panalpina Finance BV,20.909.028,Denemarken,Industrial,Bedrijfsobligaties,20909028
DTE Energy Co,5.149.316,Verenigde Staten,Utilities,Aandelen,5149316
Dufry One BV,35.749.984,Zwitserland,"Consumer, cyclical",Bedrijfsobligaties,35749984
Duke Energy Corp,17.764.982,Verenigde Staten,Utilities,Aandelen,17764982
DXC Capital Funding DAC,7.581.615,Verenigde Staten,Technology,Bedrijfsobligaties,7581615
Dye & Durham Ltd,3.806.153,Canada,Technology,Bedrijfsobligaties,3806153
Dynamo Newco II GmbH,2.131.628,Duitsland,Industrial,Bedrijfsobligaties,2131628
Dynatrace Inc,2.427.918,Verenigde Staten,Technology,Aandelen,2427918
E Ink Holdings Inc,2.532.559,Taiwan,Industrial,Aandelen,2532559
E.ON SE,4.862.978,Duitsland,Utilities,Aandelen,4862978
E.ON SE,8.643.429,Duitsland,Utilities,Bedrijfsobligaties,8643429
E.Sun Financial Holding Co Ltd,9.101.816,Taiwan,Financial,Aandelen,9101816
East Japan Railway Co,4.584.394,Japan,Industrial,Bedrijfsobligaties,4584394
East Japan Railway Co,5.775.265,Japan,Industrial,Aandelen,5775265
East Money Information Co Ltd,1.816.893,China,Communications,Aandelen,1816893
easyJet FinCo BV,9.975.398,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,9975398
easyJet PLC,3.571.426,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,3571426
Eaton Capital ULC,16.110.156,Verenigde Staten,Industrial,Bedrijfsobligaties,16110156
Eaton Corp PLC,30.291.604,Verenigde Staten,Industrial,Aandelen,30291604
eBay Inc,7.745.370,Verenigde Staten,Communications,Aandelen,7745370
EC Finance PLC,1.940.689,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1940689
Eclat Textile Co Ltd,1.510.834,Taiwan,"Consumer, cyclical",Aandelen,1510834
Ecolab Inc,38.021.086,Verenigde Staten,Basic materials,Aandelen,38021086
Ecovacs Robotics Co Ltd,231.996,China,"Consumer, cyclical",Aandelen,231996
Edenred SE,8.148.679,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8148679
Edenred SE,8.148.679,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8148679
Edgewell Personal Care Co,6.664.664,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6664664
Edison International,4.426.133,Verenigde Staten,Utilities,Aandelen,4426133
EDP Finance BV,28.555.496,Portugal,Utilities,Bedrijfsobligaties,28555496
EDP Renovaveis SA,507.125,Spanje,Utilities,Aandelen,507125
EDP SA,1.650.247,Portugal,Utilities,Aandelen,1650247
EDP SA,72.099.682,Portugal,Utilities,Bedrijfsobligaties,72099682
EDP Servicios Financieros Espana SA,18.262.767,Portugal,Utilities,Bedrijfsobligaties,18262767
Edwards Lifesciences Corp,9.612.646,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9612646
Eicher Motors Ltd,6.767.184,India,"Consumer, cyclical",Aandelen,6767184
Eiffage SA,1.127.916,Frankrijk,Industrial,Aandelen,1127916
Eisai Co Ltd,1.918.788,Japan,"Consumer, non-cyclical",Aandelen,1918788
Electricite de France SA,108.551.541,Frankrijk,Utilities,Bedrijfsobligaties,108551541
Electronic Arts Inc,9.740.232,Verenigde Staten,Technology,Aandelen,9740232
Element Fleet Management Corp,2.024.501,Canada,"Consumer, non-cyclical",Aandelen,2024501
Elevance Health Inc,15.532.011,Verenigde Staten,"Consumer, non-cyclical",Aandelen,15532011
Eli Lilly & Co,230.781.914,Verenigde Staten,"Consumer, non-cyclical",Aandelen,230781914
Eli Lilly & Co,30.875.199,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30875199
Elia Group SA/NV,8.205.957,België,Utilities,Bedrijfsobligaties,8205957
Elia Group SA/NV,723.252,België,Utilities,Aandelen,723252
Elia Transmission Belgium SA,15.688.774,België,Utilities,Bedrijfsobligaties,15688774
Elior Group SA,4.326.340,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,4326340
Elis SA,1.978.218,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1978218
Elisa Oyj,713.173,Finland,Communications,Aandelen,713173
Ellevio AB,7.129.297,Zweden,Utilities,Bedrijfsobligaties,7129297
ELM BV for Swiss Prime Site AG,3.459.519,Zwitserland,Financial,Bedrijfsobligaties,3459519
ELO SACA,1.127.242,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1127242
Embraer SA,6.718.275,Brazilië,Industrial,Aandelen,6718275
EMCOR Group Inc,5.351.893,Verenigde Staten,Industrial,Aandelen,5351893
eMemory Technology Inc,1.547.079,Taiwan,Technology,Aandelen,1547079
Emeria SASU,3.678.545,Frankrijk,Financial,Bedrijfsobligaties,3678545
Emerson Electric Co,14.303.181,Verenigde Staten,Industrial,Aandelen,14303181
Emerson Electric Co,9.125.139,Verenigde Staten,Industrial,Bedrijfsobligaties,9125139
Empire Co Ltd,888.299,Canada,"Consumer, non-cyclical",Aandelen,888299
Empresas CMPC SA,898.777,Chili,Basic materials,Aandelen,898777
Empresas COPEC SA,1.674.043,Chili,Energy,Aandelen,1674043
EnBW International Finance BV,12.245.259,Duitsland,Utilities,Bedrijfsobligaties,12245259
Encompass Health Corp,10.461.739,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10461739
Endesa SA,1.306.860,Spanje,Utilities,Aandelen,1306860
Enel Americas SA,1.216.154,Chili,Utilities,Aandelen,1216154
Enel Chile SA,838.760,Chili,Utilities,Aandelen,838760
Enel Finance International NV,55.760.842,Italië,Utilities,Bedrijfsobligaties,55760842
Enel SpA,2.746.124,Italië,Utilities,Bedrijfsobligaties,2746124
Enel SpA,39.112.737,Italië,Utilities,Aandelen,39112737
Energisa S/A,1.414.646,Brazilië,Utilities,Aandelen,1414646
Energizer Gamma Acquisition BV,6.141.357,Verenigde Staten,Industrial,Bedrijfsobligaties,6141357
Energizer Holdings Inc,9.348.025,Verenigde Staten,Industrial,Bedrijfsobligaties,9348025
EnerSys,8.579.931,Verenigde Staten,Industrial,Bedrijfsobligaties,8579931
Enexis Holding NV,15.340.644,Nederland,Utilities,Bedrijfsobligaties,15340644
Engie Brasil Energia SA,846.874,Brazilië,Utilities,Aandelen,846874
Engie SA,5.498.137,Frankrijk,Utilities,Aandelen,5498137
Engie SA,74.054.728,Frankrijk,Utilities,Bedrijfsobligaties,74054728
ENN Energy Holdings Ltd,4.209.699,China,Utilities,Aandelen,4209699
Enpro Inc,7.231.497,Verenigde Staten,Industrial,Bedrijfsobligaties,7231497
Entegris Inc,2.603.363,Verenigde Staten,Industrial,Bedrijfsobligaties,2603363
Entegris Inc,2.456.015,Verenigde Staten,Industrial,Aandelen,2456015
Epiroc AB,2.605.043,Zweden,Industrial,Aandelen,2605043
EQT AB,10.743.645,Zweden,Financial,Bedrijfsobligaties,10743645
Equatorial SA,5.034.594,Brazilië,Utilities,Aandelen,5034594
Equifax Inc,16.424.672,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16424672
Equinix Europe 2 Financing Corp LLC,6.239.049,Verenigde Staten,Financial,Bedrijfsobligaties,6239049
Equitable Financial Life Global Funding,13.980.517,Verenigde Staten,Financial,Bedrijfsobligaties,13980517
Equitable Holdings Inc,2.738.014,Verenigde Staten,Financial,Aandelen,2738014
Eroski S Coop,1.249.426,Spanje,"Consumer, cyclical",Bedrijfsobligaties,1249426
Erste Group Bank AG,4.255.635,Oostenrijk,Financial,Aandelen,4255635
Esab Corp,1.596.101,Verenigde Staten,Industrial,Bedrijfsobligaties,1596101
Essendi SA,1.871.110,Luxemburg,"Consumer, cyclical",Bedrijfsobligaties,1871110
Essential Utilities Inc,1.851.124,Verenigde Staten,Utilities,Aandelen,1851124
EssilorLuxottica SA,26.443.183,Frankrijk,"Consumer, non-cyclical",Aandelen,26443183
EssilorLuxottica SA,15.456.985,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,15456985
Essity AB,1.981.958,Zweden,"Consumer, non-cyclical",Aandelen,1981958
Essity AB,3.730.681,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,3730681
Essity Capital BV,25.544.754,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,25544754
Estee Lauder Cos Inc/The,4.686.876,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4686876
Eternal Ltd,4.730.299,India,Communications,Aandelen,4730299
Etihad Etisalat Co,4.337.502,Saoedi-Arabië,Communications,Aandelen,4337502
Eurobank SA,5.781.554,Griekenland,Financial,Aandelen,5781554
Euroclear Bank SA,4.617.525,België,Financial,Bedrijfsobligaties,4617525
Eurofins Scientific SE,992.472,Luxemburg,"Consumer, non-cyclical",Aandelen,992472
Eurofins Scientific SE,26.578.512,Luxemburg,"Consumer, non-cyclical",Bedrijfsobligaties,26578512
Eurogrid GmbH,41.072.032,Duitsland,Utilities,Bedrijfsobligaties,41072032
Euronext NV,1.344.128,Nederland,Financial,Aandelen,1344128
Euronext NV,6.693.790,Nederland,Financial,Bedrijfsobligaties,6693790
EUSHI Finance Inc,672.885,Verenigde Staten,Utilities,Bedrijfsobligaties,672885
Eutelsat SA,8.986.020,Frankrijk,Communications,Bedrijfsobligaties,8986020
Eve Energy Co Ltd,635.386,China,"Consumer, cyclical",Aandelen,635386
Everest Group Ltd,2.696.423,Verenigde Staten,Financial,Aandelen,2696423
Evergreen Marine Corp Taiwan Ltd,3.986.201,Taiwan,Industrial,Aandelen,3986201
Eversource Energy,4.904.321,Verenigde Staten,Utilities,Aandelen,4904321
Evonik Industries AG,459.958,Duitsland,Basic materials,Aandelen,459958
Evonik Industries AG,4.798.311,Duitsland,Basic materials,Bedrijfsobligaties,4798311
EWE AG,5.136.319,Duitsland,Utilities,Bedrijfsobligaties,5136319
Exelon Corp,8.405.638,Verenigde Staten,Utilities,Aandelen,8405638
Expeditors International of Washington Inc,3.948.901,Verenigde Staten,Industrial,Aandelen,3948901
Experian Europe DAC,3.731.417,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,3731417
Experian Finance PLC,8.248.446,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8248446
Experian PLC,4.750.567,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4750567
F&G Annuities & Life Inc,92.331,Verenigde Staten,Financial,Aandelen,92331
F5 Inc,2.763.098,Verenigde Staten,Communications,Aandelen,2763098
Fair Isaac Corp,7.902.851,Verenigde Staten,Technology,Aandelen,7902851
Fair Isaac Corp,8.612.801,Verenigde Staten,Technology,Bedrijfsobligaties,8612801
Fairfax Financial Holdings Ltd,7.235.579,Canada,Financial,Aandelen,7235579
Falabella SA,3.023.938,Chili,"Consumer, cyclical",Aandelen,3023938
FANUC Corp,8.857.187,Japan,Industrial,Aandelen,8857187
Far Eastern New Century Corp,1.765.101,Taiwan,"Consumer, cyclical",Aandelen,1765101
Far EasTone Telecommunications Co Ltd,2.919.261,Taiwan,Communications,Aandelen,2919261
Fastenal Co,8.795.627,Verenigde Staten,"Consumer, cyclical",Aandelen,8795627
FedEx Corp,16.203.636,Verenigde Staten,Industrial,Bedrijfsobligaties,16203636
FedEx Corp,12.570.188,Verenigde Staten,Industrial,Aandelen,12570188
Feng TAY Enterprise Co Ltd,1.296.099,Taiwan,"Consumer, cyclical",Aandelen,1296099
Ferguson Enterprises Inc,8.446.462,Verenigde Staten,"Consumer, cyclical",Aandelen,8446462
Ferrari NV,5.396.228,Italië,"Consumer, cyclical",Aandelen,5396228
Ferrovial Emisiones SA,8.664.057,Spanje,Industrial,Bedrijfsobligaties,8664057
Ferrovial SE,3.818.073,Verenigde Staten,Industrial,Aandelen,3818073
Fidelity National Financial Inc,2.723.434,Verenigde Staten,Financial,Aandelen,2723434
Fidelity National Information Services Inc,6.671.069,Verenigde Staten,Technology,Aandelen,6671069
Fidelity National Information Services Inc,26.038.437,Verenigde Staten,Technology,Bedrijfsobligaties,26038437
Fifth Third Bancorp,5.911.743,Verenigde Staten,Financial,Aandelen,5911743
FinecoBank Banca Fineco SpA,32.878.644,Italië,Financial,Aandelen,32878644
Fingrid OYJ,8.220.981,Finland,Utilities,Bedrijfsobligaties,8220981
Firmenich Productions Participations SAS,11.041.676,Zwitserland,Basic materials,Bedrijfsobligaties,11041676
First Citizens BancShares Inc/NC,3.773.564,Verenigde Staten,Financial,Aandelen,3773564
First Financial Holding Co Ltd,6.068.320,Taiwan,Financial,Aandelen,6068320
First Solar Inc,5.082.691,Verenigde Staten,Energy,Aandelen,5082691
FirstRand Ltd,16.076.100,Zuid-Africa,Financial,Aandelen,16076100
FIS Fabbrica Italiana Sintetici SpA,2.731.997,Italië,Basic materials,Bedrijfsobligaties,2731997
Fiserv Funding ULC,3.990.600,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3990600
Fiserv Inc,7.166.935,Verenigde Staten,Technology,Aandelen,7166935
Fiserv Inc,31.966.697,Verenigde Staten,Technology,Bedrijfsobligaties,31966697
Fisher & Paykel Healthcare Corp Ltd,3.121.124,Nieuw-Zeeland,"Consumer, non-cyclical",Aandelen,3121124
Flora Food Management BV,2.283.876,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,2283876
Flos B&b Italia SPA,1.912.462,Italië,"Consumer, cyclical",Bedrijfsobligaties,1912462
FLUVIUS System Operator CV,5.485.312,België,Utilities,Bedrijfsobligaties,5485312
Fnac Darty SA,2.108.552,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,2108552
Focus Media Information Technology Co Ltd,482.219,China,Communications,Aandelen,482219
Fomento Economico Mexicano SAB de CV,10.344.611,Mexico,"Consumer, non-cyclical",Aandelen,10344611
Ford Motor Co,9.794.874,Verenigde Staten,"Consumer, cyclical",Aandelen,9794874
Fortinet Inc,9.995.065,Verenigde Staten,Technology,Aandelen,9995065
Fortis Healthcare Ltd,2.397.336,India,"Consumer, non-cyclical",Aandelen,2397336
Fortis Inc/Canada,5.026.716,Canada,Utilities,Aandelen,5026716
Fortive Corp,3.545.578,Verenigde Staten,Industrial,Aandelen,3545578
Fortive Corp,8.588.762,Verenigde Staten,Industrial,Bedrijfsobligaties,8588762
Fortrea Holdings Inc,763.274,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,763274
Fortum OYJ,17.403.991,Finland,Utilities,Bedrijfsobligaties,17403991
Fortune Electric Co Ltd,2.303.180,Taiwan,Industrial,Aandelen,2303180
Forvia SE,60.458.816,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,60458816
Foshan Haitian Flavouring & Food Co Ltd,744.257,China,"Consumer, non-cyclical",Aandelen,744257
Fox Corp,4.670.123,Verenigde Staten,Communications,Aandelen,4670123
Foxconn Industrial Internet Co Ltd,3.253.991,China,Industrial,Aandelen,3253991
Fresenius Medical Care AG,9.640.419,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,9640419
Fresenius Medical Care AG,9.640.419,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,9640419
Fresenius SE & Co KGaA,8.737.829,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,8737829
Fresenius SE & Co KGaA,2.779.272,Duitsland,"Consumer, non-cyclical",Aandelen,2779272
Froneri Lux FinCo SARL,4.885.364,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4885364
Frontier Communications Holdings LLC,14.604.055,Verenigde Staten,Communications,Bedrijfsobligaties,14604055
FSN E-Commerce Ventures Ltd,1.536.392,India,Communications,Aandelen,1536392
Fubon Financial Holding Co Ltd,14.831.361,Taiwan,Financial,Aandelen,14831361
Fuji Electric Co Ltd,2.484.720,Japan,Industrial,Aandelen,2484720
FUJIFILM Holdings Corp,5.752.891,Japan,"Consumer, non-cyclical",Aandelen,5752891
Fujikura Ltd,6.745.254,Japan,Industrial,Aandelen,6745254
Fujitsu Ltd,11.800.219,Japan,Technology,Aandelen,11800219
Futu Holdings Ltd,2.415.507,Hongkong,Financial,Aandelen,2415507
Fuyao Glass Industry Group Co Ltd,4.075.698,China,"Consumer, cyclical",Aandelen,4075698
Gamuda Bhd,3.175.459,Maleisië,Industrial,Aandelen,3175459
Gap Inc/The,1.207.277,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1207277
Garmin Ltd,5.916.840,Verenigde Staten,Industrial,Aandelen,5916840
Garrett Motion Holdings Inc / Garrett LX I Sarl,1.456.787,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1456787
Gartner Inc,3.877.265,Verenigde Staten,Technology,Aandelen,3877265
Gartner Inc,815.833,Verenigde Staten,Technology,Bedrijfsobligaties,815833
Gates Corp/DE,3.197.235,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3197235
