Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamSK Invictus Intermediate II Sarl,Bedrag in euro's4.495.967
BedrijfsnaamSomnigroup International Inc,Bedrag in euro's965.480
BedrijfsnaamSonic Automotive Inc,Bedrag in euro's2.872.684
BedrijfsnaamSPIE SA,Bedrag in euro's10.657.475
BedrijfsnaamStar Parent Inc,Bedrag in euro's680.199
BedrijfsnaamStarwood Property Trust Inc,Bedrag in euro's13.704.290
BedrijfsnaamStellantis NV,Bedrag in euro's28.323.108
BedrijfsnaamStena International SA,Bedrag in euro's7.508.944
BedrijfsnaamSuburban Propane Partners LP/Suburban Energy Finance Corp,Bedrag in euro's3.490.444
BedrijfsnaamSudzucker International Finance BV,Bedrag in euro's1.507.566
BedrijfsnaamSummer BC Holdco B SARL,Bedrag in euro's3.968.841
BedrijfsnaamSunCoke Energy Inc,Bedrag in euro's1.309.676
BedrijfsnaamSunrise FinCo I BV,Bedrag in euro's18.392.430
BedrijfsnaamSurgery Center Holdings Inc,Bedrag in euro's4.398.423
BedrijfsnaamSV RNO Property Owner 1 LLC,Bedrag in euro's3.577.790
BedrijfsnaamSynthomer PLC,Bedrag in euro's7.043.414
BedrijfsnaamTalos Production Inc,Bedrag in euro's7.724.384
BedrijfsnaamTaylor Morrison Communities Inc,Bedrag in euro's3.468.461
BedrijfsnaamTechem Verwaltungsgesellschaft 675 mbH,Bedrag in euro's3.782.780
BedrijfsnaamTelecom Italia Capital SA,Bedrag in euro's1.766.334
BedrijfsnaamTelecom Italia Finance SA,Bedrag in euro's15.729.619
BedrijfsnaamTelecom Italia SpA/Milano,Bedrag in euro's25.641.319
BedrijfsnaamTeleflex Inc,Bedrag in euro's14.108.975
BedrijfsnaamTelefonica Emisiones SAU,Bedrag in euro's10.592.621
BedrijfsnaamTelefonica Europe BV,Bedrag in euro's80.572.695
BedrijfsnaamTelenet Finance Luxembourg Notes Sarl,Bedrag in euro's3.146.039
BedrijfsnaamTELUS Corp,Bedrag in euro's3.782.830
BedrijfsnaamTenet Healthcare Corp,Bedrag in euro's32.267.280
BedrijfsnaamTenneco Inc,Bedrag in euro's5.416.877
BedrijfsnaamTenneT Holding BV,Bedrag in euro's30.053.970
BedrijfsnaamTerex Corp,Bedrag in euro's6.863.981
BedrijfsnaamTerraForm Power Operating LLC,Bedrag in euro's2.578.691
BedrijfsnaamTGNR Intermediate Holdings LLC,Bedrag in euro's4.170.207
BedrijfsnaamThor Industries Inc,Bedrag in euro's1.044.167
BedrijfsnaamTidewater Inc,Bedrag in euro's1.553.188
BedrijfsnaamTitan Global Finance PLC,Bedrag in euro's2.879.110
BedrijfsnaamTopBuild Corp,Bedrag in euro's6.255.119
BedrijfsnaamTransAlta Corp,Bedrag in euro's2.102.605
BedrijfsnaamTransDigm Inc,Bedrag in euro's70.547.086
BedrijfsnaamTravel + Leisure Co,Bedrag in euro's5.282.552
BedrijfsnaamTriNet Group Inc,Bedrag in euro's3.309.206
BedrijfsnaamTrinity Industries Inc,Bedrag in euro's2.074.294
BedrijfsnaamTrivium Packaging Finance BV,Bedrag in euro's14.766.449
BedrijfsnaamTTM Technologies Inc,Bedrag in euro's3.387.393
BedrijfsnaamTUI AG,Bedrag in euro's7.325.342
BedrijfsnaamUGI International LLC,Bedrag in euro's7.695.565
BedrijfsnaamUKG Inc,Bedrag in euro's4.891.521
BedrijfsnaamUnibail-Rodamco-Westfield SE,Bedrag in euro's16.192.461
BedrijfsnaamUnited Airlines Holdings Inc,Bedrag in euro's5.037.744
BedrijfsnaamUnited Rentals North America Inc,Bedrag in euro's31.201.545
BedrijfsnaamUniti Group LP / Uniti Group Finance Inc / CSL Capital LLC,Bedrag in euro's4.557.601
BedrijfsnaamUpbound Group Inc,Bedrag in euro's3.519.573
BedrijfsnaamUS Foods Inc,Bedrag in euro's16.081.918
BedrijfsnaamVail Resorts Inc,Bedrag in euro's5.793.046
BedrijfsnaamValeo SE,Bedrag in euro's47.222.687
BedrijfsnaamVeolia Environnement SA,Bedrag in euro's68.296.746
BedrijfsnaamVeritiv Operating Co,Bedrag in euro's6.675.591
BedrijfsnaamVF Corp,Bedrag in euro's15.556.055
BedrijfsnaamVictra Holdings LLC / Victra Finance Corp,Bedrag in euro's3.390.515
BedrijfsnaamVirgin Media Secured Finance PLC,Bedrag in euro's1.020.508
BedrijfsnaamVistra Operations Co LLC,Bedrag in euro's3.643.912
BedrijfsnaamVivion Investments Sarl,Bedrag in euro's4.926.296
BedrijfsnaamVmed O2 UK Financing I PLC,Bedrag in euro's7.255.434
BedrijfsnaamVodafone Group PLC,Bedrag in euro's58.821.825
BedrijfsnaamVoltaGrid LLC,Bedrag in euro's2.789.537
BedrijfsnaamVolvo Car AB,Bedrag in euro's10.095.102
BedrijfsnaamVT Topco Inc,Bedrag in euro's2.764.658
BedrijfsnaamVZ Secured Financing BV,Bedrag in euro's15.670.027
BedrijfsnaamVZ Vendor Financing II BV,Bedrag in euro's1.916.381
BedrijfsnaamWand NewCo 3 Inc,Bedrag in euro's4.820.236
BedrijfsnaamWaste Pro USA Inc,Bedrag in euro's4.705.315
BedrijfsnaamWayfair LLC,Bedrag in euro's4.065.919
BedrijfsnaamWBI Operating LLC,Bedrag in euro's2.680.442
BedrijfsnaamWESCO Distribution Inc,Bedrag in euro's23.825.338
BedrijfsnaamWhirlpool Corp,Bedrag in euro's4.900.517
BedrijfsnaamWhirlpool Finance Luxembourg Sarl,Bedrag in euro's11.888.607
BedrijfsnaamWilliam Carter Co/The,Bedrag in euro's909.761
BedrijfsnaamWilliams Scotsman Inc,Bedrag in euro's17.098.811
BedrijfsnaamWindstream Services LLC,Bedrag in euro's4.679.945
BedrijfsnaamWindstream Services LLC / Windstream Escrow Finance Corp,Bedrag in euro's8.566.228
BedrijfsnaamWinnebago Industries Inc,Bedrag in euro's876.779
BedrijfsnaamWintershall Dea Finance 2 BV,Bedrag in euro's17.303.163
BedrijfsnaamWyndham Hotels & Resorts Inc,Bedrag in euro's7.924.649
BedrijfsnaamWynn Resorts Finance LLC / Wynn Resorts Capital Corp,Bedrag in euro's2.238.734
BedrijfsnaamXHR LP,Bedrag in euro's7.835.596
BedrijfsnaamXPLR Infrastructure Operating Partners LP,Bedrag in euro's15.868.061
BedrijfsnaamXPO Inc,Bedrag in euro's7.148.543
BedrijfsnaamYum! Brands Inc,Bedrag in euro's19.715.651
BedrijfsnaamZayo Group Holdings Inc,Bedrag in euro's2.872.628
BedrijfsnaamZebra Technologies Corp,Bedrag in euro's3.338.418
BedrijfsnaamZegona Finance PLC,Bedrag in euro's10.792.338
BedrijfsnaamZiggo Bond Co BV,Bedrag in euro's5.563.853
BedrijfsnaamZiggo BV,Bedrag in euro's14.296.337
BedrijfsnaamZoomInfo Technologies LLC/ZoomInfo Finance Corp,Bedrag in euro's3.397.384
BedrijfsnaamZuercher Kantonalbank,Bedrag in euro's28.240.072
Bedrijfsnaam1011778 BC ULC / New Red Finance Inc,Bedrag in euro's36.020.329
Bedrijfsnaam1261229 BC Ltd,Bedrag in euro's12.405.425
Bedrijfsnaam888 Acquisitions Ltd,Bedrag in euro's8.769.370
