Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamVeolia Environnement SA,Bedrag in euro's32.068.790
BedrijfsnaamVerallia SA,Bedrag in euro's4.783.506
BedrijfsnaamVerizon Communications Inc,Bedrag in euro's86.818.631
BedrijfsnaamVesteda Finance BV,Bedrag in euro's43.461.717
BedrijfsnaamVicinity Centres Trust,Bedrag in euro's32.457.274
BedrijfsnaamVier Gas Transport GmbH,Bedrag in euro's35.766.222
BedrijfsnaamVisa Inc,Bedrag in euro's108.999.259
BedrijfsnaamVistra Operations Co LLC,Bedrag in euro's1.139.114
BedrijfsnaamVolvo Treasury AB,Bedrag in euro's87.406.609
BedrijfsnaamVonovia SE,Bedrag in euro's46.932.888
BedrijfsnaamWarehouses De Pauw CVA,Bedrag in euro's15.270.050
BedrijfsnaamWesfarmers Ltd,Bedrag in euro's33.453.072
BedrijfsnaamWestpac Securities NZ Ltd/London,Bedrag in euro's37.021.114
BedrijfsnaamWintershall Dea Finance BV,Bedrag in euro's19.887.155
BedrijfsnaamWolters Kluwer NV,Bedrag in euro's83.297.285
BedrijfsnaamWoolworths Group Ltd,Bedrag in euro's48.439.967
BedrijfsnaamWorley US Finance Sub Ltd,Bedrag in euro's17.258.729
BedrijfsnaamWP Carey Inc,Bedrag in euro's16.344.658
BedrijfsnaamWPC Eurobond BV,Bedrag in euro's36.409.067
BedrijfsnaamWPP Finance 2013,Bedrag in euro's18.706.195
BedrijfsnaamWPP Finance Deutschland GmbH,Bedrag in euro's5.689.441
BedrijfsnaamWPP Finance SA,Bedrag in euro's14.102.348
BedrijfsnaamYorkshire Building Society,Bedrag in euro's2.659.596
BedrijfsnaamZimmer Biomet Holdings Inc,Bedrag in euro's32.348.982
BedrijfsnaamZuercher Kantonalbank,Bedrag in euro's15.520.160
Bedrijfsnaam180 Medical Inc,Bedrag in euro's4.176.723
Bedrijfsnaam3i Group PLC,Bedrag in euro's29.919.442
