Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamVattenfall AB,Bedrag in euro's7.395.676
BedrijfsnaamVeolia Environnement SA,Bedrag in euro's49.734.584
BedrijfsnaamVerallia SA,Bedrag in euro's4.195.313
BedrijfsnaamVerizon Communications Inc,Bedrag in euro's94.128.591
BedrijfsnaamVesteda Finance BV,Bedrag in euro's44.359.474
BedrijfsnaamVGP NV,Bedrag in euro's10.245.807
BedrijfsnaamVicinity Centres Trust,Bedrag in euro's33.239.997
BedrijfsnaamVier Gas Transport GmbH,Bedrag in euro's37.085.478
BedrijfsnaamVisa Inc,Bedrag in euro's129.747.440
BedrijfsnaamVolvo Treasury AB,Bedrag in euro's103.598.785
BedrijfsnaamVonovia SE,Bedrag in euro's49.269.079
BedrijfsnaamWalmart Inc,Bedrag in euro's602.336
BedrijfsnaamWarehouses De Pauw CVA,Bedrag in euro's14.937.385
BedrijfsnaamWesfarmers Ltd,Bedrag in euro's35.006.971
BedrijfsnaamWestpac Securities NZ Ltd/London,Bedrag in euro's29.442.834
BedrijfsnaamWintershall Dea Finance BV,Bedrag in euro's19.745.436
BedrijfsnaamWolters Kluwer NV,Bedrag in euro's89.661.961
BedrijfsnaamWoolworths Group Ltd,Bedrag in euro's50.524.402
BedrijfsnaamWorley US Finance Sub Ltd,Bedrag in euro's17.360.410
BedrijfsnaamWP Carey Inc,Bedrag in euro's23.706.549
BedrijfsnaamWPC Eurobond BV,Bedrag in euro's16.374.403
BedrijfsnaamWPP Finance 2013,Bedrag in euro's36.805.254
BedrijfsnaamWPP Finance Deutschland GmbH,Bedrag in euro's5.835.844
BedrijfsnaamWPP Finance SA,Bedrag in euro's13.978.824
BedrijfsnaamYorkshire Building Society,Bedrag in euro's3.110.077
BedrijfsnaamZimmer Biomet Holdings Inc,Bedrag in euro's34.630.116
BedrijfsnaamZuercher Kantonalbank,Bedrag in euro's16.310.159
Bedrijfsnaam180 Medical Inc,Bedrag in euro's2.314.094
Bedrijfsnaam3i Group PLC,Bedrag in euro's31.426.807
